local_id,names,count,loc,rkd,ulan,viaf,wikidata,heritage_e_number,heritage_f_number,not_assigned,oxford_dict_nat_bio,gnd
6177,Paul  Mellon,7313,http://id.loc.gov/authorities/names/n50013907,https://rkd.nl/artists/357045,http://vocab.getty.edu/ulan/500253675,https://viaf.org/viaf/13551621,http://www.wikidata.org/entity/Q1542805,,,,71996,https://d-nb.info/gnd/119527162
4648,Joshua Reynolds,4207,http://id.loc.gov/authorities/names/n84168483,https://rkd.nl/artists/66483,http://vocab.getty.edu/ulan/500004539,http://viaf.org/viaf/27081216,http://www.wikidata.org/entity/Q194402,E8550,F1162; F1931; F5176; F8056; F8057; F8058; F8059; F8060; F8062; F8063,,,https://d-nb.info/gnd/118744771
1481,John Constable,2441,http://id.loc.gov/authorities/names/n80007977,,http://vocab.getty.edu/ulan/500115382,http://viaf.org/viaf/17265725,http://www.wikidata.org/entity/Q159297,E5875,F1509; F2510; F657; F7978; F7979; F7980,,,https://d-nb.info/gnd/118521934
5594,Joseph Mallord William Turner,1802,http://id.loc.gov/authorities/names/n79060712,,http://vocab.getty.edu/ulan/500026846,http://viaf.org/viaf/100900492,http://www.wikidata.org/entity/Q159758,E4510,F1245; F2136; F6023; F8082; F8083; F8084,,,https://d-nb.info/gnd/11862475X
4590,Allan Ramsay,1638,http://id.loc.gov/authorities/names/n85011073,,http://vocab.getty.edu/ulan/500019302,http://viaf.org/viaf/49266202,http://www.wikidata.org/entity/Q560792,E8499,F1154; F1926; F5125,,,https://d-nb.info/gnd/118749005
5409,John Talman,1555,http://id.loc.gov/authorities/names/nr00008518,,http://vocab.getty.edu/ulan/500000962,http://viaf.org/viaf/47896305,http://www.wikidata.org/entity/Q3809642,E9228,F5858; F8076; F8077; F8078; F8079,,,https://d-nb.info/gnd/131507710
5765,James Ward,1543,http://id.loc.gov/authorities/names/n84092821,,http://vocab.getty.edu/ulan/500115753,http://viaf.org/viaf/66475711,http://www.wikidata.org/entity/Q1681281,E9548,F1257; F2159; F6180; F6466; F8087,,,https://d-nb.info/gnd/118806181
6228,Unidentified Creator,1407,,,http://vocab.getty.edu/ulan/500355043,,,,,300386154,,
2903,William Hoare,1216,http://id.loc.gov/authorities/names/nr91018002,,http://vocab.getty.edu/ulan/500011916,http://viaf.org/viaf/61399384,http://www.wikidata.org/entity/Q1983389,E6802,F3424; F8022; F8023; F8024; F8025; F8026; F8027; F8028,,,https://d-nb.info/gnd/124317359
3580,Philippe Jacques de Loutherbourg,1203,http://id.loc.gov/authorities/names/n83177731,,http://vocab.getty.edu/ulan/500019411,http://viaf.org/viaf/316737010,http://www.wikidata.org/entity/Q1970087,E10004;E7628,F1034; F1826; F4249; F8040; F8041; F8042; F8043; F8044; F8045,,,https://d-nb.info/gnd/118780549
4814,Thomas Rowlandson,1169,http://id.loc.gov/authorities/names/n50022330,,http://vocab.getty.edu/ulan/500006930,http://viaf.org/viaf/56672964,http://www.wikidata.org/entity/Q318584,E8677,F5303,,,https://d-nb.info/gnd/118603485
5977,Richard Wilson,1104,http://id.loc.gov/authorities/names/n83239097,,http://vocab.getty.edu/ulan/500022703,http://viaf.org/viaf/257184,http://www.wikidata.org/entity/Q471387,E3680,F1275; F2178; F2512; F489; F8095,,,https://d-nb.info/gnd/118835769
2283,Thomas Gainsborough,1008,http://id.loc.gov/authorities/names/n79055449,,http://vocab.getty.edu/ulan/500115200,http://viaf.org/viaf/29542582,http://www.wikidata.org/entity/Q192720,E6268,F1612; F2896; F844,,,https://d-nb.info/gnd/118689185
1027,Ford Madox Brown,859,http://id.loc.gov/authorities/names/n81050328,,http://vocab.getty.edu/ulan/500029044,http://viaf.org/viaf/69202953,http://www.wikidata.org/entity/Q319843,E4037,F2513; F810,,,https://d-nb.info/gnd/119021145
6067,Joseph Wright of Derby,841,http://id.loc.gov/authorities/names/n87933688,,http://vocab.getty.edu/ulan/500029777,http://viaf.org/viaf/89048916,http://www.wikidata.org/entity/Q214062,E9800,F1284; F2186; F6432; F8097; F8098; F8099,,,https://d-nb.info/gnd/118812785
1548,Richard Cosway,795,http://id.loc.gov/authorities/names/n93108180,,http://vocab.getty.edu/ulan/500115280,http://viaf.org/viaf/40191108,http://www.wikidata.org/entity/Q2539929,E5640,F2274; F668; F7981; F7982; F7983; F7984; F7985; F7986; F7987; F7988; F7989,,,https://d-nb.info/gnd/173171095
2936,Wenceslaus Hollar,760,http://id.loc.gov/authorities/names/n50034895,,http://vocab.getty.edu/ulan/500028368,http://viaf.org/viaf/54449428,http://www.wikidata.org/entity/Q448555,E6821,F1754; F3443; F8029,,,https://d-nb.info/gnd/118553070
883,Richard Parkes Bonington,729,http://id.loc.gov/authorities/names/n80089922,,http://vocab.getty.edu/ulan/500024171,http://viaf.org/viaf/34466889,http://www.wikidata.org/entity/Q380395,E3792,F1428; F536; F601; F7964,,,https://d-nb.info/gnd/119339706
877,Henry Bone,718,http://id.loc.gov/authorities/names/nr2001043921,,http://vocab.getty.edu/ulan/500000388,http://viaf.org/viaf/45156852,http://www.wikidata.org/entity/Q5196210,E3723,F531; F7960; F7962; F7963,,,https://d-nb.info/gnd/121410897
1555,John Sell Cotman,716,http://id.loc.gov/authorities/names/n50018169,,http://vocab.getty.edu/ulan/500014103,http://viaf.org/viaf/34630247,http://www.wikidata.org/entity/Q1288248,E5646,F1519; F2280; F670; F7994; F7995,,,https://d-nb.info/gnd/120136201
4771,George Romney,714,http://id.loc.gov/authorities/names/n50048289,,http://vocab.getty.edu/ulan/500115779,http://viaf.org/viaf/39646668,http://www.wikidata.org/entity/Q371280,E8646,F1171; F1943; F5272; F8066; F8067,,,https://d-nb.info/gnd/118749609
3521,John Linnell,677,http://id.loc.gov/authorities/names/n50050808,,http://vocab.getty.edu/ulan/500009669,http://viaf.org/viaf/66740555,http://www.wikidata.org/entity/Q250732,E7541,F1022; F1822; F4163,,,https://d-nb.info/gnd/119420384
4869,Paul Sandby,657,http://id.loc.gov/authorities/names/n85110442,,http://vocab.getty.edu/ulan/500010522,http://viaf.org/viaf/40177460,http://www.wikidata.org/entity/Q266637,E4448,F1183; F1957; F5386; F8069,,,https://d-nb.info/gnd/118935321
6235,A. Paul Oppé,652,http://id.loc.gov/authorities/names/n50004782,,http://vocab.getty.edu/ulan/500323465,https://viaf.org/viaf/14997699,http://www.wikidata.org/entity/Q18819353,,,,,https://d-nb.info/gnd/119554801
2306,Daniel Gardner,632,http://id.loc.gov/authorities/names/nb2007028257,,http://vocab.getty.edu/ulan/500029665,http://viaf.org/viaf/2743748,http://www.wikidata.org/entity/Q4906954,E6281,F1615; F2909; F846,,,https://d-nb.info/gnd/17430885X
6243,Dudley Snelgrove,588,,,,https://viaf.org/viaf/46890187,,,,,,
3317,Godfrey Kneller,584,http://id.loc.gov/authorities/names/n82103048,,http://vocab.getty.edu/ulan/500015875,http://viaf.org/viaf/74127041,http://www.wikidata.org/entity/Q65317,E4230,F1797; F3970; F975,,,https://d-nb.info/gnd/119080958
2921,William Hogarth,581,http://id.loc.gov/authorities/names/n80126106,,http://vocab.getty.edu/ulan/500004242,http://viaf.org/viaf/17268409,http://www.wikidata.org/entity/Q171344,E6804,F1752; F3426; F937,,,https://d-nb.info/gnd/118552805
3478,Peter Lely,547,http://id.loc.gov/authorities/names/n85028378,,http://vocab.getty.edu/ulan/500002184,http://viaf.org/viaf/47033545,http://www.wikidata.org/entity/Q15263184,E4266,F1007; F1813; F4101,,,https://d-nb.info/gnd/124016626
5353,George Stubbs,542,http://id.loc.gov/authorities/names/n50010543,https://rkd.nl/artists/75895,http://vocab.getty.edu/ulan/500032263,http://viaf.org/viaf/72187001,http://www.wikidata.org/entity/Q381728,E9203,F1229; F2102; F5832,,,https://d-nb.info/gnd/118619519
1578,Alexander Cozens,536,http://id.loc.gov/authorities/names/n80153768,,http://vocab.getty.edu/ulan/500115417,http://viaf.org/viaf/49196261,http://www.wikidata.org/entity/Q2610149,E5648,F1522; F2282; F7996,,,https://d-nb.info/gnd/118670425
3994,John Hamilton Mortimer,521,http://id.loc.gov/authorities/names/nr95022913,,http://vocab.getty.edu/ulan/500015637,http://viaf.org/viaf/59164068,http://www.wikidata.org/entity/Q4208518,E7986,F1077; F1869; F4610,,,https://d-nb.info/gnd/118884808
2773,Francis Hayman,509,http://id.loc.gov/authorities/names/n85157944,,http://vocab.getty.edu/ulan/500022272,http://viaf.org/viaf/5203004,http://www.wikidata.org/entity/Q1441554,E6672,F1726; F3293; F920,,,https://d-nb.info/gnd/118863401
3198,David Jones,507,http://id.loc.gov/authorities/names/n50039958,,http://vocab.getty.edu/ulan/500029525,http://viaf.org/viaf/121994189,http://www.wikidata.org/entity/Q725689,E7189,F3810; F8032; F8033; F962,,,https://d-nb.info/gnd/118776355
1698,George Dance,501,http://id.loc.gov/authorities/names/nr93051178,,http://vocab.getty.edu/ulan/500030341,http://viaf.org/viaf/42080113,http://www.wikidata.org/entity/Q1770335,E4833,F1541; F2394; F7999; F8000,,,https://d-nb.info/gnd/128890894
421,Henry Alken Snr,496,http://id.loc.gov/authorities/names/nr90024938,,http://vocab.getty.edu/ulan/500121839,http://viaf.org/viaf/13252705,http://www.wikidata.org/entity/Q2591521,E2935,F1361; F549; F95,,,https://d-nb.info/gnd/12482711X
1704,William Daniell,482,http://id.loc.gov/authorities/names/n50037797,,http://vocab.getty.edu/ulan/500011732,http://viaf.org/viaf/7449431,http://www.wikidata.org/entity/Q708629,E5764,F1546; F2398; F693; F8005,,,https://d-nb.info/gnd/100454143
1571,David Cox Jnr,478,,,http://vocab.getty.edu/ulan/500399843,,,E5647,F2266; F2281,,,
2416,Thomas Girtin,478,http://id.loc.gov/authorities/names/n85306897,,http://vocab.getty.edu/ulan/500009169,http://viaf.org/viaf/39651268,http://www.wikidata.org/entity/Q714243,E6365,F1689; F2994; F856,,,https://d-nb.info/gnd/102481997
6960,Iolo Aneurin Williams,478,http://id.loc.gov/authorities/names/n50016815,,,https://viaf.org/viaf/9933260,http://www.wikidata.org/entity/Q19820304,,,,,https://d-nb.info/gnd/172464935
1180,Edward Byng,458,,,http://vocab.getty.edu/ulan/500009372,,http://www.wikidata.org/entity/Q5342120,E4373,F1108; F7967; F7968; F7969; F7970; F7971; F7972; F7973,,,
3427,Thomas Lawrence,457,http://id.loc.gov/authorities/names/n81008170,,http://vocab.getty.edu/ulan/500022619,http://viaf.org/viaf/59122598,http://www.wikidata.org/entity/Q312096,E4251,F1809; F4065; F994,,,https://d-nb.info/gnd/118778994
5327,Robert Thomas Stothard,456,http://id.loc.gov/authorities/names/n82125254,,http://vocab.getty.edu/ulan/500028756,http://viaf.org/viaf/27071936,http://www.wikidata.org/entity/Q2427494,E9158;E10036,F1226; F2099; F5786; F8074,,,https://d-nb.info/gnd/118910183
4947,Samuel Scott,450,http://id.loc.gov/authorities/names/nr92043230,,http://vocab.getty.edu/ulan/500026724,http://viaf.org/viaf/62648231,http://www.wikidata.org/entity/Q2542057,E8836,F1188; F1965; F5463,,,https://d-nb.info/gnd/130170488
1126,Edward Coley Burne-Jones,448,http://id.loc.gov/authorities/names/n79120945,,http://vocab.getty.edu/ulan/500001381,http://viaf.org/viaf/59120251,http://www.wikidata.org/entity/Q216406,E3817,F1063; F1455; F626,,,https://d-nb.info/gnd/118517767
5855,Benjamin West,446,http://id.loc.gov/authorities/names/n50003451,,http://vocab.getty.edu/ulan/500026989,http://viaf.org/viaf/76585232,http://www.wikidata.org/entity/Q313498,E9631,F1266; F2167; F6263,,,https://d-nb.info/gnd/118806823
5492,James Thornhill,441,http://id.loc.gov/authorities/names/n50012868,,http://vocab.getty.edu/ulan/500010779,http://viaf.org/viaf/52498259,http://www.wikidata.org/entity/Q1681192,E10044;E9314,F1236; F2126; F5945; F8081,,,https://d-nb.info/gnd/119402424
1579,John Robert Cozens,434,http://id.loc.gov/authorities/names/n80153730,,http://vocab.getty.edu/ulan/500000438,http://viaf.org/viaf/51962885,http://www.wikidata.org/entity/Q613852,E5649,F1523; F2283,,,https://d-nb.info/gnd/118670433
6157,William Blake,430,http://id.loc.gov/authorities/names/n78095331,,http://vocab.getty.edu/ulan/500012489,http://viaf.org/viaf/54144439,http://www.wikidata.org/entity/Q41513,,F597,,,https://d-nb.info/gnd/171979729
6949,Leonard G. Duke,423,,https://rkd.nl/artists/459773,,,http://www.wikidata.org/entity/Q34433597,,,,,
3238,Angelica Kauffmann,407,http://id.loc.gov/authorities/names/n50044673,,http://vocab.getty.edu/ulan/500115055,http://viaf.org/viaf/95148968,http://www.wikidata.org/entity/Q123098,E4221;E7255,F3876; F8034; F969,,,https://d-nb.info/gnd/118721224
2275,Henry Fuseli,404,http://id.loc.gov/authorities/names/n79021856,,http://vocab.getty.edu/ulan/500115235,http://viaf.org/viaf/53061,http://www.wikidata.org/entity/Q122382,E4903,F1611; F2882; F8016; F843,,,https://d-nb.info/gnd/118536745
6233,Joan Michèle Coutu,398,,,,https://viaf.org/viaf/14536885,,,,,,
3504,John Frederick Lewis,397,http://id.loc.gov/authorities/names/nr95029881,,http://vocab.getty.edu/ulan/500007820,http://viaf.org/viaf/35335176,http://www.wikidata.org/entity/Q1391078,E4278,F1020; F1818; F4119; F4125; F8035; F8036; F8037,,,https://d-nb.info/gnd/122308158
1754,Edward Dayes,389,http://id.loc.gov/authorities/names/nr98027482,,http://vocab.getty.edu/ulan/500001156,http://viaf.org/viaf/45491686,http://www.wikidata.org/entity/Q5342550,E5801,F1552; F2435; F697; F8008,,,https://d-nb.info/gnd/133448320
5183,John Soane,388,http://id.loc.gov/authorities/names/n81103691,,http://vocab.getty.edu/ulan/500001142,http://viaf.org/viaf/64091788,http://www.wikidata.org/entity/Q549786,E10061,F8101,,,https://d-nb.info/gnd/174273886
5873,Francis Wheatley,386,http://id.loc.gov/authorities/names/n85161126,,http://vocab.getty.edu/ulan/500017459,http://viaf.org/viaf/50107566,http://www.wikidata.org/entity/Q5482749,E9652;E9636,F1267; F2172; F6268; F6284,,,https://d-nb.info/gnd/122390555
5626,John Vanderbanck,384,http://id.loc.gov/authorities/names/nr92033079,,http://vocab.getty.edu/ulan/500019004,http://viaf.org/viaf/167762804,http://www.wikidata.org/entity/Q2053900,E9419,F1247; F2143; F6050; F8085; F8086,,,https://d-nb.info/gnd/188444521
6247,Frederick Whiley Hilles,370,http://id.loc.gov/authorities/names/n50035188,,,https://viaf.org/viaf/24905326,http://www.wikidata.org/entity/Q22004934,,,,,https://d-nb.info/gnd/174063504
3026,Thomas Hudson the younger,350,http://id.loc.gov/authorities/names/n80110777,,http://vocab.getty.edu/ulan/500001473,http://viaf.org/viaf/64271510,http://www.wikidata.org/entity/Q1502003,E6896,F1765; F3518; F949,,,https://d-nb.info/gnd/174315309
6047,John Wootton,347,http://id.loc.gov/authorities/names/n85251211,,http://vocab.getty.edu/ulan/500025593,http://viaf.org/viaf/26051681,http://www.wikidata.org/entity/Q600088,E9787,F1283; F2183; F6419,,,https://d-nb.info/gnd/143710052
2085,Joseph Farington,341,http://id.loc.gov/authorities/names/n79003278,,http://vocab.getty.edu/ulan/500013876,http://viaf.org/viaf/69230673,http://www.wikidata.org/entity/Q6283034,E6120,F1590; F2748; F8013; F8014; F829,,,https://d-nb.info/gnd/117498793
1764,Peter De Wint,333,http://id.loc.gov/authorities/names/n83035712,,http://vocab.getty.edu/ulan/500115381,http://viaf.org/viaf/39554977,http://www.wikidata.org/entity/Q3595589,E9698,F1276; F2179; F6330,,,https://d-nb.info/gnd/118807587
5638,John Varley,329,http://id.loc.gov/authorities/names/n85318633,,http://vocab.getty.edu/ulan/500027407,http://viaf.org/viaf/16224485,http://www.wikidata.org/entity/Q2057288,E9420,F1248; F2147; F6051,,,https://d-nb.info/gnd/174283385
2411,William Sawrey Gilpin,328,http://id.loc.gov/authorities/names/nr2001025477,,http://vocab.getty.edu/ulan/500115480,http://viaf.org/viaf/284478,http://www.wikidata.org/entity/Q7428677,E6362,F1686; F2990; F854,,,https://d-nb.info/gnd/1242633928
2156,John Flaxman,327,http://id.loc.gov/authorities/names/n50004058,,http://vocab.getty.edu/ulan/500115449,http://viaf.org/viaf/17260670,http://www.wikidata.org/entity/Q366066,E6165,F1601; F2793; F3678,,,https://d-nb.info/gnd/118533770
1703,Thomas Daniell,325,http://id.loc.gov/authorities/names/n50037796,,http://vocab.getty.edu/ulan/500028064,http://viaf.org/viaf/71525491,http://www.wikidata.org/entity/Q708907,E5763,F1545; F2397; F692; F8003,,,https://d-nb.info/gnd/116023392
1697,Nathaniel Dance-Holland,314,http://id.loc.gov/authorities/names/no99048395,,http://vocab.getty.edu/ulan/500115546,http://viaf.org/viaf/19885699,http://www.wikidata.org/entity/Q3336784,E5761;E3880,F1542; F2395; F688; F7999; F8000,,,https://d-nb.info/gnd/130170534
5918,David Wilkie,292,http://id.loc.gov/authorities/names/n85342493,,http://vocab.getty.edu/ulan/500121036,http://viaf.org/viaf/32265939,http://www.wikidata.org/entity/Q902759,E9666,F1272; F2176; F6298,,,https://d-nb.info/gnd/117580694
3382,Edwin Landseer,291,http://id.loc.gov/authorities/names/n80056887,,http://vocab.getty.edu/ulan/500004856,http://viaf.org/viaf/79203218,http://www.wikidata.org/entity/Q328369,E7410;E4243,F1804; F4031; F989,,,https://d-nb.info/gnd/174235593
6116,Johann Zoffany,281,http://id.loc.gov/authorities/names/nr92043188,,http://vocab.getty.edu/ulan/500013090,http://viaf.org/viaf/12574563,http://www.wikidata.org/entity/Q702272,E9855,F1289; F2194; F6488,,,https://d-nb.info/gnd/119107996
6232,William Raymond Smith,279,,,,https://viaf.org/viaf/46647088,http://www.wikidata.org/entity/Q23843456,,,,,
1967,Anthony van Dyck,277,http://id.loc.gov/authorities/names/n50070302,,http://vocab.getty.edu/ulan/500115190,http://viaf.org/viaf/17231738,http://www.wikidata.org/entity/Q150679,E5973,F2610; F710,,,https://d-nb.info/gnd/118528386
505,William Artaud,277,http://id.loc.gov/authorities/names/no2006128632,,http://vocab.getty.edu/ulan/500005609,,http://www.wikidata.org/entity/Q8004568,E3007,F166; F572; F7954; F7955,,,
3867,John Everett Millais,276,http://id.loc.gov/authorities/names/n50041758,,http://vocab.getty.edu/ulan/500031367,http://viaf.org/viaf/51738621,http://www.wikidata.org/entity/Q159606,E4325,F1060; F1852; F4509,,,https://d-nb.info/gnd/118783971
5805,George Frederick Watts,265,http://id.loc.gov/authorities/names/n50043705,,http://vocab.getty.edu/ulan/500026988,http://viaf.org/viaf/10095477,http://www.wikidata.org/entity/Q183245,E9575,F2163; F6207; F8091; F8092,,,https://d-nb.info/gnd/118806351
3838,Philippe Mercier,255,http://id.loc.gov/authorities/names/nb2008003238,,http://vocab.getty.edu/ulan/500005005,http://viaf.org/viaf/7657501,http://www.wikidata.org/entity/Q3380372,E4319,F1056; F1850; F4454,,,https://d-nb.info/gnd/132708906
3446,Edward Lear,251,http://id.loc.gov/authorities/names/n79084245,,http://vocab.getty.edu/ulan/500016261,http://viaf.org/viaf/36920855,http://www.wikidata.org/entity/Q309759,E7454,F1810; F4075; F995,,,https://d-nb.info/gnd/118779095
4266,Samuel Palmer,247,http://id.loc.gov/authorities/names/n50050276,,http://vocab.getty.edu/ulan/500020452,http://viaf.org/viaf/7512746,http://www.wikidata.org/entity/Q982251,E8215,F1129; F1893; F4840,,,https://d-nb.info/gnd/118789376
5550,Francis Towne,244,http://id.loc.gov/authorities/names/n50014633,,http://vocab.getty.edu/ulan/500006731,http://viaf.org/viaf/67310885,http://www.wikidata.org/entity/Q5482614,E9350,F1240; F2133; F5981,,,https://d-nb.info/gnd/120963140
3740,John Martin,243,http://id.loc.gov/authorities/names/n50040933,,http://vocab.getty.edu/ulan/500023063,http://viaf.org/viaf/92133015,http://www.wikidata.org/entity/Q937096,E7764,F1046; F1842; F4388; F8049,,,https://d-nb.info/gnd/11878224X
1342,George Chinnery,237,http://id.loc.gov/authorities/names/n50038153,,http://vocab.getty.edu/ulan/500124758,http://viaf.org/viaf/52499366,http://www.wikidata.org/entity/Q3089402,E4954,F1491; F1663; F642,,,https://d-nb.info/gnd/119450143
4986,James Seymour,237,http://id.loc.gov/authorities/names/n87101228,,http://vocab.getty.edu/ulan/500006496,http://viaf.org/viaf/40883487,http://www.wikidata.org/entity/Q2674488,E8858,F1193; F1972; F2023; F5485,,,https://d-nb.info/gnd/1319226507
3710,William Marlow,234,http://id.loc.gov/authorities/names/no2010043740,,http://vocab.getty.edu/ulan/500015908,http://viaf.org/viaf/69205001,http://www.wikidata.org/entity/Q3568811,E7732,F1039; F1838; F4354,,,https://d-nb.info/gnd/133894274
1811,Arthur Devis,230,http://id.loc.gov/authorities/names/n80156628,,http://vocab.getty.edu/ulan/500115440,http://viaf.org/viaf/215379535,http://www.wikidata.org/entity/Q3286189,E5840,F2474; F699,,,https://d-nb.info/gnd/118671731
3974,George Henry Morland,229,http://id.loc.gov/authorities/names/n83013597,,http://vocab.getty.edu/ulan/500031295,http://viaf.org/viaf/37185990,http://www.wikidata.org/entity/Q2405427,E7976,F1070; F1867; F4600,,,https://d-nb.info/gnd/118584197
2977,John Hoppner,224,http://id.loc.gov/authorities/names/nr97042998,,http://vocab.getty.edu/ulan/500013173,http://viaf.org/viaf/5199880,http://www.wikidata.org/entity/Q326066,E6871,F1761; F3493; F943,,,https://d-nb.info/gnd/128508175
4833,John Russell,223,http://id.loc.gov/authorities/names/nr93034429,,http://vocab.getty.edu/ulan/500002979,http://viaf.org/viaf/211835,http://www.wikidata.org/entity/Q6255995,E8708,F1179; F1951; F5332; F5334,,,https://d-nb.info/gnd/140041680
2858,John Frederick Herring,222,http://id.loc.gov/authorities/names/n82011909,,http://vocab.getty.edu/ulan/500016966,,http://www.wikidata.org/entity/Q1686932,E6752,F1739; F3367; F3372; F930,,,
1550,Francis Cotes,221,http://id.loc.gov/authorities/names/n84201447,,http://vocab.getty.edu/ulan/500115400,http://viaf.org/viaf/3886038,http://www.wikidata.org/entity/Q632772,E5642,F1516; F2276; F669,,,https://d-nb.info/gnd/174304781
4674,George Richmond,221,http://id.loc.gov/authorities/names/n87911364,,http://vocab.getty.edu/ulan/500028702,http://viaf.org/viaf/39748162,http://www.wikidata.org/entity/Q25561,E8574,F1166; F1936; F5200,,,https://d-nb.info/gnd/1017439508
1900,John Downman,219,http://id.loc.gov/authorities/names/nr97017446,,http://vocab.getty.edu/ulan/500023543,http://viaf.org/viaf/17497318,http://www.wikidata.org/entity/Q2662652,E5894,F1567; F2531; F704,,,https://d-nb.info/gnd/128752599
3066,William Henry Hunt,212,http://id.loc.gov/authorities/names/n82103120,,http://vocab.getty.edu/ulan/500024594,http://viaf.org/viaf/29804272,http://www.wikidata.org/entity/Q1354660,E6943,F1773; F3565,,,https://d-nb.info/gnd/1054631786
1693,Francis Danby,210,http://id.loc.gov/authorities/names/n50037773,,http://vocab.getty.edu/ulan/500024662,http://viaf.org/viaf/12578296,http://www.wikidata.org/entity/Q709816,E5759,F1539; F2393; F687,,,https://d-nb.info/gnd/119116294
1730,John Scarlett Davis,208,http://id.loc.gov/authorities/names/nr2003017220,,http://vocab.getty.edu/ulan/500015569,,http://www.wikidata.org/entity/Q6256854,E5792,F2426; F694; F8006,,,
2117,John Ferneley Snr,207,http://id.loc.gov/authorities/names/nr94000911,,http://vocab.getty.edu/ulan/500028287,http://viaf.org/viaf/99930933,http://www.wikidata.org/entity/Q3181492,E6121,F1591; F2749; F835,,,https://d-nb.info/gnd/1199420689
3016,William-Samuel Howitt,206,http://id.loc.gov/authorities/names/n88654729,,http://vocab.getty.edu/ulan/500124269,http://viaf.org/viaf/76588044,http://www.wikidata.org/entity/Q7411741,E6887,F1764; F3509,,,https://d-nb.info/gnd/128978708
4706,David Roberts,205,http://id.loc.gov/authorities/names/n81126903,,http://vocab.getty.edu/ulan/500000610,http://viaf.org/viaf/32031417,http://www.wikidata.org/entity/Q369776,E8610,F1169; F1938; F5236,,,https://d-nb.info/gnd/118601520
3067,William Holman Hunt,203,http://id.loc.gov/authorities/names/n83227381,,http://vocab.getty.edu/ulan/500001633,http://viaf.org/viaf/220946936,http://www.wikidata.org/entity/Q211763,E9993;E6944,F1774; F3566; F8030,,,https://d-nb.info/gnd/118775332
4027,William Mulready the younger,201,http://id.loc.gov/authorities/names/n79106102,,http://vocab.getty.edu/ulan/500015705,http://viaf.org/viaf/24819360,http://www.wikidata.org/entity/Q1230745,E8013,F1082; F1872; F4637; F8051,,,https://d-nb.info/gnd/11902408X
4584,Henry Raeburn,200,http://id.loc.gov/authorities/names/n83013586,,http://vocab.getty.edu/ulan/500032325,http://viaf.org/viaf/24874387,http://www.wikidata.org/entity/Q561916,E8498;E4417,F1152; F5124,,,https://d-nb.info/gnd/120340399
899,Giovanni Battista Borra,200,http://id.loc.gov/authorities/names/nr97040961,,http://vocab.getty.edu/ulan/500012641,http://viaf.org/viaf/25413046,http://www.wikidata.org/entity/Q1525816,E3729;E9930,F538; F7965,,,https://d-nb.info/gnd/119459582
1735,Samuel Davis,198,,,http://vocab.getty.edu/ulan/500025319,,,E5796,F2430,,,
3648,Thomas Macklin,185,,,http://vocab.getty.edu/ulan/500321858,,http://www.wikidata.org/entity/Q7792101,E10009,F8046,,,
3653,Daniel Maclise,185,http://id.loc.gov/authorities/names/nr92007687,,http://vocab.getty.edu/ulan/500014844,http://viaf.org/viaf/3271806,http://www.wikidata.org/entity/Q1161631,E7687,F4308; F8047,,,https://d-nb.info/gnd/119024209
2911,William Hodges,181,http://id.loc.gov/authorities/names/n79055657,,http://vocab.getty.edu/ulan/500031390,http://viaf.org/viaf/56866547,http://www.wikidata.org/entity/Q730841,E6803,F1746; F3425; F934,,,https://d-nb.info/gnd/123488893
3474,Frederic Leighton,179,http://id.loc.gov/authorities/names/n80079496,,http://vocab.getty.edu/ulan/500030022,http://viaf.org/viaf/18031604,http://www.wikidata.org/entity/Q160252,E4261,F1004; F3731; F4085,,,https://d-nb.info/gnd/119423863
3147,Cornelius Janssen van Ceulen,175,http://id.loc.gov/authorities/names/nr97031628,,http://vocab.getty.edu/ulan/500013588,http://viaf.org/viaf/13372597,http://www.wikidata.org/entity/Q636113,E7167,F3788; F960,,,https://d-nb.info/gnd/128854359
107,David H. Solkin,173,http://id.loc.gov/authorities/names/n83239095,,,https://viaf.org/viaf/92743009,http://www.wikidata.org/entity/Q15430769,,,,,https://d-nb.info/gnd/139442529
4311,Thomas Patch,173,http://id.loc.gov/authorities/names/nr93029906,,http://vocab.getty.edu/ulan/500026395,http://viaf.org/viaf/312634169,http://www.wikidata.org/entity/Q788247,E8258,F1132; F1898; F4884,,,https://d-nb.info/gnd/133479862
1547,Maria Louisa Catherine Cecilia Cosway,169,http://id.loc.gov/authorities/names/nr91044562,,http://vocab.getty.edu/ulan/500006139,http://viaf.org/viaf/69199414,http://www.wikidata.org/entity/Q3847222,E5641,F2275; F667; F7990,,,https://d-nb.info/gnd/119547325
4458,Francis Place,168,http://id.loc.gov/authorities/names/n84134162,,http://vocab.getty.edu/ulan/500020561,http://viaf.org/viaf/16173380,http://www.wikidata.org/entity/Q5482205,E8389,F1903; F5015,,,https://d-nb.info/gnd/1089940963
4667,Jonathan Richardson the elder,168,http://id.loc.gov/authorities/names/n50044694,,http://vocab.getty.edu/ulan/500020436,http://viaf.org/viaf/34528928,http://www.wikidata.org/entity/Q1703287,E8573,F1165; F1934; F5199; F8064; F8065,,,https://d-nb.info/gnd/119006227
1613,Joshua Cristall,165,http://id.loc.gov/authorities/names/nr97025956,,http://vocab.getty.edu/ulan/500017379,http://viaf.org/viaf/95787829,http://www.wikidata.org/entity/Q6289749,E5678,F1528; F2312,,,https://d-nb.info/gnd/12082311X
