count,country,region,district,city,village,name,wikidata_uri
57,Italia,Toscana,Siena,Siena,,Palazzo Pubblico,
57,Stati Uniti d'America,New York,,New York (NY),,Kleinberger Galleries,http://www.wikidata.org/entity/Q24024925
57,Stati Uniti d'America,New York,,New York (NY),,Van Diemen-Lilienfeld Galleries,
56,Francia,Île-de-France,,Parigi,,Collezione J. Spiridon,
56,Italia,Sicilia,Palermo,Monreale,,Basilica Cattedrale di S. Maria Nuova,http://www.wikidata.org/entity/Q1303856
56,Italia,Umbria,Perugia,Assisi,,Collezione F.M. Perkins,
56,Stati Uniti d'America,New York,,New York (NY),,Frick Collection,http://www.wikidata.org/entity/Q682827
55,Germania,,,Monaco di Baviera,,Asta Helbing,
55,Italia,Lazio,Roma,Roma,,Basilica di S. Croce in Gerusalemme,http://www.wikidata.org/entity/Q685940
55,Italia,Lazio,Roma,Roma,,Chiesa del SS. Nome di Gesù,
55,Italia,Liguria,Genova,Genova,,Musei di Strada Nuova - Palazzo Bianco,
55,Italia,Toscana,Pisa,Pisa,,Cattedrale di S. Maria Assunta,
55,Regno Unito,,,Londra,,Wengraf,
55,Stati Uniti d'America,New York,,New York (NY),,Frederick Mont & Newhouse Galleries,
54,Italia,Emilia Romagna,Forlì - Cesena,Cesena,,Fondazione Cassa di Risparmio di Cesena,
54,Italia,Lombardia,Mantova,Mantova,,Palazzo Ducale,http://www.wikidata.org/entity/Q1635704
54,Italia,Toscana,Firenze,Firenze,,Basilica di S. Miniato al Monte,http://www.wikidata.org/entity/Q844337
54,Italia,Toscana,Firenze,Firenze,,Museo dell'Opera di S. Croce,
54,Italia,Toscana,Firenze,Firenze,,Orsanmichele,http://www.wikidata.org/entity/Q860816
54,Principato di Monaco,,,Monaco,,Asta Sotheby's,http://www.wikidata.org/entity/Q654762
53,Italia,Lazio,Roma,Roma,,Collezione R.J. Nevin,
53,Italia,Lombardia,Milano,Milano,,Asta Galleria Scopinich,
53,Italia,Lombardia,Milano,Milano,,Fondazione Cariplo,http://www.wikidata.org/entity/Q3075411
53,Italia,Toscana,Siena,San Gimignano,,Collegiata di S. Maria Assunta,
53,Italia,Veneto,Rovigo,Rovigo,,Pinacoteca dell'Accademia dei Concordi,http://www.wikidata.org/entity/Q18811696
53,Italia,Veneto,Venezia,Venezia,,Collezione Layard,
53,Repubblica di Cipro/ Regno Unito,,,Limassol/ Londra,,Collezione A. Pittas,
53,Stati Uniti d'America,New York,,New York (NY),,Schaeffer Galleries,http://www.wikidata.org/entity/Q53790434
52,Italia,Lombardia,Milano,Milano,,Schubert,
52,Italia,Toscana,Firenze,Firenze,,Battistero di S. Giovanni Battista,
52,Italia,Toscana,Firenze,Firenze,,L. Grassi,
52,Italia,Toscana,Prato,Prato,,Duomo,http://www.wikidata.org/entity/Q3657432
51,Italia,Lazio,Roma,Roma,,Chiesa di S. Susanna,
51,Italia,Toscana,Firenze,Firenze,,Moretti,
51,Italia,Umbria,Perugia,Assisi,,Mercato antiquario,
51,Russia,,,Mosca,,Museo Statale Pushkin (Gosudarstvennyj Muzej A.S. Pushkina),http://www.wikidata.org/entity/Q4872
50,Francia,Grand Est,,Strasburgo,,Musée des Beaux-Arts,
50,Italia,Abruzzi,Teramo,Atri,,Cattedrale di S. Maria Assunta,
50,Italia,Lazio,Roma,Roma,,A. Jandolo,
50,Italia,Lombardia,Milano,Milano,,Collezione G. Mattioli,
50,Italia,Toscana,Siena,Asciano,Chiusure,Abbazia di Monte Oliveto Maggiore,http://www.wikidata.org/entity/Q3603199
49,Italia,Emilia Romagna,Bologna,Bologna,,Chiesa di S. Giovanni in Monte,
49,Italia,Lombardia,Cremona,Cremona,,Museo Civico Ala Ponzone,http://www.wikidata.org/entity/Q6940464
49,Italia,Sicilia,Messina,Messina,,Museo Regionale,
49,Italia,Toscana,Firenze,Firenze,,Museo Stefano Bardini,
49,Italia,Veneto,Venezia,Venezia,,Galleria di Palazzo Cini a S. Vio,
48,Italia,,,Roma/ Firenze,,Contini Bonacossi,
48,Italia,Lombardia,Monza Brianza,Carate Brianza,,Galli,
48,Italia,Toscana,Firenze,Firenze,,L. Albrighi,
48,Italia,Toscana,Siena,Siena,,Spedale di S. Maria della Scala,http://www.wikidata.org/entity/Q1279458
48,Italia,Veneto,Verona,Verona,,Collezione privata,
48,Regno Unito,,,Londra,,Cohen,
48,Regno Unito,,,Londra,,Collezione C. Butler,
48,Spagna,,,Barcellona,,Museu Nacional d'Art de Catalunya,http://www.wikidata.org/entity/Q861252
48,Stati Uniti d'America,Virginia,,Richmond (VA),,Virginia Museum of Fine Arts,http://www.wikidata.org/entity/Q4013975
47,Italia,Lazio,Roma,Roma,,Jandolo,
47,Italia,Lazio,Roma,Roma,,Palazzo Farnese,
47,Italia,Liguria,Genova,Genova,,Collezione C. Marcenaro,
47,Italia,Lombardia,Milano,Milano,,Collezione B. Crespi,
47,Italia,Toscana,Firenze,Firenze,,Museo del Cenacolo di Andrea del Sarto a S. Salvi,http://www.wikidata.org/entity/Q2591247
47,Italia,Toscana,Firenze,Firenze,,Palazzo Medici-Riccardi,http://www.wikidata.org/entity/Q911047
47,Italia,Toscana,Firenze,Firenze,,"Palazzo degli Uffizi, Gabinetto Disegni e Stampe",http://www.wikidata.org/entity/Q3756440
47,Italia,Toscana,Prato,Prato,,Museo Civico,http://www.wikidata.org/entity/Q55181705
47,Italia,Umbria,Terni,Orvieto,,Museo dell'Opera del Duomo,http://www.wikidata.org/entity/Q3328410
47,Stati Uniti d'America,California,,Pasadena (CA),,Norton Simon Museum,http://www.wikidata.org/entity/Q1752085
47,Stati Uniti d'America,Texas,,El Paso (TX),,El Paso Museum of Art,http://www.wikidata.org/entity/Q5351782
46,Croazia,,,Zagabria,,Strossmayerova Galerija starih majstora,http://www.wikidata.org/entity/Q1258421
46,Italia,Lazio,Roma,Roma,,Basilica di S. Lorenzo fuori le Mura,http://www.wikidata.org/entity/Q738214
46,Italia,Lazio,Roma,Roma,,Chiesa di S. Andrea della Valle,http://www.wikidata.org/entity/Q1631593
46,Italia,Lazio,Roma,Roma,,Contini Bonacossi,
46,Italia,Lazio,Viterbo,Caprarola,,Palazzo Farnese,http://www.wikidata.org/entity/Q597957
46,Italia,Toscana,Lucca,Lucca,,Pinacoteca Nazionale di Palazzo Mansi,http://www.wikidata.org/entity/Q2219262
46,Stati Uniti d'America,New York,,New York (NY),,P. Corsini,
46,Stati Uniti d'America,New York,,New York (NY),Brooklyn,Brooklyn Museum of Art,http://www.wikidata.org/entity/Q632682
45,Città del Vaticano,,,Città del Vaticano,,"Palazzi Vaticani, Appartamento Borgia",http://www.wikidata.org/entity/Q498557
45,Italia,Lazio,Roma,Roma,,Museo di Roma in Trastevere,http://www.wikidata.org/entity/Q3868182
45,Italia,Lombardia,Monza Brianza,Carate Brianza,,Mercato antiquario,
45,Italia,Piemonte,Torino,Torino,,Galleria Galatea,
45,Italia,Toscana,Firenze,Empoli,,Museo della Collegiata di S. Andrea,http://www.wikidata.org/entity/Q3905096
45,Italia,Veneto,Venezia,Venezia,,Collezione I. Brass,
45,Regno Unito,,,Londra,,Herner Wengraf,http://www.wikidata.org/entity/Q112649489
45,Regno Unito,Lancashire,,York,,York City Art Gallery,http://www.wikidata.org/entity/Q8055361
45,Stati Uniti d'America,Colorado,,Denver (CO),,Denver Art Museum,http://www.wikidata.org/entity/Q1189960
44,Francia,Île-de-France,,Parigi,,Asta Palais Galliera,
44,Germania,,,Berlino,,Asta Lepke,
44,Italia,Lazio,Roma,Roma,,A. Barsanti,
44,Italia,Lombardia,Milano,Milano,,Chiesa di S. Maria delle Grazie,http://www.wikidata.org/entity/Q244952
44,Regno Unito,Oxfordshire,,Oxford,,Christ Church Picture Gallery,http://www.wikidata.org/entity/Q3675590
43,Austria,,,Vienna,,Gemäldegalerie der Akademie der Bildenden Künste,http://www.wikidata.org/entity/Q3759396
43,Canada,,,Ottawa,,National Gallery of Canada,http://www.wikidata.org/entity/Q1068063
43,Città del Vaticano,,,Città del Vaticano,,Sacre Grotte Vaticane,
43,Francia,,,,,Collezione privata,
43,Italia,Abruzzi,L'Aquila,L'Aquila,,Mercato antiquario,
43,Italia,Emilia Romagna,Parma,Parma,,Cattedrale di S. Maria Assunta,
43,Italia,Lazio,Roma,Roma,,Chiesa di S. Francesca Romana//Chiesa di S. Maria Nova,http://www.wikidata.org/entity/Q1091640
43,Italia,Lazio,Roma,Roma,,Chiesa di S. Maria Antiqua,http://www.wikidata.org/entity/Q195660
43,Italia,Toscana,Firenze,Firenze,,"Palazzo Pitti, Galleria d'Arte Moderna",
43,Regno Unito,,,Londra,Richmond,"Hampton Court Palace, Royal Collection",http://www.wikidata.org/entity/Q205666
43,Stati Uniti d'America,New York,,New York (NY),,Collezione P.H. Ganz,
42,Belgio,,,Bruxelles,,Collezione A. Stoclet,
42,Italia,Lazio,Roma,Roma,,Galleria Palma,
42,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Spirito,http://www.wikidata.org/entity/Q1519975
42,Italia,Toscana,Firenze,Firenze,,E. Ventura,
42,Regno Unito,,,Londra,,Collezione D. Mahon,
42,Stati Uniti d'America,Ohio,,Oberlin (OH),,Allen Memorial Art Museum,http://www.wikidata.org/entity/Q3816734
42,Stati Uniti d'America,South Carolina,,Columbia (SC),,Columbia Museum of Art,http://www.wikidata.org/entity/Q2383136
41,Francia,Île-de-France,,Parigi,,Pardo,
41,Italia,Emilia Romagna,Bologna,Bologna,,Basilica di S. Paolo Maggiore,http://www.wikidata.org/entity/Q25055675
41,Italia,Emilia Romagna,Bologna,Bologna,,Palazzo Poggi,
41,Italia,Lazio,Roma,Roma,,Grassi,
41,Regno Unito,,,Londra,,Collezione H. Harris,
40,Germania,,,Monaco di Baviera,,Böhler,
40,Italia,Campania,Caserta,Caserta,,Palazzo Reale,
40,Italia,Campania,Napoli,Napoli,,Chiesa di S. Giovanni a Carbonara,
40,Italia,Toscana,Firenze,Firenze,,Collezione Corsi,
40,Italia,Veneto,Padova,Padova,,Basilica di S. Antonio//Il Santo,http://www.wikidata.org/entity/Q810139
40,Italia,Veneto,Venezia,Venezia,,Scuola Grande di S. Rocco,http://www.wikidata.org/entity/Q1270723
40,Italia,Veneto,Verona,Verona,,Basilica di S. Zeno Maggiore,http://www.wikidata.org/entity/Q1763642
40,Stati Uniti d'America,New York,,New York (NY),,Asta Parke-Bernet,
40,Stati Uniti d'America,New York,,New York (NY),,The New York Historical Society,http://www.wikidata.org/entity/Q1059456
39,Italia,Emilia Romagna,Bologna,Bologna,,Asta Rambaldi,
39,Italia,Lazio,Roma,Roma,,Asta Jandolo e Tavazzi,
39,Italia,Toscana,Pisa,Pontedera,,Collezione G. Toscanelli,
39,Stati Uniti d'America,California,,San Francisco (CA),,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",
39,Stati Uniti d'America,Georgia,,Atlanta (GA),,High Museum of Art,http://www.wikidata.org/entity/Q953345
39,Stati Uniti d'America,Ohio,,Toledo (OH),,The Toledo Museum of Art,http://www.wikidata.org/entity/Q1743116
39,Stati Uniti d'America,Washington,,Seattle (WA),,Seattle Art Museum,http://www.wikidata.org/entity/Q1816301
39,Ungheria,,,Esztergom,,Museo Cristiano (Keresztény Múzeum),
38,Francia,Alvernia-Rodano-Alpi,,Lione,,Musée des Beaux-Arts,
38,Germania,,,Colonia,,Asta Lempertz,http://www.wikidata.org/entity/Q1272748
38,Italia,Emilia Romagna,Bologna,Bologna,,Faldella,
38,Italia,Lazio,Roma,Roma,,Istituto centrale per la grafica,
38,Italia,Lazio,Roma,Roma,,Sabatello,
38,Italia,Lombardia,Milano,Milano,,Collezione A. Crespi,
38,Italia,Lombardia,Milano,Milano,,Collezione B. Canto,
38,Italia,Lombardia,Milano,Milano,,Sacerdoti,
38,Italia,Lombardia,Pavia,Pavia,,"Musei Civici del Castello Visconteo, Pinacoteca Malaspina",
38,Italia,Marche,Ancona,Loreto,,Museo - Antico Tesoro Santa Casa,
38,Italia,Marche,Macerata,Tolentino,,Basilica di S. Nicola da Tolentino,http://www.wikidata.org/entity/Q3635709
38,Italia,Toscana,Firenze,Firenze,,Campanile di S. Maria del Fiore,
38,Italia,Toscana,Firenze,Firenze,,Chiesa di Ognissanti,
38,Italia,Umbria,Terni,Orvieto,,Cattedrale di S. Maria Assunta,
38,Messico,,,Città del Messico,,Museo Nacional de San Carlos,
38,Stati Uniti d'America,Alabama,,Birmingham (AL),,Birmingham Museum of Art,http://www.wikidata.org/entity/Q865736
38,Stati Uniti d'America,Missouri,,Saint Louis (MO),,Saint Louis Art Museum,http://www.wikidata.org/entity/Q1760539
37,Italia,Emilia Romagna,Rimini,Rimini,,Tempio Malatestiano,http://www.wikidata.org/entity/Q1268593
37,Italia,Lazio,Roma,Roma,,Marlborough Galleria d'Arte,
37,Italia,Marche,Ascoli Piceno,Ascoli Piceno,,Pinacoteca Civica,
37,Italia,Toscana,Firenze,Firenze,,Gallerie Fiorentine,
37,Italia,Toscana,Firenze,Firenze,,"Palazzo degli Uffizi, depositi",http://www.wikidata.org/entity/Q28647411
37,Italia,Toscana,Pisa,Pisa,,Battistero,
37,Italia,Umbria,Perugia,Perugia,,Basilica di S. Pietro,http://www.wikidata.org/entity/Q12512
37,Messico,,,Città del Messico,,Museo Soumaya,
37,Stati Uniti d'America,Hawaii,,Honolulu (HI),,Honolulu Museum of Art,
36,Australia,Victoria,,Melbourne,,National Gallery of Victoria,http://www.wikidata.org/entity/Q1464509
36,Austria,,,Vienna,,Collezione Liechtenstein,
36,Francia,,,Parigi,,Musée du Louvre,http://www.wikidata.org/entity/Q19675
36,Italia,Lazio,Roma,Roma,,Basilica dei SS. Apostoli,
36,Italia,Lazio,Roma,Roma,,Basilica di S. Maria in Trastevere,http://www.wikidata.org/entity/Q1137391
36,Italia,Lazio,Roma,Roma,,Basilica di S. Prassede,http://www.wikidata.org/entity/Q733890
36,Italia,Lazio,Roma,Roma,,Collezione Borghese,
36,Italia,Lazio,Roma,Subiaco,,Monastero di S. Benedetto//Sacro Speco,http://www.wikidata.org/entity/Q19622375
36,Italia,Veneto,Padova,Monselice,,"Castello, collezione Cini",
36,Paesi Bassi,,,Amsterdam,,Collezione O. Lanz,
36,Regno Unito,,,Londra,,Collezione Lord Lee of Fareham,
36,Stati Uniti d'America,New York,,New York (NY),,V.D. Spark,
36,Stati Uniti d'America,Oklahoma,,Tulsa (OK),,Philbrook Museum of Art,http://www.wikidata.org/entity/Q2997830
35,Germania,,,,,Collezione privata,
35,Italia,Emilia Romagna,Modena,Modena,,Mercato antiquario,
35,Italia,Lazio,Frosinone,Cassino,Montecassino,Abbazia di Montecassino,http://www.wikidata.org/entity/Q334051
35,Italia,Lazio,Roma,Roma,,Basilica di S. Agnese fuori le Mura,
35,Italia,Lazio,Roma,Roma,,Chiesa dei SS. Quattro Coronati,http://www.wikidata.org/entity/Q1536044
35,Italia,Lazio,Roma,Roma,,Collezione Chigi,
35,Italia,Toscana,Firenze,Firenze,,Collezione S. Bardini,
35,Italia,Veneto,Venezia,Venezia,,M. Guggenheim,
35,Italia,Veneto,Vicenza,Vicenza,,Mercato antiquario,
35,Regno Unito,,,Londra,,Chaucer Fine Arts,
35,Regno Unito,,,Londra,,Leger,
35,Stati Uniti d'America,Florida,,Coral Gables (FL),,"Lowe Art Museum, University of Miami",
35,Svizzera,,,Ginevra,,Galerie Moos,
34,Italia,Emilia Romagna,Bologna,Bologna,,Basilica di S. Maria dei Servi,http://www.wikidata.org/entity/Q1021897
34,Italia,Emilia Romagna,Ravenna,Ravenna,,Museo Nazionale,
34,Italia,Lazio,Roma,Roma,,"Asta Jandolo e Tavazzi, Galleria Sangiorgi",
34,Italia,Lazio,Roma,Roma,,Chiesa del Gesù,
34,Italia,Lazio,Roma,Roma,,Collezione Lazzaroni,
34,Italia,Lazio,Viterbo,Viterbo,,Museo Civico,
34,Italia,Liguria,Genova,Genova,,Collezione Durazzo Pallavicini,
34,Italia,Lombardia,Milano,Milano,,Galleria d'Arte Moderna di Milano,http://www.wikidata.org/entity/Q3757721
34,Italia,Sicilia,Palermo,Palermo,,Collezione Chiaramonte Bordonaro,
34,Italia,Umbria,Perugia,Gubbio,,Pinacoteca Comunale,
34,Italia,Umbria,Perugia,Perugia,,Chiesa di S. Francesco al Prato,
34,Italia,Umbria,Perugia,Perugia,,Collezione R. Van Marle,
34,Italia,Veneto,Venezia,Venezia,,Basilica dei SS. Giovanni e Paolo,
34,Italia,Veneto,Venezia,Venezia,,Collezione Manfrin,
34,Regno Unito,,,Londra,,Collezione W. Graham,
34,Regno Unito,,,Londra,,M. Spink,
34,Stati Uniti d'America,,,,,Collezione privata,
34,Stati Uniti d'America,Illinois,,Chicago (IL),,Collezione M.A. Ryerson,
34,Stati Uniti d'America,Pennsylvania,,Elkins Park (PA),,Collezione Widener,
33,,,,,,Collezione H. Garriod,
33,Francia,Alta Francia,,Chantilly,,Musée Condé,http://www.wikidata.org/entity/Q1236032
33,Francia,Île-de-France,,Parigi,,Musée Napoléon III,
33,Germania,,,Hannover,,Niedersächsische Landesgalerie,
33,Italia,Campania,Napoli,Napoli,,Cattedrale di S. Maria Assunta,
33,Italia,Emilia Romagna,Bologna,Bologna,,Collezione Gozzadini,
33,Italia,Emilia Romagna,Bologna,Bologna,,Collezione Hercolani,
33,Italia,Emilia Romagna,Ferrara,Ferrara,,Collezione Vendeghini Baldi,
33,Italia,Lazio,Roma,Roma,,G. Ferroni,
33,Italia,Toscana,Arezzo,Arezzo,,Basilica di S. Francesco,http://www.wikidata.org/entity/Q1677980
33,Italia,Toscana,Firenze,Firenze,,Collezione S. Spinelli,
33,Italia,Toscana,Firenze,Firenze,,Galleria degli Uffizi,
33,Regno Unito,Gloucestershire,,Blockley,,"Northwick Park, Collezione Spencer-Churchill",
33,Regno Unito/ Stati Uniti d'America,,,Londra/ New York (NY),,"Duveen Brothers, Inc.",
33,Stati Uniti d'America,Louisiana,,New Orleans (LA),,New Orleans Museum of Art,http://www.wikidata.org/entity/Q2063082
32,Germania,,,Braunschweig,,Herzog Anton Ulrich-Museum,http://www.wikidata.org/entity/Q678082
32,Italia,Emilia Romagna,Ferrara,Ferrara,,Monastero di S. Antonio in Polesine,
32,Italia,Friuli Venezia Giulia,Trieste,Trieste,,Civico Museo Sartorio,http://www.wikidata.org/entity/Q1954272
32,Italia,Lazio,Roma,Roma,,Basilica di S. Cecilia in Trastevere,http://www.wikidata.org/entity/Q1479873
32,Italia,Lazio,Roma,Roma,,Chiesa di S. Urbano alla Caffarella,http://www.wikidata.org/entity/Q3672882
32,Italia,Lombardia,Milano,Milano,,Museo Diocesano,
32,Italia,Toscana,Firenze,Firenze,,Museo di Palazzo Vecchio,http://www.wikidata.org/entity/Q55373903
32,Malta,,,La Valletta,,St. John's Co-Cathedral,http://www.wikidata.org/entity/Q613619
32,Regno Unito,,,Londra,,The Wallace Collection,http://www.wikidata.org/entity/Q1327919
32,Stati Uniti d'America,New York,,New York (NY),,Collezione P. Lehman,
32,Stati Uniti d'America,Tennessee,,Memphis (TN),,Memphis Brooks Museum of Art,http://www.wikidata.org/entity/Q6815803
31,Germania,,,Monaco di Baviera,,Collezione M. von Nemes,
31,Irlanda,,,Dublino,,Collezione J.A. Murnaghan,
31,Italia,Emilia Romagna,Reggio nell'Emilia,Scandiano,,Rocca,
31,Italia,Lazio,Roma,Roma,,Chiesa di S. Giovanni a Porta Latina,http://www.wikidata.org/entity/Q592799
31,Italia,Lazio,Roma,Roma,,Chiesa di S. Silvestro al Quirinale,http://www.wikidata.org/entity/Q1538594
31,Italia,Lazio,Roma,Roma,,Collezione G. Grassi,
31,Italia,Lazio,Roma,Roma,,Collezione L. Vitetti,
31,Italia,Lazio,Roma,Roma,,Palazzo dei Conservatori,
31,Italia,Lombardia,Pavia,Certosa di Pavia,,Certosa di Pavia,http://www.wikidata.org/entity/Q654443
31,Italia,Marche,Macerata,San Severino Marche,,"Pinacoteca Comunale ""P. Tacchi Venturi""",
31,Italia,Toscana,Firenze,Firenze,,Fondazione R. Longhi,
31,Italia,Toscana,Siena,Siena,,Basilica di S. Domenico,
31,Italia,Umbria,Terni,Ferentillo,,Abbazia di S. Pietro in Valle,http://www.wikidata.org/entity/Q3603244
31,Regno Unito,,,Glasgow,,Glasgow Museums Resource Centre,http://www.wikidata.org/entity/Q41661713
31,Regno Unito,,,Londra,,Arcade Gallery,
31,Regno Unito,,,Londra,,"Dorchester House, collezione Sir G. Lindsay Holford",
31,Stati Uniti d'America,Pennsylvania,,Allentown (PA),,Allentown Art Museum,http://www.wikidata.org/entity/Q3612510
31,Stati Uniti d'America/ Italia,,,New York (NY)/ Fiesole,,Collezione Martello,
30,Francia,Paesi della Loira,,Nantes,,Musée des Beaux-Arts,
30,Italia,Campania,Napoli,Napoli,,Chiesa dei SS. Severino e Sossio,
30,Italia,Emilia Romagna,Bologna,Bologna,,Basilica di S. Martino,http://www.wikidata.org/entity/Q3671020
30,Italia,Emilia Romagna,Ferrara,Ferrara,,Palazzo Schifanoia,http://www.wikidata.org/entity/Q1276962
30,Italia,Lazio,Roma,Roma,,Asta Tavazzi,
30,Italia,Lazio,Roma,Roma,,Chiesa di S. Maria dell'Orto,
30,Italia,Lazio,Roma,Roma,,Monastero di Tor de Specchi,http://www.wikidata.org/entity/Q1091640
30,Italia,Lazio,Roma,Roma,,Museo Nazionale di Castel Sant'Angelo,http://www.wikidata.org/entity/Q55685976
30,Italia,Lombardia,Milano,Milano,,Asta Galleria d'Arte Geri,
30,Italia,Toscana,Firenze,Firenze,,A. De Clemente,
30,Italia,Toscana,Pistoia,Pistoia,,Museo Civico,
30,Italia,Toscana,Siena,Montalcino,,Museo Civico e Diocesano d'Arte Sacra,http://www.wikidata.org/entity/Q16336161
30,Italia,Toscana,Siena,Siena,,Collezione privata,
30,Italia,Umbria,Terni,Narni,,Chiesa di S. Agostino,
30,Regno Unito,,,Londra,,Collezione A.L. Nicholson,
30,Regno Unito,,,Oxford,,Ashmolean Museum of Art and Archeology,http://www.wikidata.org/entity/Q636400
30,Stati Uniti d'America,Kansas,,Lawrence (KS),,"Spencer Museum of Art, University of Kansas",
30,Stati Uniti d'America,Pennsylvania,,Pittsburgh (PA),,The A.W. Mellon Educational and Charitable Trust,
30,Stati Uniti d'America,Rhode Island,,Providence (RI),,Rhode Island School of Design,http://www.wikidata.org/entity/Q2148186
30,Svizzera,,,Ginevra,,Mercato antiquario,
29,Italia,Emilia Romagna,Bologna,Bologna,,Museo Davia Bargellini,http://www.wikidata.org/entity/Q3867807
29,Italia,Emilia Romagna,Bologna,Bologna,,P. Podio,
29,Italia,Lazio,Roma,Subiaco,,"Monastero di S. Benedetto//Sacro Speco, Chiesa inferiore",http://www.wikidata.org/entity/Q19622375
