count,name,pseudonym,source,active_from,active_to,viaf,ulan,wikidata,wikipedia,source,loc,gnd
72,Altichiero,,data and vocab,1350,1399,http://viaf.org/viaf/95793402,http://vocab.getty.edu/ulan/500018314,http://www.wikidata.org/entity/Q379567,http://it.wikipedia.org/wiki/Altichiero,data and vocab,http://id.loc.gov/authorities/names/nr90000041,https://d-nb.info/gnd/118644904
72,Zenale Bernardino,,data,1480,1526,http://viaf.org/viaf/10653752,http://vocab.getty.edu/ulan/500016586,http://www.wikidata.org/entity/Q742607,http://it.wikipedia.org/wiki/Bernardo_Zenale,data,http://id.loc.gov/authorities/names/n82239361,https://d-nb.info/gnd/119325667
71,Cardi Ludovico,Cigoli,data and vocab,1570,1650,http://viaf.org/viaf/29804962,http://vocab.getty.edu/ulan/500115264,http://www.wikidata.org/entity/Q928350,http://it.wikipedia.org/wiki/Cigoli,data and vocab,http://id.loc.gov/authorities/names/n81106343,https://d-nb.info/gnd/119172798
71,Ubaldini Domenico di Bartolomeo,Puligo,data and vocab,1500,1527,http://viaf.org/viaf/62439603,http://vocab.getty.edu/ulan/500019132,http://www.wikidata.org/entity/Q2544209,http://it.wikipedia.org/wiki/Domenico_Puligo,data and vocab,http://id.loc.gov/authorities/names/nr00034057,https://d-nb.info/gnd/122836170
71,Donducci Giovanni Andrea,Mastelletta,data,1590,1655,http://viaf.org/viaf/45100769,http://vocab.getty.edu/ulan/500024427,http://www.wikidata.org/entity/Q547109,http://it.wikipedia.org/wiki/Giovanni_Andrea_Donducci,data,http://id.loc.gov/authorities/names/nr2002007837,https://d-nb.info/gnd/118914529
71,Siciolante Girolamo da Sermoneta,Sermoneta,data,1540,1599,http://viaf.org/viaf/95850621,http://vocab.getty.edu/ulan/500027383,http://www.wikidata.org/entity/Q2296884,http://it.wikipedia.org/wiki/Girolamo_Siciolante_da_Sermoneta,data,http://id.loc.gov/authorities/names/n84234141,https://d-nb.info/gnd/120054876
71,Saraceni Carlo,,data,1598,1650,http://viaf.org/viaf/9790486,http://vocab.getty.edu/ulan/500008651,http://www.wikidata.org/entity/Q938607,http://it.wikipedia.org/wiki/Carlo_Saraceni,data,http://id.loc.gov/authorities/names/nr2003028183,https://d-nb.info/gnd/118834568
70,Furini Francesco,,data and vocab,1600,1699,http://viaf.org/viaf/12164270,http://vocab.getty.edu/ulan/500025303,http://www.wikidata.org/entity/Q1356978,http://it.wikipedia.org/wiki/Francesco_Furini,data and vocab,http://id.loc.gov/authorities/names/nr91028777,https://d-nb.info/gnd/129028584
70,Franceschini Marcantonio,,data and vocab,1670,1729,http://viaf.org/viaf/66739779,http://vocab.getty.edu/ulan/500014609,http://www.wikidata.org/entity/Q2543592,http://it.wikipedia.org/wiki/Marcantonio_Franceschini,data and vocab,http://id.loc.gov/authorities/names/n88204208,https://d-nb.info/gnd/119053985
69,Mazzucchelli Pier Francesco,Morazzone,data,1590,1650,http://viaf.org/viaf/122152417,http://vocab.getty.edu/ulan/500011549,http://www.wikidata.org/entity/Q2253952,http://it.wikipedia.org/wiki/Pier_Francesco_Mazzucchelli,data,http://id.loc.gov/authorities/names/nr91026496,https://d-nb.info/gnd/121809889
69,Antonio del Massaro,Pastura,data,1450,1516,http://viaf.org/viaf/95864326,http://vocab.getty.edu/ulan/500029609,http://www.wikidata.org/entity/Q2857518,http://it.wikipedia.org/wiki/Antonio_del_Massaro,data,http://id.loc.gov/authorities/names/n2020047747,https://d-nb.info/gnd/131678353
69,Raibolini Giacomo,Francia Giacomo,manual,1508,1557,http://viaf.org/viaf/24467329,http://vocab.getty.edu/ulan/500001731,http://www.wikidata.org/entity/Q3105087,,manual,http://id.loc.gov/authorities/names/nr92039962,https://d-nb.info/gnd/1114926248
69,Bril Paul,,data,1575,1649,http://viaf.org/viaf/27875673,http://vocab.getty.edu/ulan/500005652,http://www.wikidata.org/entity/Q540753,http://it.wikipedia.org/wiki/Paul_Brill,data,http://id.loc.gov/authorities/names/nr91039810,https://d-nb.info/gnd/119179466
69,Palizzi Filippo,,,1835,1899,,,,,,,
69,Fontana Lavinia,,data,1565,1614,http://viaf.org/viaf/46951878,http://vocab.getty.edu/ulan/500012612,http://www.wikidata.org/entity/Q236050,http://it.wikipedia.org/wiki/Lavinia_Fontana,data,http://id.loc.gov/authorities/names/n90703924,https://d-nb.info/gnd/119014793
69,Giovanni da Milano,,data and vocab,1346,1370,http://viaf.org/viaf/241147560,http://vocab.getty.edu/ulan/500012251,http://www.wikidata.org/entity/Q2628927,,data and vocab,http://id.loc.gov/authorities/names/n88020960,https://d-nb.info/gnd/121656705
69,Ugolino di Nerio,,vocab,1300,1349,http://viaf.org/viaf/95732987,http://vocab.getty.edu/ulan/500008502,http://www.wikidata.org/entity/Q1357686,,vocab,http://id.loc.gov/authorities/names/nr91028515,https://d-nb.info/gnd/128819316
69,Michele di Matteo,,vocab,1400,1499,http://viaf.org/viaf/90950372,http://vocab.getty.edu/ulan/500020908,http://www.wikidata.org/entity/Q6836872,,vocab,,https://d-nb.info/gnd/138687536
68,Crespi Giovanni Battista,Cerano,data,1590,1632,http://viaf.org/viaf/253485239,http://vocab.getty.edu/ulan/500115415,http://www.wikidata.org/entity/Q1525857,,data,http://id.loc.gov/authorities/names/nr94010649,https://d-nb.info/gnd/122123336
68,Marco d'Oggiono,,data,1500,1524,http://viaf.org/viaf/100171731,http://vocab.getty.edu/ulan/500019724,http://www.wikidata.org/entity/Q982274,,data,http://id.loc.gov/authorities/names/n88642731,https://d-nb.info/gnd/124255833
68,Sustris Lambert,,data,1510,1575,http://viaf.org/viaf/95814174,http://vocab.getty.edu/ulan/500021563,http://www.wikidata.org/entity/Q1357759,,data,http://id.loc.gov/authorities/names/n85278668,https://d-nb.info/gnd/11930242X
68,Sacchi Andrea,,data and vocab,1620,1661,http://viaf.org/viaf/5009959,http://vocab.getty.edu/ulan/500022759,http://www.wikidata.org/entity/Q495008,http://it.wikipedia.org/wiki/Andrea_Sacchi,data and vocab,http://id.loc.gov/authorities/names/n80028449,https://d-nb.info/gnd/118793977
68,Naldini Giovanbattista,,data and vocab,1550,1591,http://viaf.org/viaf/95763424,http://vocab.getty.edu/ulan/500013478,http://www.wikidata.org/entity/Q2459386,,data and vocab,http://id.loc.gov/authorities/names/nr91028752,https://d-nb.info/gnd/124163629
68,Agabiti Pietro Paolo,,data,1490,1540,http://viaf.org/viaf/293810567,http://vocab.getty.edu/ulan/500015184,http://www.wikidata.org/entity/Q685765,http://it.wikipedia.org/wiki/Pietro_Paolo_Agabito,data,http://id.loc.gov/authorities/names/nr89016565,https://d-nb.info/gnd/1208255916
68,Bonfigli Benedetto,,data and vocab,1440,1496,http://viaf.org/viaf/95877101,http://vocab.getty.edu/ulan/500031716,http://www.wikidata.org/entity/Q816832,,data and vocab,http://id.loc.gov/authorities/names/no94014149,https://d-nb.info/gnd/119283409
68,Sellari Girolamo,Girolamo da Carpi,data,1520,1550,http://viaf.org/viaf/95704733,http://vocab.getty.edu/ulan/500003965,http://www.wikidata.org/entity/Q2701846,,data,http://id.loc.gov/authorities/names/n50077313,https://d-nb.info/gnd/102421978
67,Marchesi Girolamo,Girolamo da Cotignola,data,1500,1540,http://viaf.org/viaf/100340897,http://vocab.getty.edu/ulan/500011815,http://www.wikidata.org/entity/Q5564770,http://it.wikipedia.org/wiki/Girolamo_Marchesi,data,http://id.loc.gov/authorities/names/no2008009141,https://d-nb.info/gnd/12268513X
67,Bison Giuseppe Bernardino,,data and vocab,1700,1844,http://viaf.org/viaf/32816514,http://vocab.getty.edu/ulan/500002607,http://www.wikidata.org/entity/Q485334,http://it.wikipedia.org/wiki/Giuseppe_Bernardino_Bison,data and vocab,http://id.loc.gov/authorities/names/n94049607,https://d-nb.info/gnd/120008793
67,Mulier Pieter il Giovane,Cavalier Tempesta,manual,1650,1755,http://viaf.org/viaf/89030909,http://vocab.getty.edu/ulan/500002412,http://www.wikidata.org/entity/Q666337,,manual,http://id.loc.gov/authorities/names/nr97018522,https://d-nb.info/gnd/118641220
67,Rotari Pietro,,vocab,1725,1799,http://viaf.org/viaf/71662893,http://vocab.getty.edu/ulan/500013152,http://www.wikidata.org/entity/Q1361950,,vocab,http://id.loc.gov/authorities/names/nr91043035,https://d-nb.info/gnd/119078880
66,Conti Bernardino de',,data,1490,1525,http://viaf.org/viaf/80353690,http://vocab.getty.edu/ulan/500021846,http://www.wikidata.org/entity/Q2405424,http://it.wikipedia.org/wiki/Bernardino_de'_Conti,data,,https://d-nb.info/gnd/135919606
66,Maffei Francesco,,vocab,1616,1660,http://viaf.org/viaf/79429791,http://vocab.getty.edu/ulan/500003207,http://www.wikidata.org/entity/Q3289164,,vocab,http://id.loc.gov/authorities/names/n85231895,https://d-nb.info/gnd/174241925
65,Rocca Michele,Parmigianino,vocab,1695,1751,http://viaf.org/viaf/20586445,http://vocab.getty.edu/ulan/500009466,http://www.wikidata.org/entity/Q6836834,,vocab,http://id.loc.gov/authorities/names/nr91026494,https://d-nb.info/gnd/123338328
65,Lanino Bernardino,,data and vocab,1530,1580,http://viaf.org/viaf/317283606,http://vocab.getty.edu/ulan/500024323,http://www.wikidata.org/entity/Q2898897,,data and vocab,http://id.loc.gov/authorities/names/n85221475,https://d-nb.info/gnd/11922836X
65,Butinone Bernardino,,data and vocab,1470,1510,http://viaf.org/viaf/95810203,http://vocab.getty.edu/ulan/500020947,http://www.wikidata.org/entity/Q2622155,,data and vocab,http://id.loc.gov/authorities/names/nr91014275,https://d-nb.info/gnd/119325683
65,Del Cairo Francesco,Cavaliere del Cairo,data,1620,1674,http://viaf.org/viaf/37188294,,,,data,,
65,Barbatelli Bernardino,Poccetti,data,1568,1612,http://viaf.org/viaf/14878241,http://vocab.getty.edu/ulan/500009857,http://www.wikidata.org/entity/Q822926,http://it.wikipedia.org/wiki/Bernardino_Poccetti,data,http://id.loc.gov/authorities/names/no89007559,https://d-nb.info/gnd/118792628
65,Miel Jan,,,1620,1663,,,,,,,
65,Mino da Fiesole,Mino del Reame,vocab,1450,1505,http://viaf.org/viaf/59359471,http://vocab.getty.edu/ulan/500002074,http://www.wikidata.org/entity/Q477441,,vocab,http://id.loc.gov/authorities/names/no99057270,https://d-nb.info/gnd/118784153
65,"""Tommaso""",,vocab,1475,1524,,http://vocab.getty.edu/ulan/500008728,,,vocab,,
64,Niccolò di Segna,,vocab,1300,1349,http://viaf.org/viaf/146157098342472550634,http://vocab.getty.edu/ulan/500007938,http://www.wikidata.org/entity/Q951005,,vocab,http://id.loc.gov/authorities/names/nr91028518,https://d-nb.info/gnd/122359216
64,Zugno Francesco,,vocab,1720,1796,http://viaf.org/viaf/88197045,http://vocab.getty.edu/ulan/500013930,http://www.wikidata.org/entity/Q1756544,,vocab,http://id.loc.gov/authorities/names/no2009083053,https://d-nb.info/gnd/138137625
64,Guariento,,vocab,1330,1370,http://viaf.org/viaf/3364123,http://vocab.getty.edu/ulan/500115816,http://www.wikidata.org/entity/Q1391765,,vocab,http://id.loc.gov/authorities/names/nr92040516,https://d-nb.info/gnd/122817052
64,Chimenti Jacopo,Empoli,data and vocab,1570,1640,http://viaf.org/viaf/121753671,http://vocab.getty.edu/ulan/500011621,http://www.wikidata.org/entity/Q2625832,http://it.wikipedia.org/wiki/Jacopo_da_Empoli,data and vocab,http://id.loc.gov/authorities/names/n80127046,https://d-nb.info/gnd/118925113
64,Foschi Pier Francesco,,data,1520,1567,http://viaf.org/viaf/95780755,http://vocab.getty.edu/ulan/500016258,http://www.wikidata.org/entity/Q1158872,http://it.wikipedia.org/wiki/Pier_Francesco_Foschi,data,,https://d-nb.info/gnd/122973801
64,Cambiaso Luca,,data,1545,1599,http://viaf.org/viaf/74123438,http://vocab.getty.edu/ulan/500115500,http://www.wikidata.org/entity/Q712512,http://it.wikipedia.org/wiki/Luca_Cambiaso,data,http://id.loc.gov/authorities/names/n85341207,https://d-nb.info/gnd/118834770
64,Baronzio Giovanni,,data and vocab,1300,1350,http://viaf.org/viaf/95723239,http://vocab.getty.edu/ulan/500006940,http://www.wikidata.org/entity/Q535607,http://it.wikipedia.org/wiki/Giovanni_Baronzio,data and vocab,http://id.loc.gov/authorities/names/no2008076257,https://d-nb.info/gnd/12899858X
63,Agostino di Duccio,,data and vocab,1435,1490,http://viaf.org/viaf/79408383,http://vocab.getty.edu/ulan/500005732,http://www.wikidata.org/entity/Q395755,http://it.wikipedia.org/wiki/Agostino_di_Duccio,data and vocab,http://id.loc.gov/authorities/names/nr89016564,https://d-nb.info/gnd/119036363
63,Tura Cosmè,,vocab,1450,1495,http://viaf.org/viaf/47558264,http://vocab.getty.edu/ulan/500022434,http://www.wikidata.org/entity/Q7129,,vocab,http://id.loc.gov/authorities/names/n86083336,https://d-nb.info/gnd/11880295X
63,Cosmati,,manual,1000,1310,,http://vocab.getty.edu/ulan/500012212,,,manual,,
63,Boltraffio Giovanni Antonio,,conflict,1485,1549,,http://vocab.getty.edu/ulan/,,http://it.wikipedia.org/wiki/Pseudo-Boltraffio,conflict,,
63,Anguissola Sofonisba,,data,1550,1625,http://viaf.org/viaf/212366879,http://vocab.getty.edu/ulan/500115561,http://www.wikidata.org/entity/Q236038,,data,http://id.loc.gov/authorities/names/n88024840,https://d-nb.info/gnd/118847694
63,Bonaiuti Andrea,Andrea da Firenze,data,1346,1380,http://viaf.org/viaf/199806752,http://vocab.getty.edu/ulan/500000705,http://www.wikidata.org/entity/Q495419,http://it.wikipedia.org/wiki/Andrea_di_Bonaiuto,data,http://id.loc.gov/authorities/names/no88006473,https://d-nb.info/gnd/118859404
63,Caroselli Angelo,,data and vocab,1600,1660,http://viaf.org/viaf/20867075,http://vocab.getty.edu/ulan/500006506,http://www.wikidata.org/entity/Q1414382,http://it.wikipedia.org/wiki/Angelo_Caroselli,data and vocab,http://id.loc.gov/authorities/names/n2005039344,https://d-nb.info/gnd/133205711
63,Zanino di Pietro,Giovanni di Francia/ Giovanni Charlier,vocab,1389,1448,http://viaf.org/viaf/4501147312827837970000,,,,vocab,,https://d-nb.info/gnd/1112681841
63,Mazzolino Ludovico,,data and vocab,1500,1595,http://viaf.org/viaf/95831841,http://vocab.getty.edu/ulan/500024405,http://www.wikidata.org/entity/Q1351631,,data and vocab,http://id.loc.gov/authorities/names/n91037807,https://d-nb.info/gnd/138490732
63,Turchi Alessandro,Orbetto,data and vocab,1600,1649,http://viaf.org/viaf/30398477,http://vocab.getty.edu/ulan/500003962,http://www.wikidata.org/entity/Q507279,http://it.wikipedia.org/wiki/Alessandro_Turchi,data and vocab,http://id.loc.gov/authorities/names/nr92024174,https://d-nb.info/gnd/121652998
63,Benvenuti Giovanni Battista,Ortolano,data,1500,1530,http://viaf.org/viaf/95843499,http://vocab.getty.edu/ulan/500026224,http://www.wikidata.org/entity/Q3356826,http://it.wikipedia.org/wiki/Ortolano,data,,https://d-nb.info/gnd/1079424563
62,Ferretti Giovan Domenico,,vocab,1700,1768,http://viaf.org/viaf/284292,http://vocab.getty.edu/ulan/500021645,http://www.wikidata.org/entity/Q1363378,,vocab,http://id.loc.gov/authorities/names/nr2003013172,https://d-nb.info/gnd/124842364
62,Fontebasso Francesco,,data and vocab,1730,1769,http://viaf.org/viaf/47035639,http://vocab.getty.edu/ulan/500010956,http://www.wikidata.org/entity/Q447991,http://it.wikipedia.org/wiki/Francesco_Fontebasso,data and vocab,http://id.loc.gov/authorities/names/n88221581,https://d-nb.info/gnd/118918877
62,Meloni Altobello,,data and vocab,1510,1543,http://viaf.org/viaf/95817077,http://vocab.getty.edu/ulan/500022050,http://www.wikidata.org/entity/Q443639,,data and vocab,http://id.loc.gov/authorities/names/nr99031144,https://d-nb.info/gnd/124191029
62,Tassi Agostino,,data,1600,1644,http://viaf.org/viaf/10758921,http://vocab.getty.edu/ulan/500029953,http://www.wikidata.org/entity/Q395741,http://it.wikipedia.org/wiki/Agostino_Tassi,data,http://id.loc.gov/authorities/names/nr91040091,https://d-nb.info/gnd/123622115
62,Morone Domenico,,data and vocab,1460,1520,http://viaf.org/viaf/95881912,http://vocab.getty.edu/ulan/500032545,http://www.wikidata.org/entity/Q1237219,,data and vocab,http://id.loc.gov/authorities/names/nr2001043920,https://d-nb.info/gnd/124578055
62,Vitale da Bologna,,vocab,1330,1361,http://viaf.org/viaf/89588239,http://vocab.getty.edu/ulan/500021245,http://www.wikidata.org/entity/Q2575398,,vocab,http://id.loc.gov/authorities/names/nr88004154,https://d-nb.info/gnd/174284896
62,Renzi Polidoro de',Polidoro da Lanciano,data,1500,1565,http://viaf.org/viaf/262882011,http://vocab.getty.edu/ulan/500022217,http://www.wikidata.org/entity/Q3907293,http://it.wikipedia.org/wiki/Polidoro_da_Lanciano,data,http://id.loc.gov/authorities/names/no2002035678,https://d-nb.info/gnd/124006116
62,Baldovinetti Alessio,,data and vocab,1449,1499,http://viaf.org/viaf/96539735,http://vocab.getty.edu/ulan/500115745,http://www.wikidata.org/entity/Q472073,,data and vocab,http://id.loc.gov/authorities/names/nr90015894,https://d-nb.info/gnd/118859471
61,Brea Lodovico,,data and vocab,1470,1524,http://viaf.org/viaf/173014076,http://vocab.getty.edu/ulan/500016177,http://www.wikidata.org/entity/Q1147374,http://it.wikipedia.org/wiki/Ludovico_Brea,data and vocab,http://id.loc.gov/authorities/names/n93041629,https://d-nb.info/gnd/119079895
61,Jacopo della Quercia,,vocab,1400,1449,http://viaf.org/viaf/194153540,http://vocab.getty.edu/ulan/500026501,http://www.wikidata.org/entity/Q314797,,vocab,http://id.loc.gov/authorities/names/n79041968,https://d-nb.info/gnd/118940147
61,Cenni di Pepo,Cimabue,data and vocab,1260,1310,http://viaf.org/viaf/95780900,http://vocab.getty.edu/ulan/500016284,http://www.wikidata.org/entity/Q15790,,data and vocab,http://id.loc.gov/authorities/names/n80081439,https://d-nb.info/gnd/119138883
61,Strozzi Zanobi,Pseudo Domenico di Michelino/ Master of the Buckingham Palace Madonna,,1420,1460,,,,,,,
61,Gandolfi Ubaldo,,vocab,1750,1781,http://viaf.org/viaf/52487837,http://vocab.getty.edu/ulan/500027301,http://www.wikidata.org/entity/Q1649002,,vocab,http://id.loc.gov/authorities/names/n88201879,https://d-nb.info/gnd/118900900
61,Lorenzo Veneziano,,vocab,1350,1380,http://viaf.org/viaf/95869656,http://vocab.getty.edu/ulan/500030488,http://www.wikidata.org/entity/Q2656102,,vocab,http://id.loc.gov/authorities/names/nr2006003945,https://d-nb.info/gnd/129604135
60,Tommaso di ser Giovanni di Mone Guidi,Masaccio,vocab,1422,1428,http://viaf.org/viaf/7368513,http://vocab.getty.edu/ulan/500026649,http://www.wikidata.org/entity/Q5811,,vocab,http://id.loc.gov/authorities/names/n79006973,https://d-nb.info/gnd/118578618
60,Tibaldi Pellegrino,,data,1545,1596,http://viaf.org/viaf/89128089,http://vocab.getty.edu/ulan/500124327,http://www.wikidata.org/entity/Q861385,,data,http://id.loc.gov/authorities/names/n87882102,https://d-nb.info/gnd/118823329
60,Benedetto di Leonardo d'Antonio,Benedetto da Maiano,data,1462,1499,http://viaf.org/viaf/79111184,http://vocab.getty.edu/ulan/500006675,http://www.wikidata.org/entity/Q675619,http://it.wikipedia.org/wiki/Benedetto_da_Maiano,data,http://id.loc.gov/authorities/names/nr89004596,https://d-nb.info/gnd/118841270
60,Ribera Jusepe de',Spagnoletto,data,1611,1670,http://viaf.org/viaf/316406282,,,,data,,
60,Sogliani Giovanni Antonio,,data,1512,1544,http://viaf.org/viaf/13162797,http://vocab.getty.edu/ulan/500015848,http://www.wikidata.org/entity/Q2253102,http://it.wikipedia.org/wiki/Giovanni_Antonio_Sogliani,data,http://id.loc.gov/authorities/names/no2007109195,https://d-nb.info/gnd/121396924
59,Grassi Nicola,,data,1700,1748,http://viaf.org/viaf/95799538,http://vocab.getty.edu/ulan/500019246,http://www.wikidata.org/entity/Q3339890,,data,http://id.loc.gov/authorities/names/n85100774,https://d-nb.info/gnd/121082822
59,Agnolo di Domenico di Donnino,Maestro di Santo Spirito/ il Mazziere,vocab,1486,1513,http://viaf.org/viaf/50334932,http://vocab.getty.edu/ulan/500019225,http://www.wikidata.org/entity/Q18217672,,vocab,,https://d-nb.info/gnd/130462799
59,Bernardino di Mariotto dello Stagno,,data and vocab,1498,1566,http://viaf.org/viaf/294844217,http://vocab.getty.edu/ulan/500018749,http://www.wikidata.org/entity/Q2898920,http://it.wikipedia.org/wiki/Bernardino_di_Mariotto_dello_Stagno,data and vocab,http://id.loc.gov/authorities/names/nr2003041243,https://d-nb.info/gnd/131835750
59,Voet Jakob-Ferdinand,,vocab,1660,1689,http://viaf.org/viaf/69843936,http://vocab.getty.edu/ulan/500020271,http://www.wikidata.org/entity/Q1990598,,vocab,http://id.loc.gov/authorities/names/nr2005029095,https://d-nb.info/gnd/123767245
59,Paolini Pietro,,vocab,1620,1699,http://viaf.org/viaf/77228166,http://vocab.getty.edu/ulan/500005439,http://www.wikidata.org/entity/Q774078,,vocab,http://id.loc.gov/authorities/names/n88061158,https://d-nb.info/gnd/123666767
59,Sacchis Giovanni Antonio de',Pordenone,data and vocab,1500,1539,http://viaf.org/viaf/316400641,http://vocab.getty.edu/ulan/500008696,http://www.wikidata.org/entity/Q983352,,data and vocab,http://id.loc.gov/authorities/names/n80094320,https://d-nb.info/gnd/118836684
59,Bellini Jacopo,,data and vocab,1420,1480,http://viaf.org/viaf/310667317,http://vocab.getty.edu/ulan/500115627,http://www.wikidata.org/entity/Q313310,,data and vocab,http://id.loc.gov/authorities/names/n84038157,https://d-nb.info/gnd/118658050
58,Lorenzetti,,vocab,1300,1370,,http://vocab.getty.edu/ulan/500417474,,,vocab,,
58,Muziano Girolamo,Girolamo da Brescia,data and vocab,1550,1642,http://viaf.org/viaf/31578727,http://vocab.getty.edu/ulan/500017682,http://www.wikidata.org/entity/Q1333792,,data and vocab,http://id.loc.gov/authorities/names/no95021489,https://d-nb.info/gnd/120972638
58,Maggiotto Domenico,,manual,1730,1793,http://viaf.org/viaf/15043305,http://vocab.getty.edu/ulan/500009005,http://www.wikidata.org/entity/Q3034745,,manual,http://id.loc.gov/authorities/names/nr93019982,https://d-nb.info/gnd/121012638
58,Mazzoni Giulio,,data,1548,1590,http://viaf.org/viaf/95843218,http://vocab.getty.edu/ulan/500026175,http://www.wikidata.org/entity/Q3769716,,data,http://id.loc.gov/authorities/names/n85053262,https://d-nb.info/gnd/122224353
58,Salimbeni Ventura,,data,1588,1649,http://viaf.org/viaf/7661075,http://vocab.getty.edu/ulan/500013995,http://www.wikidata.org/entity/Q1397817,http://it.wikipedia.org/wiki/Ventura_Salimbeni,data,http://id.loc.gov/authorities/names/nr2003028087,https://d-nb.info/gnd/118605046
58,Pauwels Franck,Paolo Fiammingo,vocab,1540,1635,http://viaf.org/viaf/70017170,http://vocab.getty.edu/ulan/500031364,http://www.wikidata.org/entity/Q213284,,vocab,http://id.loc.gov/authorities/names/no2025048239,https://d-nb.info/gnd/129725102
58,Guido da Siena,,vocab,1250,1299,http://viaf.org/viaf/153189391,http://vocab.getty.edu/ulan/500009427,http://www.wikidata.org/entity/Q15798,,vocab,http://id.loc.gov/authorities/names/nr91025170,https://d-nb.info/gnd/119133164
57,Mansueti Giovanni,,data and vocab,1485,1527,http://viaf.org/viaf/57699641,http://vocab.getty.edu/ulan/500020377,http://www.wikidata.org/entity/Q347842,,data and vocab,,https://d-nb.info/gnd/129721905
57,Antonio di Puccio Pisano,Pisanello,data and vocab,1415,1455,http://viaf.org/viaf/95848823,http://vocab.getty.edu/ulan/500027080,http://www.wikidata.org/entity/Q311082,,data and vocab,http://id.loc.gov/authorities/names/n85378506,https://d-nb.info/gnd/118594613
57,Vanni Lippo,,vocab,1340,1376,http://viaf.org/viaf/809303,http://vocab.getty.edu/ulan/500031271,http://www.wikidata.org/entity/Q966135,,vocab,http://id.loc.gov/authorities/names/nr2004005014,https://d-nb.info/gnd/118834592
57,Testa Pietro,Lucchesino,vocab,1630,1725,http://viaf.org/viaf/89784841,http://vocab.getty.edu/ulan/500089922,http://www.wikidata.org/entity/Q21523221,,vocab,,https://d-nb.info/gnd/119829258X
57,Pozzo Andrea,,vocab,1665,1709,http://viaf.org/viaf/59230796,http://vocab.getty.edu/ulan/500028698,http://www.wikidata.org/entity/Q380103,,vocab,http://id.loc.gov/authorities/names/n82006092,https://d-nb.info/gnd/118741691
57,Benci Antonio,Pollaiolo,manual,1366,1498,http://viaf.org/viaf/250803549,,,,manual,,
57,Coccorante Leonardo,,data and vocab,1700,1750,http://viaf.org/viaf/77226469,http://vocab.getty.edu/ulan/500006209,http://www.wikidata.org/entity/Q3229707,http://it.wikipedia.org/wiki/Leonardo_Coccorante,data and vocab,,https://d-nb.info/gnd/123605814
57,Zaganelli Bernardino,,data,1490,1525,http://viaf.org/viaf/95832310,http://vocab.getty.edu/ulan/500024475,http://www.wikidata.org/entity/Q2898908,,data,http://id.loc.gov/authorities/names/nr95012318,https://d-nb.info/gnd/11927244X
56,Assereto Gioacchino,,data and vocab,1620,1649,http://viaf.org/viaf/25670842,http://vocab.getty.edu/ulan/500017297,http://www.wikidata.org/entity/Q2701986,http://it.wikipedia.org/wiki/Gioacchino_Assereto,data and vocab,http://id.loc.gov/authorities/names/no2012032741,https://d-nb.info/gnd/129005819
56,Pier Matteo d'Amelia,Maestro dell'Annunciazione Gardner,data and vocab,1467,1503,http://viaf.org/viaf/95688181,http://vocab.getty.edu/ulan/500001246,http://www.wikidata.org/entity/Q2256294,,data and vocab,http://id.loc.gov/authorities/names/nr92044418,https://d-nb.info/gnd/119504537
56,Rosselli Matteo,,data and vocab,1600,1699,http://viaf.org/viaf/64277973,http://vocab.getty.edu/ulan/500016539,http://www.wikidata.org/entity/Q944534,http://it.wikipedia.org/wiki/Matteo_Rosselli,data and vocab,http://id.loc.gov/authorities/names/no2009140070,https://d-nb.info/gnd/128432063
56,Bonito Giuseppe,,data and vocab,1727,1789,http://viaf.org/viaf/61821330,http://vocab.getty.edu/ulan/500032467,http://www.wikidata.org/entity/Q1528184,http://it.wikipedia.org/wiki/Giuseppe_Bonito,data and vocab,http://id.loc.gov/authorities/names/no2015075598,https://d-nb.info/gnd/14348916X
56,Ghiberti Lorenzo,,data and vocab,1400,1466,http://viaf.org/viaf/54188431,http://vocab.getty.edu/ulan/500006531,http://www.wikidata.org/entity/Q208125,http://it.wikipedia.org/wiki/Lorenzo_Ghiberti,data and vocab,http://id.loc.gov/authorities/names/n78096136,https://d-nb.info/gnd/118539086
55,Rossini Pellegrino di Mariano,,data and vocab,1449,1499,http://viaf.org/viaf/95808936,http://vocab.getty.edu/ulan/500020747,http://www.wikidata.org/entity/Q4348294,http://it.wikipedia.org/wiki/Pellegrino_di_Mariano,data and vocab,http://id.loc.gov/authorities/names/nr91029134,
55,Ghezzi Pier Leone,,data and vocab,1654,1755,http://viaf.org/viaf/17453553,http://vocab.getty.edu/ulan/500014963,http://www.wikidata.org/entity/Q429072,http://it.wikipedia.org/wiki/Pier_Leone_Ghezzi,data and vocab,http://id.loc.gov/authorities/names/n86091499,https://d-nb.info/gnd/118834886
55,Ramenghi Bartolomeo,Bagnacavallo,data,1500,1540,http://viaf.org/viaf/71663115,http://vocab.getty.edu/ulan/500015783,http://www.wikidata.org/entity/Q740807,http://it.wikipedia.org/wiki/Bartolommeo_Ramenghi,data,http://id.loc.gov/authorities/names/nr91029676,https://d-nb.info/gnd/119020017
55,Bulgarini Bartolomeo,"""Ugolino Lorenzetti""/ Maestro d'Ovile",data and vocab,1330,1370,http://viaf.org/viaf/95783010,http://vocab.getty.edu/ulan/500016602,http://www.wikidata.org/entity/Q809491,http://it.wikipedia.org/wiki/Bartolomeo_Bulgarini,data and vocab,http://id.loc.gov/authorities/names/nr91000692,https://d-nb.info/gnd/124939988
