count,name,pseudonym,source,active_from,active_to,viaf,ulan,wikidata,wikipedia,source,loc,gnd
6,Vassalletto,,manual,1200,1270,,http://vocab.getty.edu/ulan/500079234,,,manual,,
6,James William,,vocab,1754,1771,,http://vocab.getty.edu/ulan/500026723,http://www.wikidata.org/entity/Q98834314,,vocab,,
6,Pepe Lorenzo,,vocab,1947,1950,,http://vocab.getty.edu/ulan/500393828,,,vocab,,
6,Puglia Giuseppe,Bastaro,vocab,1620,1636,http://viaf.org/viaf/65100373,http://vocab.getty.edu/ulan/500045919,http://www.wikidata.org/entity/Q3771275,,vocab,http://id.loc.gov/authorities/names/no2014051639,https://d-nb.info/gnd/129945676
6,Clérisseau Charles Louis,,manual,1740,1820,http://viaf.org/viaf/34728790,http://vocab.getty.edu/ulan/500002063,http://www.wikidata.org/entity/Q331871,,manual,http://id.loc.gov/authorities/names/n84182749,https://d-nb.info/gnd/118874233
6,Cifrondi Antonio,,data and vocab,1685,1730,http://viaf.org/viaf/20481187,http://vocab.getty.edu/ulan/500021525,http://www.wikidata.org/entity/Q1145771,http://it.wikipedia.org/wiki/Antonio_Cifrondi,data and vocab,http://id.loc.gov/authorities/names/n83229475,https://d-nb.info/gnd/119015188
6,"""Ambrogio di Baldese""",,data,,,http://viaf.org/viaf/31853746,http://vocab.getty.edu/ulan/500012920,http://www.wikidata.org/entity/Q3555632,http://it.wikipedia.org/wiki/Ventura_di_Moro,data,http://id.loc.gov/authorities/names/nr91029433,
6,Passaglia Augusto,,vocab,1891,1903,,http://vocab.getty.edu/ulan/500110837,http://www.wikidata.org/entity/Q15698073,,vocab,,
6,Alberti Giovanni,,data,1580,1605,http://viaf.org/viaf/40481675,http://vocab.getty.edu/ulan/500003403,http://www.wikidata.org/entity/Q3106983,,data,http://id.loc.gov/authorities/names/nr89016853,https://d-nb.info/gnd/130383325
6,Brunelleschi Filippo,,vocab,1401,1415,http://viaf.org/viaf/39650057,http://vocab.getty.edu/ulan/500018169,http://www.wikidata.org/entity/Q174330,,vocab,http://id.loc.gov/authorities/names/n79029808,https://d-nb.info/gnd/118516086
6,Bambini Nicolò,,data and vocab,1671,1739,http://viaf.org/viaf/77373686,http://vocab.getty.edu/ulan/500030394,http://www.wikidata.org/entity/Q1111424,http://it.wikipedia.org/wiki/Niccol%C3%B2_Bambini,data and vocab,,https://d-nb.info/gnd/128721081
6,Palizzi Nicola,,vocab,1840,1870,http://viaf.org/viaf/30409918,http://vocab.getty.edu/ulan/500045991,http://www.wikidata.org/entity/Q3876303,,vocab,,https://d-nb.info/gnd/122073266
6,Rinaldo da Spoleto,,,1260,1265,,,,,,,
6,Nizzola Jacopo,Jacopo da Trezzo,data,1548,1578,http://viaf.org/viaf/141496948,http://vocab.getty.edu/ulan/500126118,http://www.wikidata.org/entity/Q3805911,http://it.wikipedia.org/wiki/Jacopo_da_Trezzo,data,http://id.loc.gov/authorities/names/no2016119440,https://d-nb.info/gnd/142452033
6,Sollazzino Giuliano,,vocab,1490,1549,,http://vocab.getty.edu/ulan/500008457,http://www.wikidata.org/entity/Q98687052,,vocab,,
6,Del Pace Ranieri,,data,1695,1738,http://viaf.org/viaf/95869878,http://vocab.getty.edu/ulan/500030518,http://www.wikidata.org/entity/Q3930102,http://it.wikipedia.org/wiki/Ranieri_Del_Pace,data,,https://d-nb.info/gnd/1032092262
6,Zabolino Jacopo,,,1523,1523,,,,,,,
6,Facchetti Pietro,,vocab,1555,1621,http://viaf.org/viaf/27339219,http://vocab.getty.edu/ulan/500005711,http://www.wikidata.org/entity/Q3388115,,vocab,,https://d-nb.info/gnd/188428682
6,Bonino da Campione,,data and vocab,1350,1397,http://viaf.org/viaf/96628160,http://vocab.getty.edu/ulan/500128021,http://www.wikidata.org/entity/Q892601,,data and vocab,http://id.loc.gov/authorities/names/nr2002025849,https://d-nb.info/gnd/124085709
6,Parrocel Étienne I,Le Romain,,1715,1775,,,,,,,
6,Nardini Bernardino,,,1450,1499,,,,,,,
6,Campriani Alceste,,vocab,1866,1933,http://viaf.org/viaf/20864070,http://vocab.getty.edu/ulan/500012588,http://www.wikidata.org/entity/Q2832124,,vocab,,https://d-nb.info/gnd/133094146
6,Tinti Giovan Battista,,data,1580,1604,http://viaf.org/viaf/62599966,http://vocab.getty.edu/ulan/500011398,http://www.wikidata.org/entity/Q97572139,,data,,https://d-nb.info/gnd/128444649
6,Antonio da Alatri,,data and vocab,1420,1449,http://viaf.org/viaf/95688678,http://vocab.getty.edu/ulan/500001328,http://www.wikidata.org/entity/Q2260837,http://it.wikipedia.org/wiki/Antonio_da_Alatri,data and vocab,,
6,Giacoboni Giorgio,,,1760,1777,,,,,,,
6,Scandellari Pietro,,,1744,1780,,,,,,,
6,Ricca Giovanni,,,1634,1641,,,,,,,
6,Araldi Alessandro,,data and vocab,1490,1530,http://viaf.org/viaf/95813180,http://vocab.getty.edu/ulan/500021410,http://www.wikidata.org/entity/Q2308587,,data and vocab,http://id.loc.gov/authorities/names/n80141208,https://d-nb.info/gnd/119548011
6,Mazza Giuseppe Maria,,manual,1670,1741,http://viaf.org/viaf/62463762,http://vocab.getty.edu/ulan/500023777,http://www.wikidata.org/entity/Q3108086,,manual,http://id.loc.gov/authorities/names/nr2001052801,https://d-nb.info/gnd/12378431X
6,Tournier Nicolas,,,1610,1660,,,,,,,
6,Pseudo Ambrogio de Predis,,,1480,1550,,,,,,,
6,Zalone Benedetto,,vocab,1615,1644,http://viaf.org/viaf/67661374,http://vocab.getty.edu/ulan/500076784,http://www.wikidata.org/entity/Q19288604,,vocab,,https://d-nb.info/gnd/133628795
6,Merano Giovanni Battista,,vocab,1650,1699,http://viaf.org/viaf/37827500,http://vocab.getty.edu/ulan/500000005,http://www.wikidata.org/entity/Q3107077,,vocab,http://id.loc.gov/authorities/names/no2010005456,https://d-nb.info/gnd/12351066X
6,Diotti Giuseppe,,data and vocab,1800,1846,http://viaf.org/viaf/59886476,http://vocab.getty.edu/ulan/500031280,http://www.wikidata.org/entity/Q3108032,http://it.wikipedia.org/wiki/Giuseppe_Diotti,data and vocab,http://id.loc.gov/authorities/names/n92045395,https://d-nb.info/gnd/119084686
6,Dall'Oglio Egidio,,data,1730,1784,http://viaf.org/viaf/95828654,http://vocab.getty.edu/ulan/500023913,http://www.wikidata.org/entity/Q3049185,http://it.wikipedia.org/wiki/Egidio_Dall'Oglio,data,http://id.loc.gov/authorities/names/no2010065247,https://d-nb.info/gnd/140779221
5,Andrea dell'Aquila,Andrea di Giacomo,data and vocab,1440,1460,http://viaf.org/viaf/95764879,http://vocab.getty.edu/ulan/500013726,,,data and vocab,,https://d-nb.info/gnd/12179055X
5,Martelli Gerolamo,,,1620,1647,,,,,,,
5,Rolli Giuseppe,,,1690,1725,,,,,,,
5,Rolli Antonio,,,1690,1725,,,,,,,
5,Ratti Giovanni Agostino,,vocab,1720,1775,http://viaf.org/viaf/2743378,http://vocab.getty.edu/ulan/500030794,http://www.wikidata.org/entity/Q5563640,,vocab,,https://d-nb.info/gnd/129755028
5,Duprà Domenico,,data and vocab,1710,1770,http://viaf.org/viaf/89116677,http://vocab.getty.edu/ulan/500025582,http://www.wikidata.org/entity/Q2690429,http://it.wikipedia.org/wiki/Domenico_Dupr%C3%A0,data and vocab,,https://d-nb.info/gnd/1089639813
5,Presutti Giuliano,Giuliano da Fano,data and vocab,1500,1549,http://viaf.org/viaf/95854898,http://vocab.getty.edu/ulan/500028068,http://www.wikidata.org/entity/Q3107901,http://it.wikipedia.org/wiki/Giuliano_Presutti,data and vocab,,https://d-nb.info/gnd/140860096
5,Loreti David,,,1710,1760,,,,,,,
5,"""Maestro Daddesco""",,,1300,1349,,,,,,,
5,Wals Goffredo,,vocab,1615,1638,http://viaf.org/viaf/122146708145800840697,http://vocab.getty.edu/ulan/500017839,http://www.wikidata.org/entity/Q3109847,,vocab,http://id.loc.gov/authorities/names/n86132531,https://d-nb.info/gnd/118812203
5,Espressionista Gozzolesco,,,,,,,,,,,
5,Ligorio Pirro,,vocab,1535,1553,http://viaf.org/viaf/314494,http://vocab.getty.edu/ulan/500018431,http://www.wikidata.org/entity/Q736090,,vocab,http://id.loc.gov/authorities/names/n88132175,https://d-nb.info/gnd/118779966
5,Galli Antonio,,vocab,1830,1840,http://viaf.org/viaf/23341942,http://vocab.getty.edu/ulan/500046286,http://www.wikidata.org/entity/Q65386879,,vocab,,https://d-nb.info/gnd/133858936
5,Danti Vincenzo,,data and vocab,1555,1571,http://viaf.org/viaf/62342520,http://vocab.getty.edu/ulan/500115504,http://www.wikidata.org/entity/Q1234790,http://it.wikipedia.org/wiki/Vincenzo_Danti,data and vocab,http://id.loc.gov/authorities/names/nr96041631,https://d-nb.info/gnd/118671014
5,Camerata Giuseppe,,data,1735,1760,http://viaf.org/viaf/95883778,http://vocab.getty.edu/ulan/500032832,http://www.wikidata.org/entity/Q24188358,,data,,https://d-nb.info/gnd/141348348
5,Avondo Vittorio,,data and vocab,1875,1890,http://viaf.org/viaf/35621087,http://vocab.getty.edu/ulan/500032875,http://www.wikidata.org/entity/Q3561360,http://it.wikipedia.org/wiki/Vittorio_Avondo,data and vocab,http://id.loc.gov/authorities/names/n98004631,https://d-nb.info/gnd/132589966
5,Huchtenburgh Jan van,,vocab,1665,1733,http://viaf.org/viaf/19952504,http://vocab.getty.edu/ulan/500011172,http://www.wikidata.org/entity/Q324288,,vocab,http://id.loc.gov/authorities/names/nr98039547,https://d-nb.info/gnd/118707582
5,Mignard Pierre,,,1635,1695,,,,,,,
5,Pagni Benedetto,,vocab,1525,1578,http://viaf.org/viaf/62468088,http://vocab.getty.edu/ulan/500027241,http://www.wikidata.org/entity/Q2895740,,vocab,,https://d-nb.info/gnd/123940036
5,Rosetti Giovanni Battista,,data and vocab,1495,1545,http://viaf.org/viaf/96216334,http://vocab.getty.edu/ulan/500075673,http://www.wikidata.org/entity/Q98110905,,data and vocab,,
5,Borghese Ippolito,,data and vocab,1601,1623,http://viaf.org/viaf/301247114,http://vocab.getty.edu/ulan/500023863,http://www.wikidata.org/entity/Q3154227,http://it.wikipedia.org/wiki/Ippolito_Borghese,data and vocab,,https://d-nb.info/gnd/1016852592
5,Pseudo Compagno d'Agnolo,,,,,,,,,,,
5,Sacco Scipione,,data,1532,1545,http://viaf.org/viaf/96332142,http://vocab.getty.edu/ulan/500089473,http://www.wikidata.org/entity/Q3952411,,data,,https://d-nb.info/gnd/1242121412
5,Guacialoti Andrea,,vocab,1455,1481,http://viaf.org/viaf/89688538,http://vocab.getty.edu/ulan/500080910,http://www.wikidata.org/entity/Q51885799,,vocab,,https://d-nb.info/gnd/1249181771
5,Marchesini Alessandro,,vocab,1700,1738,http://viaf.org/viaf/30380466,http://vocab.getty.edu/ulan/500026957,http://www.wikidata.org/entity/Q3460024,,vocab,http://id.loc.gov/authorities/names/no2011121995,https://d-nb.info/gnd/120956136
5,Guglielmi Gregorio,,vocab,1734,1773,http://viaf.org/viaf/72199989,http://vocab.getty.edu/ulan/500027205,http://www.wikidata.org/entity/Q2703298,,vocab,http://id.loc.gov/authorities/names/nr95039466,https://d-nb.info/gnd/119254948
5,Céspedes Pablo de,,vocab,1571,1577,http://viaf.org/viaf/5737049,http://vocab.getty.edu/ulan/500000021,http://www.wikidata.org/entity/Q707370,,vocab,http://id.loc.gov/authorities/names/nr90013365,https://d-nb.info/gnd/119250403
5,Cati Pasquale,,data,1575,1599,http://viaf.org/viaf/280525064,http://vocab.getty.edu/ulan/500016728,http://www.wikidata.org/entity/Q3897020,http://it.wikipedia.org/wiki/Pasquale_Cati,data,,https://d-nb.info/gnd/131786725
5,Mari Giovanni Antonio,,vocab,1653,1725,http://viaf.org/viaf/40228657,http://vocab.getty.edu/ulan/500076627,http://www.wikidata.org/entity/Q5976567,,vocab,,https://d-nb.info/gnd/121195600
5,Haffner Enrico,,vocab,1673,1688,http://viaf.org/viaf/32063032,http://vocab.getty.edu/ulan/500008444,http://www.wikidata.org/entity/Q5379562,,vocab,,https://d-nb.info/gnd/1299242286
5,Cioli Valerio,,data,1550,1599,http://viaf.org/viaf/19953744,http://vocab.getty.edu/ulan/500008742,http://www.wikidata.org/entity/Q2257363,http://it.wikipedia.org/wiki/Valerio_Cioli,data,http://id.loc.gov/authorities/names/nr2002004041,https://d-nb.info/gnd/13721443X
5,Pynas Jacob Symonsz.,,vocab,1610,1648,http://viaf.org/viaf/25766024,http://vocab.getty.edu/ulan/500006481,http://www.wikidata.org/entity/Q221131,,vocab,,https://d-nb.info/gnd/132522349
5,Nono Luigi,,vocab,1882,1907,http://viaf.org/viaf/64278745,http://vocab.getty.edu/ulan/500012642,http://www.wikidata.org/entity/Q3266502,,vocab,http://id.loc.gov/authorities/names/n91001638,https://d-nb.info/gnd/118982362
5,Iucciaroni Giacomo di Giovannofrio,,,1500,1524,,,,,,,
5,Gagliardi Pietro,,data and vocab,1683,1868,http://viaf.org/viaf/8558711,http://vocab.getty.edu/ulan/500017766,http://www.wikidata.org/entity/Q21208067,,data and vocab,,https://d-nb.info/gnd/132854104
5,Ferrucci Andrea di Piero,Andrea da Fiesole,vocab,1512,1515,http://viaf.org/viaf/77247202,http://vocab.getty.edu/ulan/500020771,http://www.wikidata.org/entity/Q601850,,vocab,http://id.loc.gov/authorities/names/no2003045622,https://d-nb.info/gnd/124406114
5,Markó Károly,,vocab,1811,1860,http://viaf.org/viaf/25414724,http://vocab.getty.edu/ulan/500021326,http://www.wikidata.org/entity/Q938311,,vocab,http://id.loc.gov/authorities/names/n80125582,https://d-nb.info/gnd/119532158
5,Farina Pietro Francesco,,data,1700,1724,http://viaf.org/viaf/96158743,http://vocab.getty.edu/ulan/500068782,http://www.wikidata.org/entity/Q106652514,,data,,
5,Nero di Nello,,manual,1350,1399,,http://vocab.getty.edu/ulan/500109318,,,manual,,
5,Strada Vespasiano,,vocab,1582,1622,http://viaf.org/viaf/89132235,http://vocab.getty.edu/ulan/500028515,http://www.wikidata.org/entity/Q3556351,,vocab,,https://d-nb.info/gnd/142965561
5,Marco di Costanzo,,,1468,1499,,,,,,,
5,Francesco da Città di Castello,,data,1490,1520,http://viaf.org/viaf/95863686,http://vocab.getty.edu/ulan/500029492,http://www.wikidata.org/entity/Q98110922,,data,,https://d-nb.info/gnd/132760800
5,Fabrizi Anton Maria,,vocab,1610,1660,http://viaf.org/viaf/308742514,http://vocab.getty.edu/ulan/500137847,http://www.wikidata.org/entity/Q19288527,,vocab,,https://d-nb.info/gnd/1051951844
5,Ponzano Antonio,,,1569,1597,,,,,,,
5,Bucci Giulio,,data and vocab,1731,1776,http://viaf.org/viaf/96433274,http://vocab.getty.edu/ulan/500101449,http://www.wikidata.org/entity/Q55226075,,data and vocab,http://id.loc.gov/authorities/names/no2012123581,https://d-nb.info/gnd/1023978091
5,Rosselli Bernardo,,vocab,1520,1570,,,,,vocab,,https://d-nb.info/gnd/1057512338
5,Befulco Pietro,,data and vocab,1487,1503,http://viaf.org/viaf/96123392,http://vocab.getty.edu/ulan/500064565,,,data and vocab,,https://d-nb.info/gnd/1123960380
5,Allegri Pomponio,,data,1500,1599,http://viaf.org/viaf/95699702,http://vocab.getty.edu/ulan/500003124,http://www.wikidata.org/entity/Q3396107,http://it.wikipedia.org/wiki/Pomponio_Allegri,data,,https://d-nb.info/gnd/132986175
5,Altomonte Martino,,manual,1680,1745,,http://vocab.getty.edu/ulan/5000155610,,,manual,,
5,Labruzzi Carlo,,vocab,1765,1817,http://viaf.org/viaf/95804120,http://vocab.getty.edu/ulan/500019994,http://www.wikidata.org/entity/Q16853684,,vocab,http://id.loc.gov/authorities/names/nr92042845,https://d-nb.info/gnd/1022854712
5,Mombello Luca,,data,1540,1596,http://viaf.org/viaf/95823694,http://vocab.getty.edu/ulan/500023109,http://www.wikidata.org/entity/Q3838206,http://it.wikipedia.org/wiki/Luca_Mombello,data,,https://d-nb.info/gnd/1264253680
5,Biondi Ernesto,,data and vocab,1880,1953,http://viaf.org/viaf/96424217,http://vocab.getty.edu/ulan/500100361,http://www.wikidata.org/entity/Q3732181,http://it.wikipedia.org/wiki/Ernesto_Biondi,data and vocab,,https://d-nb.info/gnd/132155672
5,Winkler Othmar,,vocab,1930,1940,http://viaf.org/viaf/58302940,http://vocab.getty.edu/ulan/500196550,http://www.wikidata.org/entity/Q26508910,,vocab,http://id.loc.gov/authorities/names/n94014301,https://d-nb.info/gnd/118810510
5,Zampa Giacomo,,,1770,1779,,,,,,,
5,Boscaratti Felice,,data and vocab,1750,1799,http://viaf.org/viaf/5201542,http://vocab.getty.edu/ulan/500032166,http://www.wikidata.org/entity/Q5441673,http://it.wikipedia.org/wiki/Felice_Boscaratti,data and vocab,http://id.loc.gov/authorities/names/nr2003014769,https://d-nb.info/gnd/12582808X
5,Zoboli Giacomo,,manual,1724,1799,http://viaf.org/viaf/57663818,http://vocab.getty.edu/ulan/500019693,http://www.wikidata.org/entity/Q6120001,,manual,http://id.loc.gov/authorities/names/n85327506,https://d-nb.info/gnd/128399546
5,Greco Gennaro,Mascacotta,vocab,1690,1714,http://viaf.org/viaf/3384318,http://vocab.getty.edu/ulan/500003563,http://www.wikidata.org/entity/Q5533383,,vocab,,https://d-nb.info/gnd/123605849
5,Manetti Domenico,,vocab,1630,1663,http://viaf.org/viaf/20558441,http://vocab.getty.edu/ulan/500001975,http://www.wikidata.org/entity/Q687316,,vocab,http://id.loc.gov/authorities/names/nr91028964,https://d-nb.info/gnd/122234456
5,Abbati Giuseppe,,data and vocab,1850,1868,http://viaf.org/viaf/22938823,http://vocab.getty.edu/ulan/500016852,http://www.wikidata.org/entity/Q1346145,http://it.wikipedia.org/wiki/Giuseppe_Abbati,data and vocab,http://id.loc.gov/authorities/names/n85221444,https://d-nb.info/gnd/118845918
5,Gualino Pesellinesque Master,,,1450,1499,,,,,,,
5,Nasini,,vocab,1600,1801,,http://vocab.getty.edu/ulan/500420766,,,vocab,,
5,Maglioli Francesco,,,1635,1699,,,,,,,
5,Baldo de' Sarofini,,data,1490,1510,http://viaf.org/viaf/96598754,http://vocab.getty.edu/ulan/500124243,,,data,,
5,Ligustri Tarquinio,,data,1575,1625,http://viaf.org/viaf/96023936,http://vocab.getty.edu/ulan/500051379,http://www.wikidata.org/entity/Q97577447,,data,http://id.loc.gov/authorities/names/n2001001051,https://d-nb.info/gnd/122417720
5,Varotari Chiara,,data,1604,1660,http://viaf.org/viaf/95863561,http://vocab.getty.edu/ulan/500029469,http://www.wikidata.org/entity/Q1152279,http://it.wikipedia.org/wiki/Chiara_Varotari,data,http://id.loc.gov/authorities/names/nr92024173,https://d-nb.info/gnd/1238635911
5,Baldini Pietro Paolo,,data and vocab,1630,1650,http://viaf.org/viaf/81437829,http://vocab.getty.edu/ulan/500120303,http://www.wikidata.org/entity/Q3388160,,data and vocab,,https://d-nb.info/gnd/137215231
5,Luca da Perugia,,vocab,1400,1424,,http://vocab.getty.edu/ulan/500102949,http://www.wikidata.org/entity/Q96774332,,vocab,,
5,Corcos Vittorio Matteo,,data,1880,1933,http://viaf.org/viaf/69202320,http://vocab.getty.edu/ulan/500046324,http://www.wikidata.org/entity/Q1384941,http://it.wikipedia.org/wiki/Vittorio_Matteo_Corcos,data,http://id.loc.gov/authorities/names/nr97034077,https://d-nb.info/gnd/136329608
5,Marinali Orazio,,vocab,1660,1720,http://viaf.org/viaf/47848426,http://vocab.getty.edu/ulan/500028392,http://www.wikidata.org/entity/Q3355155,,vocab,http://id.loc.gov/authorities/names/nr2003021231,https://d-nb.info/gnd/129679240
5,Carlo di Giovanni,,data and vocab,1445,1458,http://viaf.org/viaf/309813761,http://vocab.getty.edu/ulan/500330852,http://www.wikidata.org/entity/Q108718038,,data and vocab,,
5,Diotallevi di Angeluccio,,,1380,1399,,,,,,,
5,Rozzolone Pietro,,data and vocab,1484,1526,http://viaf.org/viaf/95878928,http://vocab.getty.edu/ulan/500032027,http://www.wikidata.org/entity/Q1624373,,data and vocab,,
5,Rapous Michele Antonio,,vocab,1750,1790,,http://vocab.getty.edu/ulan/500044790,http://www.wikidata.org/entity/Q38005419,,vocab,,
5,Brustolon Andrea,,data and vocab,1680,1732,http://viaf.org/viaf/57551145,http://vocab.getty.edu/ulan/500002627,http://www.wikidata.org/entity/Q3615560,http://it.wikipedia.org/wiki/Andrea_Brustolon,data and vocab,http://id.loc.gov/authorities/names/nr95001706,https://d-nb.info/gnd/124631509
5,Olivieri Maffeo,,data and vocab,1517,1530,http://viaf.org/viaf/32870446,http://vocab.getty.edu/ulan/500120076,http://www.wikidata.org/entity/Q3843045,,data and vocab,http://id.loc.gov/authorities/names/nr88001280,https://d-nb.info/gnd/122127595
5,Zacchia Lorenzo,Zacchia il Giovane,,,,,,,,,,
5,Scaramuccia Luigi Pellegrino,,vocab,1635,1680,http://viaf.org/viaf/84976587,http://vocab.getty.edu/ulan/500018425,http://www.wikidata.org/entity/Q3266512,,vocab,http://id.loc.gov/authorities/names/no2019127525,https://d-nb.info/gnd/174256647
5,Cannizzaro Vincenzo,,manual,1750,1799,,http://vocab.getty.edu/ulan/500556942,,,manual,,
5,Berrettoni Niccolò,,data and vocab,1660,1682,http://viaf.org/viaf/22990554,http://vocab.getty.edu/ulan/500004386,http://www.wikidata.org/entity/Q2406864,http://it.wikipedia.org/wiki/Niccol%C3%B2_Berrettoni,data and vocab,http://id.loc.gov/authorities/names/n2001032712,https://d-nb.info/gnd/121172325
5,Mottis Agostino de',,vocab,1478,1478,,http://vocab.getty.edu/ulan/500043310,,,vocab,,
5,Consortini Raffaello,,,1920,1969,,,,,,,
5,Santoro Rubens,,vocab,1880,1942,http://viaf.org/viaf/51637792,http://vocab.getty.edu/ulan/500029243,http://www.wikidata.org/entity/Q15996346,,vocab,http://id.loc.gov/authorities/names/nr2003039652,https://d-nb.info/gnd/128558547
5,Aleni Tommaso,Fadino,data,1497,1526,http://viaf.org/viaf/95720373,http://vocab.getty.edu/ulan/500006482,http://www.wikidata.org/entity/Q3992696,http://it.wikipedia.org/wiki/Tommaso_de_Aleni,data,http://id.loc.gov/authorities/names/nr91029672,
5,Pier Francesco di Bartolomeo,Pierino da Vinci,data,1550,1554,http://viaf.org/viaf/251017414,http://vocab.getty.edu/ulan/500005438,http://www.wikidata.org/entity/Q2257005,,data,http://id.loc.gov/authorities/names/nr90006756,https://d-nb.info/gnd/11950314X
5,Cort Cornelis,,vocab,1567,1599,http://viaf.org/viaf/41881774,http://vocab.getty.edu/ulan/500011556,http://www.wikidata.org/entity/Q167220,,vocab,http://id.loc.gov/authorities/names/nr95000677,https://d-nb.info/gnd/119206064
5,Seiter Daniel,,,,,,,,,,,
5,Machilone da Spoleto,,,1257,1280,,,,,,,
5,Chiodarolo Giovanni Maria,,,,,,,,,,,
5,Lamparelli Carlo,,,1650,1727,,,,,,,
5,Bartolomeo da Reggio/ Jacopino da Reggio,,,,,,,,,,,
5,Gandini del Grano Giorgio,,data,,,http://viaf.org/viaf/67522392,http://vocab.getty.edu/ulan/500017624,http://www.wikidata.org/entity/Q509486,http://it.wikipedia.org/wiki/Giorgio_Gandini_del_Grano,data,,https://d-nb.info/gnd/128580356
5,Ximenes Ettore,,vocab,1885,1928,http://viaf.org/viaf/59374295,http://vocab.getty.edu/ulan/500032126,http://www.wikidata.org/entity/Q1368887,,vocab,http://id.loc.gov/authorities/names/n95052032,https://d-nb.info/gnd/119192195
5,Loschi Jacopo,,,1450,1474,,,,,,,
5,Fiammeri Giovanni Battista,,data,1550,1640,http://viaf.org/viaf/95745862,http://vocab.getty.edu/ulan/500010670,http://www.wikidata.org/entity/Q3107066,http://it.wikipedia.org/wiki/Giovanni_Battista_Fiammeri,data,,https://d-nb.info/gnd/132463164
5,Gennari Bartolomeo,,vocab,1610,1661,http://viaf.org/viaf/10121716,http://vocab.getty.edu/ulan/500141254,http://www.wikidata.org/entity/Q3635372,,vocab,,https://d-nb.info/gnd/133428001
5,Fantone Francesco,,data,1530,1530,http://viaf.org/viaf/95818656,http://vocab.getty.edu/ulan/500022304,http://www.wikidata.org/entity/Q112864579,,data,,
5,De Rossi Giovanni Battista,,manual,1722,1899,,http://vocab.getty.edu/ulan/500296839,,,manual,,
5,Giner Vicente,,vocab,1660,1680,,http://vocab.getty.edu/ulan/500036146,http://www.wikidata.org/entity/Q9093293,,vocab,,
5,Bosilio Manfredino,,data and vocab,1475,1499,http://viaf.org/viaf/95974649,http://vocab.getty.edu/ulan/500044748,http://www.wikidata.org/entity/Q59854986,,data and vocab,,https://d-nb.info/gnd/1125634537
5,Boldù Giovanni,,vocab,1457,1466,http://viaf.org/viaf/95693828,http://vocab.getty.edu/ulan/500002178,http://www.wikidata.org/entity/Q1525972,,vocab,,https://d-nb.info/gnd/121035840
5,Laurana Luciano,,,,,,,,,,,
5,Tadolini Adamo,,vocab,1622,1838,http://viaf.org/viaf/74726164,http://vocab.getty.edu/ulan/500112157,http://www.wikidata.org/entity/Q351651,,vocab,,https://d-nb.info/gnd/122100603
5,Bonatti Giovanni,,vocab,1625,1699,http://viaf.org/viaf/288670470,http://vocab.getty.edu/ulan/500001042,http://www.wikidata.org/entity/Q5565359,,vocab,,https://d-nb.info/gnd/142652180
5,Pagani Lattanzio,,vocab,1540,1569,http://viaf.org/viaf/13158030,http://vocab.getty.edu/ulan/500028208,http://www.wikidata.org/entity/Q3218547,,vocab,,https://d-nb.info/gnd/121211770
5,Michele di Baldovino,Maestro della Croce di San Pierino,,1250,1274,,,,,,,
5,Roncelli Giuseppe,,data,1680,1729,http://viaf.org/viaf/96530675,http://vocab.getty.edu/ulan/500113003,http://www.wikidata.org/entity/Q97325497,,data,,
5,Falier Antonio,Antonio da Negroponte,vocab,1450,1460,http://viaf.org/viaf/67321865,http://vocab.getty.edu/ulan/500009261,http://www.wikidata.org/entity/Q200632,,vocab,,https://d-nb.info/gnd/121396932
5,Mazza Damiano,,data,1573,1620,http://viaf.org/viaf/95732243,http://vocab.getty.edu/ulan/500008393,http://www.wikidata.org/entity/Q5212371,http://it.wikipedia.org/wiki/Damiano_Mazza,data,,https://d-nb.info/gnd/101204663X
5,Alberti Leon Battista,,vocab,1430,1472,http://viaf.org/viaf/29559625,http://vocab.getty.edu/ulan/500002025,http://www.wikidata.org/entity/Q182046,,vocab,http://id.loc.gov/authorities/names/n79005570,https://d-nb.info/gnd/11850147X
5,Marescotti Antonio,,,1440,1464,,,,,,,
5,Lippi Filippo/ Diamante fra',,,,,,,,,,,
5,Alibrandi Girolamo,,data,1490,1524,http://viaf.org/viaf/95702192,http://vocab.getty.edu/ulan/500003555,http://www.wikidata.org/entity/Q326959,http://it.wikipedia.org/wiki/Girolamo_Alibrandi,data,,https://d-nb.info/gnd/1139218158
5,Duce Aimone,,data and vocab,1425,1450,http://viaf.org/viaf/96008734,http://vocab.getty.edu/ulan/500049158,http://www.wikidata.org/entity/Q2828016,,data and vocab,,
5,Lupo di Francesco,,vocab,1320,1326,http://viaf.org/viaf/67568335,http://vocab.getty.edu/ulan/500077695,http://www.wikidata.org/entity/Q3267694,,vocab,,https://d-nb.info/gnd/130246697
5,Leonardo di Michelino da Besozzo,,,1440,1450,,,,,,,
5,Gerolamo da Vicenza,,,1475,1524,,,,,,,
5,Podesti Francesco,,vocab,1831,1880,http://viaf.org/viaf/59357085,http://vocab.getty.edu/ulan/500007511,http://www.wikidata.org/entity/Q1441194,,vocab,http://id.loc.gov/authorities/names/nr96033840,https://d-nb.info/gnd/119474506
5,Caccini Giovan Battista,,data,1580,1603,http://viaf.org/viaf/79202851,http://vocab.getty.edu/ulan/500007809,http://www.wikidata.org/entity/Q1086991,http://it.wikipedia.org/wiki/Giovanni_Battista_Caccini,data,http://id.loc.gov/authorities/names/nr2001020073,https://d-nb.info/gnd/12354727X
