count,value,sources,authority_id,exactMatch,broadMatch,narrowMatch,closeMatch,relatedMatch
287,getönt,"hertziana,khi,marburg",47036400,http://vocab.getty.edu/aat/300053059,,,,
285,montiert,"hertziana,khi",47002500,http://vocab.getty.edu/aat/300081370,,,,
275,doubliert,"hertziana,khi",47076200,,http://vocab.getty.edu/aat/300223809,,,
259,gegilbt,"hertziana,khi",47053600,,,,,
259,Zirkel,"hertziana,khi",,,,,,
244,Aquatinta (Druckverfahren),khi,46924500,http://vocab.getty.edu/aat/300053242,,,,
215,Holzschnitt (Druckverfahren),"khi,marburg",46939600,http://vocab.getty.edu/aat/300053296,,,,http://vocab.getty.edu/aat/300041405
169,teilvergoldet,"hertziana,khi",20130066,http://vocab.getty.edu/aat/300233409,,,,
168,inkrustiert,"hertziana,khi",47023900,http://vocab.getty.edu/aat/300053850,,,,
166,Bleistift,"hertziana,khi",,,,,,
163,gedrechselt,"hertziana,khi",46909100,,http://vocab.getty.edu/aat/300053158,,,
160,lackiert,"hertziana,khi",47020100,http://vocab.getty.edu/aat/300053796,,,,http://vocab.getty.edu/aat/300053825
159,stuckiert,"hertziana,khi",46992500,http://vocab.getty.edu/aat/300053875,,,,
157,versilbert,"hertziana,khi",46983900,http://vocab.getty.edu/aat/300053989,,,,
155,gegriffelt,"hertziana,khi",47053200,,,,,http://vocab.getty.edu/aat/300022432
141,retuschiert,"hertziana,khi,marburg",,,,,,
133,bestrichen,"hertziana,khi",47081800,,,,,
126,Monochromie,"hertziana,khi",47002700,,,,,
121,mosaiziert,"hertziana,khi",20130062,http://vocab.getty.edu/aat/300138684,,,,
120,gestickt,"hertziana,khi",46862200,http://vocab.getty.edu/aat/300053653,,,,
113,reliefiert,"hertziana,khi",46994900,http://vocab.getty.edu/aat/300053622,,,,
113,eingeritzt,"hertziana,khi",47073600,,,,,
111,Kreidelithographie,hertziana,,,,,,
107,durchstochen,"hertziana,khi",47075200,http://vocab.getty.edu/aat/300231153,,,,
104,handkoloriert,"hertziana,khi",47024900,http://vocab.getty.edu/aat/300133555,,,,
101,geklebt,"hertziana,khi",47052600,http://vocab.getty.edu/aat/300053012,,,,
101,durchbrochen,"hertziana,khi",47075600,http://vocab.getty.edu/aat/300265238,,,,
97,Grisaille,"hertziana,khi,marburg",46894200,http://vocab.getty.edu/aat/300053386,,,,
96,gehöht (weiß),"hertziana,khi",,,,,,
94,geschmiedet,"hertziana,khi",47045600,http://vocab.getty.edu/aat/300054033,,,,
89,gewebt,"hertziana,khi",46855800,http://vocab.getty.edu/aat/300053642,,,,
88,Feder (braun),hertziana,,,,,,
87,getuscht,"hertziana,khi",47106400,http://vocab.getty.edu/aat/300410479,,,,
84,Chromolithographie (Druckverfahren),khi,20130057,http://vocab.getty.edu/aat/300190525,,,,
83,Stereoskopie,khi,20132234,,,,,
80,gestrichen,"hertziana,marburg",,,,,,
79,punktiert,"hertziana,khi",46996700,http://vocab.getty.edu/aat/300053427,,,,
78,Hohlguss,"hertziana,khi",46911800,,http://vocab.getty.edu/aat/300053104,,,
77,gewischt,"hertziana,khi",47027000,,,,,
75,Stahlstich,hertziana,,,,,,
72,Rohrfeder,"hertziana,khi",46818000,http://vocab.getty.edu/aat/300022464,,,,
68,laviert (braun),hertziana,,,,,,
67,Enkaustik,"hertziana,khi",47070200,http://vocab.getty.edu/aat/300053353,,,,
67,Polychromie,"hertziana,khi",46996900,http://vocab.getty.edu/aat/300247962,,,,
66,gedreht,"hertziana,khi",47063600,http://vocab.getty.edu/aat/300053158,,,,
64,bianco su bianco,hertziana,46907400,,,,,
55,Aquatinta,"hertziana,khi",,,,,,
54,modelliert,"hertziana,khi",20350001,http://vocab.getty.edu/aat/300053130,,,,
54,ergänzt,khi,,,,,,
54,gemalt,hertziana,46894800,http://vocab.getty.edu/aat/300054216,,,,
53,Sekkomalerei,"hertziana,khi,marburg",46993300,http://vocab.getty.edu/aat/300053374,,,,
51,Kreide,"hertziana,khi",,,,,,
51,Fayence,"hertziana,khi",,,,,,
48,Linolschnitt,hertziana,,,,,,
46,Mischtechnik,"hertziana,khi",47003100,http://vocab.getty.edu/aat/300179099,,,,
46,Kaltnadelradierung,hertziana,,,,,,
44,Rötel,hertziana,,,,,,
43,geprägt,"hertziana,khi",47049000,http://vocab.getty.edu/aat/300053826,,,,
42,ausgeschnitten,"hertziana,khi",47090400,,,,http://vocab.getty.edu/aat/300053069,
42,eingelegt,"hertziana,khi",47074200,,,,,
42,gebräunt,"hertziana,khi",47064400,,,,,
41,Niello,"hertziana,khi",46887700,http://vocab.getty.edu/aat/300054022,,,,
41,laviert (grau),hertziana,,,,,,
40,opus sectile,"hertziana,khi",20132043,http://vocab.getty.edu/aat/300404030,,,,
40,handgeschrieben,"hertziana,khi",47025100,http://vocab.getty.edu/aat/300252927,,,,
38,opus caementicium,"hertziana,khi",,,,,,
37,Metallgriffel,"hertziana,khi",,,,,,
36,appliziert,"hertziana,khi",47119900,http://vocab.getty.edu/aat/300053646,,,,
36,Wachsausschmelzverfahren,hertziana,46911000,http://vocab.getty.edu/aat/300053113,,,,
36,Umrissradierung,hertziana,,,,,,
35,Stahlstich (Druckverfahren),"khi,marburg",46919900,http://vocab.getty.edu/aat/300190536,,,,
35,beschnitten,"hertziana,khi",20131772,,,,,
34,geschnitten,"hertziana,khi",47045400,http://vocab.getty.edu/aat/300053069,,,,
32,Chromolithographie,"hertziana,khi",,,,,,
32,Punktiermanier,hertziana,46887300,,http://vocab.getty.edu/aat/300053239,,,
32,Nadel,hertziana,,,,,,
32,Grabstichel,hertziana,,,,,,
30,gesägt,khi,47047400,http://vocab.getty.edu/aat/300053072,,,,
30,geklöppelt,khi,46863000,,http://vocab.getty.edu/aat/300053651,,,http://vocab.getty.edu/aat/300132869
28,Tiefdruck,khi,46924900,http://vocab.getty.edu/aat/300053218,,,,
27,Offsetdruck,"hertziana,khi",46931100,http://vocab.getty.edu/aat/300053279,,,,
27,Filigran,"hertziana,khi,marburg",47069400,,,,,
27,furniert,"hertziana,khi",46910300,http://vocab.getty.edu/aat/300053878,,,,
27,Farbholzschnitt,hertziana,,,,,,
26,Freskomalerei (auf Leinwand übertragen),"hertziana,khi",,,,,,
26,Sgraffito,"hertziana,khi",46811100,http://vocab.getty.edu/aat/300266416,,,,
26,Heliogravüre,"hertziana,khi",46923500,http://vocab.getty.edu/aat/300053207,,,,
26,Feder (schwarz),hertziana,,,,,,
25,Gegendruck,hertziana,46942000,,,,,
25,Kreidelithografie,hertziana,,,,,,
24,Collage,"hertziana,khi",,,,,,
24,Klischee,khi,46936400,,,,http://vocab.getty.edu/aat/300234669,http://vocab.getty.edu/aat/300234332
24,Pinsel (braun),hertziana,,,,,,
23,Pastiglia,"hertziana,khi",46812100,http://vocab.getty.edu/aat/300229949,,,,
23,gemeißelt,"hertziana,khi",47050600,,http://vocab.getty.edu/aat/300053149,,,
23,Tempera,"hertziana,khi",,,,,,
22,Tinte,"hertziana,khi",,,,,,
22,Hochdruck,hertziana,46940800,,,,,http://vocab.getty.edu/aat/300041391
21,lasiert,"hertziana,khi,marburg",47017300,http://vocab.getty.edu/aat/300157950,,,,
21,Typendruck,"hertziana,khi",46917500,,http://vocab.getty.edu/aat/300178926,,,
21,aufgenäht,marburg,,,,,,
20,geschliffen,"hertziana,khi,marburg",,,,,,
20,genagelt,"hertziana,khi",20131844,,,,,
20,gekachelt,marburg,,,,,,
20,Freskomalerei (auf Platte übertragen),hertziana,,,,,,
19,gefirnisst,"hertziana,khi",47055000,http://vocab.getty.edu/aat/300053825,,,,
19,gewachst,"hertziana,khi",47028200,,,,,
17,gelötet,"hertziana,khi",47051200,http://vocab.getty.edu/aat/300053949,,,,
17,Stift,hertziana,,,,,,
16,marmoriert,"hertziana,khi",47003700,http://vocab.getty.edu/aat/300053812,,,,
16,gebunden,"hertziana,khi",47064200,,,,,
16,geölt,"hertziana,khi",47049800,,,,,
16,opus quadratum,"hertziana,khi",,,,,,
16,feuervergoldet,"hertziana,khi",47069600,,http://vocab.getty.edu/aat/300053789,,,
16,Color print,hertziana,46882800,http://vocab.getty.edu/aat/300128359,,,,
16,Roulette,hertziana,,,,,,
16,x,hertziana,,,,,,
15,Farblithographie,hertziana,,,,,,
15,Lüstertechnik,hertziana,46901000,,,,,
15,Gouache,hertziana,,,,,,
15,Winkelmaß,hertziana,,,,,,
15,Offsetlithographie,hertziana,,,,,,
15,Clair-obscur-Schnitt,hertziana,47076800,,http://vocab.getty.edu/aat/300053414,,,
14,durchgeschnitten,"hertziana,khi",46850100,,,,,
14,verputzt,"hertziana,khi",46975400,http://vocab.getty.edu/aat/300053864,,,,
14,Monotypie (Druckverfahren),khi,46934200,http://vocab.getty.edu/aat/300053277,,,,http://vocab.getty.edu/aat/300041538
14,bestickt,"hertziana,khi,marburg",,,,,,
14,broschiert,khi,46961600,,,,,
14,gefaltet,"hertziana,khi",47063000,,,,,
14,Prägedruck,hertziana,46929500,,,,,
14,Farbendruck,hertziana,46953200,http://vocab.getty.edu/aat/300053329,,,,
14,Pinsel (grau),hertziana,,,,,,
13,Bronzeguss,"hertziana,khi",46913000,,http://vocab.getty.edu/aat/300053104,,,
13,Filzstift,"hertziana,khi",20410063,,,,,http://vocab.getty.edu/aat/300022458
13,polychrom,"hertziana,khi",,,,,,
13,laviert (graubraun),hertziana,,,,,,
13,Spitzpinsel,hertziana,,,,,,
12,Lichtdruck (Verfahren),khi,46873200,http://vocab.getty.edu/aat/300053204,,,,
12,Fresko,"hertziana,khi",,,,,,
12,gefalzt,"hertziana,khi",47062600,,,,,
12,Öl,khi,,,,,,
11,gestanzt,"hertziana,khi",46890700,http://vocab.getty.edu/aat/300235631,,,,
11,beschlagen,"hertziana,khi",47083000,,,,,
11,zerschnitten,"hertziana,khi",46981500,,,,,
11,Heliogravure,hertziana,,,,,,
10,Holz,khi,,,,,,
10,Gouache (Technik),marburg,01200052,http://vocab.getty.edu/aat/300404215,,,,
10,Zellenschmelz,"hertziana,marburg",47070600,http://vocab.getty.edu/aat/300053778,,,,
10,Tusche,hertziana,,,,,,
10,Schabkunst,hertziana,46920300,http://vocab.getty.edu/aat/300053233,,,,
9,übergangen,"hertziana,khi",46991900,,,,,
9,Kohle,"hertziana,khi",,,,,,
9,Metallfeder,"hertziana,khi",46826200,,,,,
9,Kreide (schwarz),"hertziana,khi",,,,,,
9,Scharffeuerkeramik,marburg,,,,,,
9,gebrannt,hertziana,46905400,http://vocab.getty.edu/aat/300053887,,,,
9,laviert (sepia),hertziana,,,,,,
9,bossiert,hertziana,46979200,,http://vocab.getty.edu/aat/300053149,,,
9,vorgeritzt,hertziana,46982500,,,,,
8,bedruckt,"hertziana,khi,marburg",47089400,,,,http://vocab.getty.edu/aat/300053319,
8,genietet,khi,47050400,http://vocab.getty.edu/aat/300053019,,,,
8,Hinterglasmalerei,khi,,,,,,
8,abgeformt,khi,,,,,,
8,Goldfadenstickerei,khi,46858000,http://vocab.getty.edu/aat/300400718,,,,
8,poliert,"hertziana,khi",46997300,http://vocab.getty.edu/aat/300053867,,,,
8,Laviert (braun),hertziana,,,,,,
8,Fotografie,hertziana,,,,,,
7,gewirkt,"hertziana,khi",47027400,,,,,http://vocab.getty.edu/aat/300061981
7,Reproduktion von fotografischer Aufsichtsvorlage,khi,,,,,,
7,Gobelinstickerei,"hertziana,khi",46858200,http://vocab.getty.edu/aat/300264031,,,,
7,opus reticulatum,"hertziana,khi",20132042,http://vocab.getty.edu/aat/300262690,,,,
7,gehämmert,"hertziana,khi",47053000,http://vocab.getty.edu/aat/300054098,,,,
7,Aufglasurmalerei,"khi,marburg",46908000,,,,,
7,übermalt,"hertziana,khi",46991500,http://vocab.getty.edu/aat/300053403,,,,
7,gedrückt,"hertziana,khi",47063400,,,,http://vocab.getty.edu/aat/300053136,
7,Blaupause,marburg,,,,,,
7,laviert (schwarz),hertziana,,,,,,
7,Stich,hertziana,,,,,,
7,Freskomalerei (auf neuen Grund übertragen),hertziana,,,,,,
7,Umdruck,hertziana,46917100,http://vocab.getty.edu/aat/300250552,,,,
7,Holzstich,hertziana,,,,,,
6,zusammengefügt,"hertziana,khi",46981300,,,,,
6,geschwärzt,"hertziana,khi",47044200,,,,http://vocab.getty.edu/aat/300379491,
6,Tempera auf Holz,khi,,,,,,
6,kombiniert,khi,,,,,,
6,gedruckt,"hertziana,khi",46943000,http://vocab.getty.edu/aat/300053319,,,,
6,opus latericium,"hertziana,khi",,,,,,
6,Oligochromie,khi,,,,,,
6,rotfigurig,"hertziana,khi",46900200,http://vocab.getty.edu/aat/300387208,,,,
6,Marketerie,"hertziana,khi,marburg",46843900,http://vocab.getty.edu/aat/300053853,,,,
6,Fachwerk,"hertziana,khi",46973600,http://vocab.getty.edu/aat/300125479,,,,
6,Sichtmauerwerk,hertziana,,,,,,
6,gehöht (weiss),hertziana,,,,,,
6,Scherenschnitt,hertziana,46993700,http://vocab.getty.edu/aat/300435454,,,,
6,Laviert,hertziana,,,,,,
6,gefasst (polychrom),hertziana,,,,,,
5,Lichtdruck,"hertziana,khi",,,,,,
5,opus incertum,"hertziana,khi",,,,,,
5,geschweißt,"hertziana,khi",47044400,http://vocab.getty.edu/aat/300053958,,,,
5,gebeizt,"hertziana,khi",47065600,http://vocab.getty.edu/aat/300053058,,,,
5,Zeichnung,"hertziana,khi",,,,,,
5,gestochen,"hertziana,khi",,,,,,
5,Clair-obscur-Malerei,"hertziana,khi",46896000,,,,,
5,abgegossen,"hertziana,khi",,,,,,
5,Kreide (rot),hertziana,,,,,,
5,Pinsel (sepia),hertziana,,,,,,
5,bronziert,hertziana,47077200,http://vocab.getty.edu/aat/300053988,,,,
5,Mauerwerk,hertziana,,,,,,
4,Repro,khi,,,,,,
4,parkettiert,khi,46908700,,http://vocab.getty.edu/aat/300249127,,,
4,Holz; polychrom gefasst,khi,,,,,,
4,"Albuminpapier, auf Karton kaschiert, retuschiert",khi,,,,,,
4,Strichätzung,"hertziana,khi,marburg",46925100,http://vocab.getty.edu/aat/300154361,,,,
4,Abreibung,khi,20220108,http://vocab.getty.edu/aat/300178924,,,,
4,Feder und Tusche,khi,,,,,,
4,geheftet,khi,46961200,,,,,
4,Farbschnitt,khi,,,,,,
4,ausgesägt,khi,47090000,,,,,
4,Grubenschmelz,khi,47070800,http://vocab.getty.edu/aat/300053777,,,,
4,tauschiert,"hertziana,khi",46886300,http://vocab.getty.edu/aat/300054019,,,,
4,Stich (Druckverfahren),khi,20220098,http://vocab.getty.edu/aat/300053225,,,,
4,bezogen,khi,47078200,,,,http://vocab.getty.edu/aat/300231992,
4,Autotypie,khi,46885600,,,,,
4,Mezzo-Majolika,khi,,,,,,
4,Silberstift,khi,,,,,,
4,ausgehöhlt,khi,47091200,,,,,
4,geblasen,"hertziana,khi",46915100,http://vocab.getty.edu/aat/300053932,,,,
4,Silhouettenkunst,"hertziana,khi",46993100,,,,,
4,überarbeitet,khi,,,,,,
4,Leinwand,khi,,,,,,
4,verkleidet,"hertziana,khi",46985900,,,,,
4,roter Stift auf weißem Papier,khi,,,,,,
4,Gelbguss,"hertziana,khi",46890900,,,,,
4,gesprüht,"hertziana,marburg",47042400,,,,,
4,eingefasst,marburg,,,,,,
4,Eisenradierung,hertziana,,,,,,
4,beschriftet,hertziana,47082400,,,,,
4,opus cyprense,hertziana,46855400,,,,,
4,vorskizziert,hertziana,46982300,,,,,
4,rustiziert,hertziana,46977400,,,,,http://vocab.getty.edu/aat/300080140
4,---,hertziana,20131757,,,,,
4,opus anglicanum,hertziana,,,,,,
4,geformt,hertziana,47054000,http://vocab.getty.edu/aat/300053098,,,,
4,Pinsel (schwarz),hertziana,,,,,,
4,Silbergelatineabzug,hertziana,,,,,,
4,Feder  (braun),hertziana,,,,,,
3,Steinschnitt,"hertziana,khi",46810900,,,,,
3,geflochten,"hertziana,khi",47054200,http://vocab.getty.edu/aat/300053638,,,,
3,schraffiert,"hertziana,khi",46993500,http://vocab.getty.edu/aat/300101921,,,,
3,Kohledruck,khi,46935800,http://vocab.getty.edu/aat/300053500,,,,
3,gerissen,"hertziana,khi",47048400,,,,,
3,Quadermauerwerk,"hertziana,khi",46977600,,,,,
3,Goldpressung,"hertziana,khi",46960800,,http://vocab.getty.edu/aat/300263342,,,
3,verrieben,"hertziana,khi",46985100,http://vocab.getty.edu/aat/300053412,,,,
3,Eisenguss,"khi,marburg",46912800,,http://vocab.getty.edu/aat/300053104,,,
3,ungefasst,marburg,,,,,,
3,Feder (Zeichen- und Schreibgerät),marburg,46837800,,,,,http://vocab.getty.edu/aat/300054196
3,Schablonenmalerei,"hertziana,marburg",46994300,,,,http://vocab.getty.edu/aat/300053433,
3,Feder (sepia),hertziana,,,,,,
3,gummiert,hertziana,,,,,,
3,laviert (rot),hertziana,,,,,,
3,Gouache (weiss),hertziana,,,,,,
3,Siebdruck,hertziana,46956300,http://vocab.getty.edu/aat/300053281,,,,http://vocab.getty.edu/aat/300178688
3,Rasterdruck,hertziana,46928700,http://vocab.getty.edu/aat/300155640,,,,
3,Marouflage,hertziana,20132000,http://vocab.getty.edu/aat/300220940,,,,
3,Kreide (weiß),hertziana,,,,,,
3,auf Leinwand übertragen,hertziana,,,,,,
3,Frottage,hertziana,47067000,http://vocab.getty.edu/aat/300053430,,,,
3,Feder (schwarzbraun),hertziana,,,,,,
3,Kompass,hertziana,,,,,,
3,Farbradierung,hertziana,,,,,,
3,Feder (grau),hertziana,,,,,,
3,Goldgrund,hertziana,,,,,,
3,Stuck,hertziana,,,,,,
3,Farbstift,hertziana,,,,,,
3,aufgelegt,hertziana,47111900,,,,,
3,Wandmalerei,hertziana,,,,,,
3,Laviert (grau),hertziana,,,,,,
3,Marmor,hertziana,,,,,,
3,Crayonmanier,hertziana,46923900,http://vocab.getty.edu/aat/300178621,,,,
2,Ringöse,khi,46964500,,,,,
2,weißer und grüner Marmor,khi,,,,,,
2,Holzstich (Druckverfahren),khi,46939000,http://vocab.getty.edu/aat/300053303,,,,http://vocab.getty.edu/aat/300041402
2,brüniert,khi,47077000,,,,,http://vocab.getty.edu/aat/300379491
2,Flachdruck (Druckverfahren),khi,46948600,http://vocab.getty.edu/aat/300053255,,,,http://vocab.getty.edu/aat/300178376
2,Tempera und Öl auf Holz,khi,,,,,,
2,Silberstift; Feder,khi,,,,,,
2,Eisenradierung (Druckverfahren),khi,46921500,,http://vocab.getty.edu/aat/300053840,,,
2,Kerbschnitt,khi,46889100,http://vocab.getty.edu/aat/300054091,,,,
2,"Albuminpapier, auf Karton kaschiert",khi,,,,,,
2,gekratzt,khi,47052200,http://vocab.getty.edu/aat/300053711,,,,
2,Cyanotypie,khi,,,,,,
2,schwarzer Stein auf beigem Papier,khi,,,,,,
2,Vollguss,khi,46911200,,http://vocab.getty.edu/aat/300053104,,,
2,überzogen,khi,46989900,,,,,
2,plattiert,khi,20132061,,,,,
2,Feder in Braun,khi,,,,,,
2,gepolstert,khi,47049600,http://vocab.getty.edu/aat/300231992,,,,
2,Kastenschloss,khi,46966500,,,,,
2,Kaltnadelradierung (Druckverfahren),khi,46920900,http://vocab.getty.edu/aat/300053228,,,,
2,Ferrotypie,khi,,,,,,
2,geschraubt,khi,47044800,,,,,
2,Fotolithographie (Druckverfahren),khi,46944800,http://vocab.getty.edu/aat/300053275,,,,
2,digital,khi,,,,,,
2,illuminiert,khi,,,,,,
2,Feder und Gouache auf Pergament,khi,,,,,,
2,Terrakotta; polychrom glasiert,khi,,,,,,
2,überzeichnet,khi,46990100,,,,,
2,geschichtet,khi,20131848,,,,,
2,Helio,khi,,,,,,
2,Fadendekor,khi,46848700,,,,,
2,Nadelspitzenarbeit,khi,20132026,,,,,
2,Kreide in Schwarz,khi,,,,,,
2,Mischtechnik auf Holz,khi,,,,,,
2,geätzt,khi,47066400,http://vocab.getty.edu/aat/300053840,,,,
2,Fettstift,khi,46833600,,,,,
2,zusammengesetzt,khi,,,,,,
2,Kreide in Schwarz und Rot; Feder,khi,,,,,,
2,Photogravure,marburg,,,,,,
2,verchromt,marburg,46988100,,http://vocab.getty.edu/aat/300053991,,,http://vocab.getty.edu/aat/300011019
2,Kameentechnik,hertziana,20131922,,,,,
2,Mischtechnik Kupferstich und Radierung,hertziana,,,,,,
2,aquarelliert (braun und schwarz),hertziana,,,,,,
2,ölvergoldet,hertziana,47001300,http://vocab.getty.edu/aat/300230058,,,,
2,emailiert,hertziana,,,,,,
2,gebürstet,hertziana,46891300,,,,,
2,Monotypie,hertziana,,,,,,
2,Xerographie,hertziana,,,,,,
2,Goldschnitt,hertziana,46960600,,,,,
2,rauchpatiniert,hertziana,,,,,,
2,Reliefstickerei,hertziana,20132085,,,,,
2,verwischt,hertziana,20050056,,,,http://vocab.getty.edu/aat/300053412,
2,a lustro dorato,hertziana,46908200,,,,,
2,Emailmalerei,hertziana,47071200,,http://vocab.getty.edu/aat/300053773,,,
2,laviert (schwarz-grau),hertziana,,,,,,
2,profiliert,hertziana,46997100,http://vocab.getty.edu/aat/300218595,,,,
2,damasziert,hertziana,46892100,,,,,
2,Silbergelatine,hertziana,,,,,,
2,Mosaikgrund,hertziana,20132019,,,,,
2,gefaßt,hertziana,,,,,,
2,opus tesselatum,hertziana,,,,,,
2,opus mixtum,hertziana,,,,,,
2,Stecco,hertziana,,,,,,
1,Aluminiumätzung,marburg,,,,,,
1,Linolschnitt (Druckverfahren),marburg,46938600,http://vocab.getty.edu/aat/300060720,,,,http://vocab.getty.edu/aat/300041393
1,Knötchenstich,marburg,,,,,,
1,Ölfarbendruck,marburg,46930300,,,,,
1,Petit-Point-Stickerei,marburg,,,,,,
1,Rähmbau,marburg,20132093,,,,,
1,marmoiert,marburg,,,,,,
1,verglast,marburg,46986900,http://vocab.getty.edu/aat/300053676,,,,
1,beklebt,marburg,47088400,,,,,
1,fotomechanischer Prozess,marburg,20130460,http://vocab.getty.edu/aat/300053203,,,,
1,gekrazt,marburg,,,,,,
1,gekalkt,marburg,,,,,,
1,verschindelt,marburg,46984500,http://vocab.getty.edu/aat/300053685,,,,
1,Kreide (weiss),hertziana,,,,,,
1,Stechzirkel,hertziana,,,,,,
1,verzinnt,hertziana,46982900,,http://vocab.getty.edu/aat/300053991,,,http://vocab.getty.edu/aat/300133748
1,getöpfert,hertziana,46905200,,,,http://vocab.getty.edu/aat/300053901,
1,Kugelschreiber,hertziana,,,,,,
1,Kreide (braun),hertziana,,,,,,
1,Bromsilberdruck,hertziana,46884000,,,,,
1,Computer-Ausdruck,hertziana,,,,,,
1,aquarelliert (ocker),hertziana,,,,,,
1,aquarelliert (grau),hertziana,,,,,,
1,aquarelliert (rot),hertziana,,,,,,
1,aquarelliert (blaugrau),hertziana,,,,,,
1,Feder (hellblau),hertziana,,,,,,
1,Pinsel (hellblau),hertziana,,,,,,
1,emailliert (blau),hertziana,,,,,,
1,laviert (rotocker),hertziana,,,,,,
1,Tuschestift,hertziana,,,,,,
1,umhüllt,hertziana,46989500,,,,,
1,Kreidemanier,hertziana,,,,,,
1,aquarelliert (gelb),hertziana,,,,,,
1,"Kupferstich, koloriert",hertziana,,,,,,
1,Radierung und Aquatinta,hertziana,,,,,,
1,gerahmt,hertziana,,,,,,
1,Einfarbdruck,hertziana,46952600,,,,,
1,laviert (beige),hertziana,,,,,,
1,laviert (türkis),hertziana,,,,,,
1,gekreidet,hertziana,47052000,,,,,
1,Collas-Manier,hertziana,,,,,,
1,kalkiert,hertziana,47023300,,,,,
1,Tonpapier,hertziana,,,,,,
1,gewalzt,hertziana,47028000,,,,,
1,geknüpft,hertziana,46862800,,,,,
1,Abklatsch,hertziana,,,,,,
1,Skelettbau,hertziana,46974000,http://vocab.getty.edu/aat/300015341,,,,
1,Fotolithographie,hertziana,,,,,,
1,gemauert,hertziana,47051000,,http://vocab.getty.edu/aat/300054608,,,
1,Xylographie,hertziana,,,,,,
1,laviert (rosa),hertziana,,,,,,
1,laviert (gelb),hertziana,,,,,,
1,eingeschnitten,hertziana,47073200,,,,,
1,überklebt,hertziana,,,,,,
1,farbig ausgefüllt,hertziana,,,,,,
1,gepresst,hertziana,47049200,http://vocab.getty.edu/aat/300053136,,,,
1,Farbdruck,hertziana,,,,,,
1,befleckt,hertziana,,,,,,
1,Eglomisé,hertziana,,,,,,
1,Pinsel (braun und grau),hertziana,,,,,,
1,geschabt,hertziana,47047200,,,,http://vocab.getty.edu/aat/300053711,
1,durchlöchert,hertziana,47075400,,,,,
1,Stichel,hertziana,,,,,,
1,Clair-Obscur-Zeichnung,hertziana,,,,,,
