count,value,sources,authority_id,exactMatch,broadMatch,narrowMatch,closeMatch,relatedMatch
3,Spanplatte,"hertziana,khi",47611200,http://vocab.getty.edu/aat/300014208,,,,
3,Kordel,"hertziana,khi",47226500,http://vocab.getty.edu/aat/300014247,,,,
3,Diorit,"khi,marburg",47390900,http://vocab.getty.edu/aat/300011214,,,,
3,Kopierstift,"hertziana,khi",47821700,http://vocab.getty.edu/aat/300387418,,,,
3,Walknochen,"hertziana,khi",,,,,,
3,Glasstein,"hertziana,marburg",47654700,,,,,
3,Transparentfolie,"hertziana,marburg",20132172,,,,,
3,Muschelkalkstein,marburg,20132022,,,,,
3,Material,"hertziana,marburg",,,,,,
3,Findling,marburg,47381500,,http://vocab.getty.edu/aat/300011671,,http://vocab.getty.edu/aat/300011684,
3,Kaseintempera,marburg,47757400,http://vocab.getty.edu/aat/300015033,,,,
3,Topas,"hertziana,marburg",20132170,,,,,
3,Muffelfarbe,marburg,47791900,,,,http://vocab.getty.edu/aat/300147678,
3,Pietra d'Istria,hertziana,47356000,,,,,
3,Stein (rot),hertziana,,,,,,
3,Estompe,hertziana,,,,,,
3,braun),hertziana,,,,,,
3,Korallenkalk,hertziana,47226700,,,,,
3,Rohrgeflecht,hertziana,47405800,,http://vocab.getty.edu/aat/300014690,,,
3,Albuminabzug,hertziana,,,,,,
3,Papier (weiss),hertziana,,,,,,
3,Papier (hellblau),hertziana,,,,,,
3,Papier (grau),hertziana,,,,,,
3,Bigio morato,hertziana,47368000,,,,,
3,Firnis,hertziana,47835900,http://vocab.getty.edu/aat/300014974,,,,
3,Marmor (Rosso antico),hertziana,,,,,,
3,Stukko,hertziana,,,,,,
3,Papier (gelbbraun),hertziana,,,,,,
3,Africano,hertziana,,,,,,
3,Marmor (griechisch),hertziana,,,,,,
3,Papier (elfenbein),hertziana,,,,,,
2,Fotografie,khi,,,,,,
2,Giallo angelino,khi,,,,,,
2,Rotstift,khi,,,,,,
2,Verde di Montarrenti,khi,47336700,,,,,
2,Terrakota,khi,,,,,,
2,Bolus,khi,47779900,,,,,
2,Harz,khi,47409000,http://vocab.getty.edu/aat/300012882,,,,
2,Pietra arenaria,khi,,,,,,
2,Opal,khi,47384300,http://vocab.getty.edu/aat/300011129,,,,
2,Scharffeuerfarbe,khi,47774900,,,,,http://vocab.getty.edu/aat/300048642
2,Siegellack,khi,47771300,,,,,
2,Kupferfolie,khi,,,,,,
2,Satin,khi,47278600,,,,,
2,Onyxmarmor,khi,20132039,,,,,
2,Pékin lamé,khi,47294200,,,,,
2,Blassgold,khi,,,,,,
2,Zeitungspapier,khi,47415500,http://vocab.getty.edu/aat/300014137,,,,
2,Breccia medicea,khi,47367600,,,,,
2,Eibenholz,khi,47633100,http://vocab.getty.edu/aat/300012774,,,,
2,Zeichenfolie,khi,47215200,,,,,
2,Nephrit,khi,47356800,http://vocab.getty.edu/aat/300011120,,,,
2,Malachit,khi,47369600,,,,,
2,Prasem,khi,47384100,,,,,
2,Vogelfeder,khi,47250200,http://vocab.getty.edu/aat/300011809,,,,
2,Laubholz,khi,47623000,http://vocab.getty.edu/aat/300011916,,,,
2,Chintz,khi,01200042,http://vocab.getty.edu/aat/300132876,,,,
2,Bambus,khi,47414200,,,,,
2,Velours,khi,47256400,,,,,
2,Dolomit,khi,47390700,http://vocab.getty.edu/aat/300011348,,,,
2,Keramik (Material),khi,20130028,http://vocab.getty.edu/aat/300235507,,,,
2,Seidensatin,khi,47276200,,,,,
2,Breccia portoro,khi,47367400,,,,,
2,istrischer Kalkstein,khi,47373800,,http://vocab.getty.edu/aat/300011286,,,
2,Ambra,khi,47253300,,,,,
2,Pietra paesina,khi,,,,,,
2,Marmo,khi,,,,,,
2,Klinker,khi,20130029,,,,http://vocab.getty.edu/aat/300010599,
2,Werkstein,khi,,,,,,
2,Narwalzahn,khi,,,,,,
2,Wachsstift,khi,20132198,,,,,
2,Seidenbrokat,khi,47322500,,http://vocab.getty.edu/aat/300227779,,,
2,Feder auf weißem Papier,khi,,,,,,
2,Ocker,khi,,,,,,
2,Polystyrol,khi,47570800,,,,,
2,Kunstharz,khi,47805500,http://vocab.getty.edu/aat/300378967,,,,
2,Pflasterstein,khi,47356400,,,,,
2,Stuck (polychrom und teilvergoldet),khi,,,,,,
2,Tüll,khi,47258600,,,,,
2,Gras,khi,47410400,,,,,
2,Kollodiumpapier,khi,,,,,,
2,Baumwolle,khi,47328500,http://vocab.getty.edu/aat/300014067,,,,
2,Pietra bianca,khi,,,,,,
2,Rhinozeroshorn,khi,47247600,,,,,
2,Pietraforte,khi,,,,,,
2,Sandelholz,khi,47613000,http://vocab.getty.edu/aat/300012724,,,,
2,Prophyr,khi,,,,,,
2,Pékin liseré,khi,47294000,,,,,
2,Solnhofener Speckstein,khi,,,,,,
2,Verde di Genova,khi,,,,,,
2,parischer Marmor,khi,47362400,,http://vocab.getty.edu/aat/300011443,,,
2,Castagnola-Kalkstein,khi,47376000,,,,,
2,Golddraht,khi,20131863,,,,,
2,Wachsfarbe,khi,47726000,,,,,
2,Folie,khi,47579000,,,,,
2,Metallplatte,khi,47917100,,,,,
2,Pech,khi,,,,,,
2,Vermeil,khi,20132183,,,,,
2,geritzt,khi,,,,,,
2,Marmorpartikel,khi,47359600,,,,,
2,Buntstift,khi,,,,,,
2,Silbergrund,khi,47826800,,http://vocab.getty.edu/aat/300379350,,,
2,Quarz,khi,47353200,,,,,
2,Chinapapier,khi,47513300,http://vocab.getty.edu/aat/300183651,,,,
2,Stuck (polychrom),khi,,,,,,
2,Levkas,marburg,,,,,,
2,Adneter Marmor,"hertziana,marburg",47376700,,http://vocab.getty.edu/aat/300011443,,,
2,Furnier,marburg,47229900,http://vocab.getty.edu/aat/300012855,,,,
2,Rosenquarz,marburg,20132089,,,,,
2,Knochen (Material),marburg,48139400,http://vocab.getty.edu/aat/300011798,,,,
2,Platin,marburg,20340022,http://vocab.getty.edu/aat/300011031,,,,
2,Lithographiekreide,marburg,47811300,,,,http://vocab.getty.edu/aat/300022417,
2,Marmor (Carrara),hertziana,,,,,,
2,Marmor (Broccatello),hertziana,,,,,,
2,Tinte (blau),hertziana,,,,,,
2,Papier (blau,hertziana,,,,,,
2,grünlich),hertziana,,,,,,
2,Kieselstein,hertziana,47371200,http://vocab.getty.edu/aat/300011689,,,,
2,Fayence,hertziana,,,,,,
2,Rosengranit,hertziana,47378300,http://vocab.getty.edu/aat/300380422,,,,
2,Marmorstaub,hertziana,47359400,,,,,
2,"Marmor, italienisch",hertziana,,,,,,
2,Bigio-Granit,hertziana,,,,,,
2,Papier (beige-rosé),hertziana,,,,,,
2,Alabastermarmor,hertziana,,,,,,
2,Steifpapier,hertziana,,,,,,
2,Schaumstoff,hertziana,47569800,,,,,
2,Kalk,hertziana,47923200,,,,,
2,"Stuck, bemalt",hertziana,,,,,,
2,Olivenholz,hertziana,,,,,,
2,Lavis,hertziana,47795700,,,,,
2,Gewebe,hertziana,47313400,,,,,
2,Kreide (braun),hertziana,,,,,,
2,Weisse Höhung,hertziana,,,,,,
2,Breccia corallina,hertziana,47392700,,,,,
2,Bianco antico,hertziana,47368400,,,,,
2,Marmor (Istrien),hertziana,,,,,,
2,Borte,hertziana,47325300,http://vocab.getty.edu/aat/300232186,,,,
2,Hölz,hertziana,,,,,,
2,Laviert,hertziana,,,,,,
2,Papier (marmoriert),hertziana,,,,,,
2,Buntmarmor,hertziana,,,,,,
2,Gummi,hertziana,47410200,http://vocab.getty.edu/aat/300012866,,,,
2,Karton (graublau),hertziana,,,,,,
2,"Marmor, thasisch",hertziana,,,,,,
2,Fior di Pesco,hertziana,,,,,,
1,Holztafel,khi,,,,,,
1,Schnur,khi,47220300,,,,,
1,Kirschholz,marburg,,,,,,
1,Acrylglas,marburg,47582100,,http://vocab.getty.edu/aat/300379458,,,
1,Stahlblech,marburg,47544200,,http://vocab.getty.edu/aat/300223016,,,
1,Bronze versilbert,marburg,,,,,,
1,Ahornfurnier,marburg,,,,,,
1,Buntsandstein,marburg,47350100,,http://vocab.getty.edu/aat/300011376,,,
1,Anorthositgneis,marburg,,,,,,
1,Liquitex,marburg,47909400,,http://vocab.getty.edu/aat/300015058,,,
1,Ziegelstein,marburg,,,,,,
1,Schmuckstein,marburg,20131455,http://vocab.getty.edu/aat/300201964,,,,
1,Samenkörner,marburg,,,,,,
1,Fluorit,marburg,,,,,,
1,Menschenhaut,marburg,20132005,,,,,
1,Papie,marburg,,,,,,
1,Weidenholz,marburg,47605600,http://vocab.getty.edu/aat/300012498,,,,
1,Calcit,marburg,,,,,,
1,Aquarellkarton,marburg,47504100,,,,,
1,Aflenzer Kalksandstein,marburg,,,,,,
1,Papier (teils kartoniert),hertziana,,,,,,
1,Zinnbronze,hertziana,,,,,,
1,Tinter,hertziana,,,,,,
1,"Marmor, persisch",hertziana,,,,,,
1,Puzzolanerde,hertziana,,,,,,
1,Tinte (hellbraun),hertziana,,,,,,
1,Bigio antico,hertziana,47368200,,,,,
1,Glass,hertziana,,,,,,
1,Bigo,hertziana,,,,,,
1,Emailfarbe,hertziana,47853100,http://vocab.getty.edu/aat/300147678,,,,
1,Tusche (schwarz),hertziana,,,,,,
1,Tusche (braun),hertziana,,,,,,
1,Hartholz,hertziana,47630100,,,,http://vocab.getty.edu/aat/300011916,
1,Portasanta,hertziana,,,,,,
1,Walrosszahn,hertziana,47233000,http://vocab.getty.edu/aat/300417717,,,,
1,Stein (Mistretta),hertziana,,,,,,
1,Stein (San Marco D'Alunzio),hertziana,,,,,,
1,"Granit, brasilianisch",hertziana,,,,,,
1,Silberpoint,hertziana,,,,,,
1,Asche,hertziana,47232300,,,,,
1,Tinte (graubraun),hertziana,,,,,,
1,Öl Leinwand,hertziana,,,,,,
1,Kohle (schwarz),hertziana,,,,,,
1,Tonpapier (ockerrot),hertziana,,,,,,
1,Kugelschreiber,hertziana,,,,,,
1,Aquarellpapier,hertziana,47537300,,,,,
1,Maroquin,hertziana,47245000,http://vocab.getty.edu/aat/300227857,,,,
1,Fotoleinwand,hertziana,20131834,,,,,
1,Schlackenstein,hertziana,20132106,,,,,
1,Glaskeramik,hertziana,,,,,,
1,Keramikfliesen,hertziana,,,,,,
1,Pastell (rose,hertziana,,,,,,
1,Kalkstein (weiß),hertziana,,,,,,
1,Werkdruckpapier,hertziana,47417500,,,,,
1,Reispapier,hertziana,20410067,http://vocab.getty.edu/aat/300014129,,,,
1,Poros,hertziana,20132066,,,,,
1,Seidenfaden,hertziana,47267600,,http://vocab.getty.edu/aat/300243428,,,
1,Wurzelholz,hertziana,47603800,,,,,
1,Serravezza-Marmor,hertziana,,,,,,
1,Carrara-Marmor,hertziana,,,,,,
1,Horn,hertziana,,,,,,
1,Rosso di Francia,hertziana,,,,,,
1,"Silber, vergoldet",hertziana,,,,,,
1,Azurit,hertziana,47398500,http://vocab.getty.edu/aat/300013184,,,,
1,Africano verde,hertziana,47369000,,,,,
1,Metallfaden,hertziana,20132007,,,,,
1,Silberfarbe,hertziana,47770400,,,,,
1,Grottengestein,hertziana,,,,,,
1,Papier (blaugrau),hertziana,,,,,,
1,Tonpapier (grau),hertziana,,,,,,
1,"Silber, getrieben und ziseliert",hertziana,,,,,,
1,Pyrit,hertziana,20410068,http://vocab.getty.edu/aat/300011112,,,,
1,Ei,hertziana,,,,,,
1,Skizzenblockpapier,hertziana,,,,,,
1,Papierfaserstoff,hertziana,,,,,,
1,Bleifstift,hertziana,,,,,,
1,Pietra cesena di Urbino,hertziana,47356200,,,,,
1,Kalkbruchstein,hertziana,47377500,,,,,
1,Breccia verde,hertziana,47367200,,,,,
1,Stein (weiß),hertziana,,,,,,
1,stuck,hertziana,,,,,,
1,Metallfarbe,hertziana,47793700,,,,,
1,Conté-Stift,hertziana,47894500,http://vocab.getty.edu/aat/300011729,,,,
1,Blautannenholz,hertziana,47636100,,,,,
1,Pietra della Lessinia,hertziana,,,,,,
1,Zinkoxyd,hertziana,,,,,,
1,Polyvinylacetat (Vinavil),hertziana,,,,,,
1,Spanplatte (Cellotex),hertziana,,,,,,
1,Steatit,hertziana,20132139,,,,,
1,Zinkplatte,hertziana,47915900,,,,,
1,Kreide (grau),hertziana,,,,,,
1,Schwarzsteinstift,hertziana,,,,,,
1,"Terrakotta, bemalt",hertziana,,,,,,
1,Kleister,hertziana,47227100,,,,http://vocab.getty.edu/aat/300014838,
1,Cocciopesto,hertziana,,,,,,
1,Tinte (grün),hertziana,,,,,,
1,Fior di persico antico,hertziana,,,,,,
1,Istrischer Kalkstein,hertziana,,,,,,
1,Kalkstein (rot),hertziana,,,,,,
1,Purpurpergament,hertziana,47241000,,http://vocab.getty.edu/aat/300011851,,,
1,Marmor (Africano),hertziana,,,,,,
1,Mosaikgrund,hertziana,,,,,,
1,"Marmor, Grechetto",hertziana,,,,,,
1,"Marmor, weiß",hertziana,,,,,,
1,Larthos-Marmor,hertziana,,,,,,
1,"Marmor, toskanisch",hertziana,,,,,,
1,Breccia,hertziana,,,,,,
1,Pflanzen,hertziana,,,,,,
1,Papier (blaugrün),hertziana,,,,,,
1,polychromer Marmor,hertziana,,,,,,
1,Marmor (Brown Forest),hertziana,,,,,,
1,Papier (chamoisfarbenes),hertziana,,,,,,
1,Marmor (Grigio Carnico),hertziana,,,,,,
1,Majolik,hertziana,,,,,,
1,Rosso di Verona,hertziana,,,,,,
1,Obstbaumholz,hertziana,47618200,http://vocab.getty.edu/aat/300137731,,,,
1,Eschenholz,hertziana,47631900,http://vocab.getty.edu/aat/300164025,,,,
1,Holz (Sibirische Zirbelkiefer),hertziana,,,,,,
1,Lumachella,hertziana,,,,,,
1,Pozzolanerde,hertziana,47597700,,,,,
1,Duraluminium,hertziana,,,,,,
1,montiert,hertziana,,,,,,
1,Bronzeblech,hertziana,47562900,,http://vocab.getty.edu/aat/300010957;http://vocab.getty.edu/aat/300223016,,,
1,"Marmor, kleinasiatisch",hertziana,,,,,,
1,Vélinpapier,hertziana,,,,,,
1,Pastellstift,hertziana,47780900,,,,,
1,Oxid,hertziana,47779700,,,,,
1,Marmor (farbig),hertziana,,,,,,
1,Jute,hertziana,47309300,http://vocab.getty.edu/aat/300014045,,,,
1,Bast,hertziana,47413800,http://vocab.getty.edu/aat/300048153,,,,
1,Granit (Campidano),hertziana,,,,,,
1,Papier (gelblich),hertziana,,,,,,
1,Klebstoff,hertziana,47227500,,,,,
1,Papier (hellgrün),hertziana,,,,,,
1,Rötel (rot),hertziana,,,,,,
1,Stein (Billiemi),hertziana,,,,,,
1,Papier (hellgrau),hertziana,,,,,,
1,Holunderholz,hertziana,47629300,,,,,
1,Oberkirchener Sandstein,hertziana,47348100,,http://vocab.getty.edu/aat/300011376,,,
1,Glasbaustein,hertziana,47924700,,,,,
1,laviert (braun),hertziana,,,,,,
1,Fruchtholz,hertziana,,,,,,
1,Blesitift,hertziana,,,,,,
1,Steinzeug,hertziana,,,,,,
1,Stift (grau),hertziana,,,,,,
1,"Carraramarmor, Marmor",hertziana,,,,,,
1,Lorbeerbaumholz,hertziana,47621800,,,,,
1,Zeichenkarton,hertziana,47490300,,http://vocab.getty.edu/aat/300014224,,,
1,Stahl (Inox),hertziana,,,,,,
1,Stahl ITACOR 2,hertziana,,,,,,
1,Stein (istrisch),hertziana,,,,,,
1,Kokosnuss,hertziana,20131940,,,,,
1,Hartzinn,hertziana,,,,,,
1,Kreide (schwarze),hertziana,,,,,,
1,Untersatzpapier,hertziana,,,,,,
1,Spannbeton,hertziana,47926400,http://vocab.getty.edu/aat/300010772,,,,
1,Atlas,hertziana,,,,,,
1,Tonpapier (braun),hertziana,,,,,,
1,Montauto-Alabaster,hertziana,,,,,,
1,Papier (graugrün),hertziana,,,,,,
1,Marmor (veronesisch),hertziana,,,,,,
1,rostfreier Stahl,hertziana,,,,,,
1,Carneol,hertziana,,,,,,
1,Tischlerplatte,hertziana,47608400,,,,,
1,Pietra di Lecce,hertziana,,,,,,
1,Stahlstich,hertziana,,,,,,
1,Katasterpapier,hertziana,20131926,,,,,
