count,value,sources,authority_id,exactMatch,broadMatch,narrowMatch,closeMatch,relatedMatch
216,Alabaster,"hertziana,khi,marburg",47400800,http://vocab.getty.edu/aat/300011101,,,,
215,Keramik,"hertziana,khi",,,,,,
214,Filigranpapier,"hertziana,khi",47511900,,,,,
205,Eisen,"hertziana,khi,marburg",47556500,http://vocab.getty.edu/aat/300011002,,,,
195,Tinte (schwarz),hertziana,,,,,,
191,Graphitstift,"hertziana,khi,marburg",47829700,http://vocab.getty.edu/aat/300022443,,,,
191,Ton,"hertziana,khi,marburg",47590900,http://vocab.getty.edu/aat/300010439,,,,
190,Ölkreide,"hertziana,khi,marburg",47810500,http://vocab.getty.edu/aat/300230810,,,,
181,Email,"hertziana,khi,marburg",47855900,http://vocab.getty.edu/aat/300014910,,,,
170,Pietra di Vicenza,khi,,,,,,
169,Seide,"hertziana,khi,marburg",47274800,http://vocab.getty.edu/aat/300243428,,,,
164,Spiegelglas,"hertziana,khi",47641000,http://vocab.getty.edu/aat/300010881,,,,
155,Büttenpapier,"hertziana,khi",47534900,,,,http://vocab.getty.edu/aat/300411543,
151,Tuffstein,"hertziana,khi",47337900,http://vocab.getty.edu/aat/300011264,,,,
150,Leder,"hertziana,khi,marburg",47246800,http://vocab.getty.edu/aat/300011845,,,,
148,Lindenholz,"hertziana,khi,marburg",47622200,http://vocab.getty.edu/aat/300012456,,,,
147,Messing,"hertziana,khi,marburg",47549400,http://vocab.getty.edu/aat/300010946,,,,
140,Bergkristall,"hertziana,khi",47352800,http://vocab.getty.edu/aat/300011152,,,,
132,Stift (schwarz),"hertziana,khi",,,,,,
120,Walnussholz,"hertziana,khi",,,,,,
120,Porzellan,"hertziana,khi",47600900,http://vocab.getty.edu/aat/300010662,,,,
120,Haustein,"hertziana,khi",47377900,,http://vocab.getty.edu/aat/300011176,,,
119,Textilgewebe,"hertziana,khi",47259600,,,,,
119,Stoff,"hertziana,khi",,,,,,
119,Schiefer,"hertziana,khi",47345700,http://vocab.getty.edu/aat/300011646,,,,
116,Transparentpapier,"hertziana,khi,marburg",47419100,http://vocab.getty.edu/aat/300380091,,,,
107,Papier (crème),hertziana,,,,,,
104,Blei,"hertziana,khi,marburg",47564400,http://vocab.getty.edu/aat/300011022,,,,
104,Peperin,"hertziana,khi",47337100,,http://vocab.getty.edu/aat/300011264,,,
99,Farbstift,"hertziana,khi,marburg",48984800,http://vocab.getty.edu/aat/300022441,,,,
96,Pinsel,"hertziana,khi",,,,,,
93,Farbe,"hertziana,khi,marburg",47849700,http://vocab.getty.edu/aat/300015029,,,,http://vocab.getty.edu/aat/300056172
93,Leimfarbe,"hertziana,khi,marburg",47795300,http://vocab.getty.edu/aat/300015035,,,,
74,Blattgold,"hertziana,khi",47560300,http://vocab.getty.edu/aat/300264831,,,,
72,Zement,"hertziana,khi",47919600,http://vocab.getty.edu/aat/300010362,,,,
67,Pietra forte,khi,47354600,,,,,
67,Pappmaché,"hertziana,khi,marburg",47439900,http://vocab.getty.edu/aat/300014245,,,,
66,Rubin,"hertziana,khi,marburg",47383700,http://vocab.getty.edu/aat/300011082,,,,
66,"Marmor, lunensisch","hertziana,khi",,,,,,
65,Gouachefarbe,marburg,47831900,http://vocab.getty.edu/aat/300070114,,,,
64,Lampas,khi,47306400,,,,,
62,Onyx,"hertziana,khi,marburg",47384500,http://vocab.getty.edu/aat/300011136,,,,
62,Kreide (rot),hertziana,,,,,,
61,Biskuitporzellan,"hertziana,khi",47600500,http://vocab.getty.edu/aat/300242297,,,,
60,Eitempera,"hertziana,khi,marburg",47757800,http://vocab.getty.edu/aat/300015064,,,,
59,Samt,"hertziana,khi,marburg",47289600,http://vocab.getty.edu/aat/300133711,,,,
59,Achat,"hertziana,khi",47403100,http://vocab.getty.edu/aat/300011135,,,,
59,Stahl,"hertziana,khi,marburg",47545600,http://vocab.getty.edu/aat/300133751,,,,
57,Lapislazuli,"hertziana,khi",47384700,http://vocab.getty.edu/aat/300011122,,,,
57,Ebenholz,"hertziana,khi",47633700,http://vocab.getty.edu/aat/300012055,,,,
57,Glasfluss,"hertziana,khi",47680300,http://vocab.getty.edu/aat/300010803,,,,
54,Diamant,khi,47388100,http://vocab.getty.edu/aat/300011084,,,,
51,Leinen,"hertziana,khi",47306000,http://vocab.getty.edu/aat/300014069,,,,
47,Originalpassepartout,hertziana,,,,,,
46,Wolle,"hertziana,khi,marburg",47236600,http://vocab.getty.edu/aat/300014074,,,,
46,Perlmutt,"hertziana,khi",47239800,http://vocab.getty.edu/aat/300011835,,,,
44,Pietra dura,"hertziana,khi",,,,,,
43,Kreide (weiß),hertziana,,,,,,
42,Halbedelstein,"hertziana,khi",47387300,http://vocab.getty.edu/aat/300011175,,,,
42,Kupferblech,"hertziana,khi,marburg",47553700,,http://vocab.getty.edu/aat/300011020;http://vocab.getty.edu/aat/300223016,,,
40,Beton,"hertziana,khi",47927400,http://vocab.getty.edu/aat/300010737,,,,
40,Papier (blau),hertziana,,,,,,
39,"Kalkstein, istrisch","hertziana,khi",,,,,,
38,Mineralfarbe,hertziana,20132014,,,,,
37,Goldfarbe,"hertziana,khi,marburg",47832700,http://vocab.getty.edu/aat/300343596,,,,
37,Jaspis,"hertziana,khi",47386900,http://vocab.getty.edu/aat/300011151,,,,
36,Serpentin,"hertziana,khi",47342900,http://vocab.getty.edu/aat/300011627,,,,
36,Koralle,"hertziana,khi,marburg",47226900,http://vocab.getty.edu/aat/300011800,,,,
36,Marmor (Buntmarmor),hertziana,,,,,,
35,Verde di Prato,"hertziana,khi",47336500,,,,,
35,Verde antico,"hertziana,khi",47358200,,,,,
34,Feldstein,"hertziana,khi,marburg",47381900,http://vocab.getty.edu/aat/300011684,,,,
34,Papier (braun),hertziana,,,,,,
33,Schmiedeeisen,"hertziana,khi",47546000,http://vocab.getty.edu/aat/300011012,,,,
33,Zeichenkohle,"khi,marburg",47823900,http://vocab.getty.edu/aat/300012864,,,,
33,Velum,hertziana,,,,,,
32,Giallo antico,"hertziana,khi",47366200,http://vocab.getty.edu/aat/300011557,,,,
31,Brokat,"hertziana,khi",47324100,http://vocab.getty.edu/aat/300227779,,,,
31,Pastellkreide,"hertziana,khi",,,,,,
29,Sand,"hertziana,khi,marburg",47221100,http://vocab.getty.edu/aat/300014341,,,,
29,Glaspaste,"hertziana,khi",,,,,,
29,Buchsbaumholz,"hertziana,khi,marburg",47634500,http://vocab.getty.edu/aat/300012002,,,,
29,Papier (beige),hertziana,,,,,,
28,Seidentaft,khi,47260800,,http://vocab.getty.edu/aat/300249434,,,
28,Bruchstein,"hertziana,khi",47392300,http://vocab.getty.edu/aat/300011693,,,,
28,Pergamentpapier,"hertziana,khi",47439100,,,,,
28,Papier (hellbraun),hertziana,,,,,,
27,Silberblech,"hertziana,khi,marburg",47557600,,http://vocab.getty.edu/aat/300223016,,,
27,Chinatusche,"hertziana,khi",47737600,,,,,
26,Botticino,khi,,,,,,
26,Gusseisen,"hertziana,khi",47555100,http://vocab.getty.edu/aat/300011004,,,,
25,Kaseinfarbe,"hertziana,marburg",47825600,,,http://vocab.getty.edu/aat/300015033,,
24,Nadelholz,"hertziana,khi",47620000,http://vocab.getty.edu/aat/300012510,,,,
24,"Marmor, pentelisch",hertziana,,,,,,
23,"Stein, istrisch","hertziana,khi",,,,,,
23,Marmor (weiß),hertziana,,,,,,
22,Terrakotta (polychrom),"hertziana,khi",,,,,,
21,Terracotta,"hertziana,khi",,,,,,
21,Sperrholz,"hertziana,khi",47610600,http://vocab.getty.edu/aat/300012849,,,,
20,Kristallglas,"hertziana,khi",47651600,http://vocab.getty.edu/aat/300010814,,,,
20,Zinn,"hertziana,khi,marburg",47540600,http://vocab.getty.edu/aat/300010979,,,,
20,Schilfsandstein,"hertziana,marburg",47346100,,http://vocab.getty.edu/aat/300011376,,,
20,"Marmor, griechisch",hertziana,,,,,,
19,Lasurfarbe,"hertziana,khi",47796700,,,,,
19,Goldfaden,"hertziana,khi",47313000,http://vocab.getty.edu/aat/300400561,,,,
19,Kastanienholz,"hertziana,khi",47624200,http://vocab.getty.edu/aat/300012039,,,,
19,Basalt,"hertziana,khi",47395200,http://vocab.getty.edu/aat/300011222,,,,
19,Metallauflage,marburg,,,,,,
18,Chalzedon,"hertziana,khi",47388300,http://vocab.getty.edu/aat/300011134,,,,
18,Alabastergips,"hertziana,khi",47715700,,http://vocab.getty.edu/aat/300014925,,,
18,Nessel,khi,47300200,,,,,http://vocab.getty.edu/aat/300374875
18,Tannenholz,"hertziana,khi,marburg",47609200,http://vocab.getty.edu/aat/300012558,,,,
17,Smaragd,"hertziana,khi,marburg",47382900,http://vocab.getty.edu/aat/300011074,,,,
17,Muschel,"hertziana,khi",47243000,http://vocab.getty.edu/aat/300310135,,,,
17,Pietra di Seget,khi,,,,,,
17,Ölpapier,"hertziana,khi",47482700,,http://vocab.getty.edu/aat/300014109,,,
17,Stuckmarmor,"hertziana,khi",47920600,,,http://vocab.getty.edu/aat/300014963,,
17,Macigno,"hertziana,khi",47369800,,,,,
17,Ölkohle,"hertziana,khi",47785300,,,,,
17,Stahlbeton,"hertziana,khi",47926000,http://vocab.getty.edu/aat/300010775,,,,
16,Seidendamast,khi,47318200,,http://vocab.getty.edu/aat/300163295,,,
16,Schildpatt,"hertziana,khi",47238800,http://vocab.getty.edu/aat/300011837,,,,
16,"Marmor, parisch",hertziana,,,,,,
16,Aluminiumplatte,hertziana,47918300,,,,,
16,Polyethylen,hertziana,20132063,,,,,
15,Terra verde,"hertziana,khi",,,,,,
15,Pietra del Promontorio,hertziana,,,,,,
15,Pigment,hertziana,47780100,http://vocab.getty.edu/aat/300013109,,,,
15,Tinte (grau),hertziana,,,,,,
14,Seidenpapier,"hertziana,khi",47434900,,,,http://vocab.getty.edu/aat/300014145,
14,Giallo di Siena,"hertziana,khi",47381300,,,,,
14,Freskomalerei,"hertziana,khi",,,,,,
14,Silbergelatineabzug,khi,,,,,,
14,Knochen,"hertziana,khi",,,,,,
14,Ziegenleder,"hertziana,khi",47243200,,http://vocab.getty.edu/aat/300011845,,,
14,Wachspapier,"hertziana,khi",47417700,,,,,
14,Pavonazzetto,"hertziana,khi",,,,,,
14,Pauspapier,"hertziana,khi",47439700,http://vocab.getty.edu/aat/300014161,,,,
14,Pietra di Nanto,"hertziana,khi",47355600,,,,,
14,"Marmor, prokonnesisch",hertziana,,,,,,
13,Kalksandstein,"hertziana,khi",47349100,http://vocab.getty.edu/aat/300011392,,,,
13,Steingut,"hertziana,khi",,,,,,
13,"Marmor, istrisch","hertziana,khi,marburg",,,,,,
13,Birnbaumholz,"hertziana,khi",47636300,http://vocab.getty.edu/aat/300012338,,,,
13,"Marmor, veronesisch","hertziana,khi",,,,,,
13,Karneol,"hertziana,khi",47371400,http://vocab.getty.edu/aat/300133223,,,,
13,Bigio,"hertziana,khi",,,,,,
13,Bernstein,"hertziana,khi",47343700,,,,http://vocab.getty.edu/aat/300012934,
13,Kalbsleder,"hertziana,khi",47246000,http://vocab.getty.edu/aat/300227525,,,,
12,Rosso antico,"hertziana,khi",47358800,,,,,
12,Lack,"hertziana,khi,marburg",47803300,http://vocab.getty.edu/aat/300014916,,,,
12,Marmorpulver,khi,,,,,,
12,Marmo africano,khi,20131990,,,,,
12,Edelmetall,"hertziana,khi,marburg",47561100,http://vocab.getty.edu/aat/300241621,,,,
12,Marmor (prokonnesisch),hertziana,,,,,,
12,x,hertziana,,,,,,
11,Cipollino,"hertziana,khi",,,,,,
11,Buchenholz,"hertziana,khi",47635100,http://vocab.getty.edu/aat/300011948,,,,
11,Acrylfarbe,marburg,47912600,http://vocab.getty.edu/aat/300015058,,,,
11,Globigerinenkalkstein,hertziana,47375800,http://vocab.getty.edu/aat/300387023,,,,
10,"Kalkstein, euganeisch",khi,,,,,,
10,Edelstahl,"hertziana,khi,marburg",47544800,http://vocab.getty.edu/aat/300010920,,,,
10,Kalksinter,khi,,,,,,
10,Tafel,khi,,,,,,
10,Aluminium,"hertziana,khi",47568200,http://vocab.getty.edu/aat/300011015,,,,
10,Fichtenholz,"hertziana,khi",47631300,http://vocab.getty.edu/aat/300012726,,,,
10,Kreidegrund,khi,47827000,,,,http://vocab.getty.edu/aat/300014952,
10,Tempera auf Holz,khi,,,,,,
10,Pietra di Paragone,"hertziana,khi",47355400,,,,,
10,Mosaikstein,"hertziana,khi",20132020,,,,,
10,Stift (Zeichen- und Schreibgerät),marburg,47767200,http://vocab.getty.edu/aat/300022452,,,,
10,Marmor (polychrom),hertziana,,,,,,
10,Fettkreide,hertziana,47820900,,,,,
10,Ziegel,hertziana,,,,,,
10,Purpur,hertziana,47776100,http://vocab.getty.edu/aat/300013087,,,,
9,Goldfolie,"hertziana,khi",47558800,,,,,
9,Mastix,"hertziana,khi",01200005,http://vocab.getty.edu/aat/300014837,,,,
9,Steinguss,"hertziana,khi",47339500,,,,,
9,Photopapier,"hertziana,khi",,,,,,
9,Amethyst,"hertziana,khi",47389700,http://vocab.getty.edu/aat/300011133,,,,
9,Mamor,"hertziana,khi",,,,,,
9,Zedernholz,"hertziana,khi",47603600,http://vocab.getty.edu/aat/300012514,,,,
9,Kiefernholz,"hertziana,khi,marburg",47624000,http://vocab.getty.edu/aat/300012620,,,,
9,Goldblech,"hertziana,khi,marburg",47559500,,http://vocab.getty.edu/aat/300223016,,,
9,Pietra di Costozza,"hertziana,khi",47355800,,,,,
9,Pailletten,marburg,,,,,,
9,marmor,hertziana,,,,,,
8,Draht,"hertziana,khi",47562000,http://vocab.getty.edu/aat/300011063,,,,
8,Palisanderholz,"hertziana,khi",47617400,,,,http://vocab.getty.edu/aat/300012424,
8,Stift (rot),"hertziana,khi",,,,,,
8,Granat,"hertziana,khi",47387900,http://vocab.getty.edu/aat/300011097,,,,
8,Bein,"hertziana,khi",,,,,,
8,Kalkspat,khi,20131920,http://vocab.getty.edu/aat/300011078,,,,
8,Gessogrund,"hertziana,khi",47828000,http://vocab.getty.edu/aat/300014952,,,,
8,Brekzie,"hertziana,khi",47392900,,,,,
8,Goldbronze,"hertziana,marburg",47833100,,http://vocab.getty.edu/aat/300010902,,,
8,Karton (Material),marburg,47504300,http://vocab.getty.edu/aat/300162474,,,,
8,Pietra nera,hertziana,,,,,,
8,Kreide (weiss),hertziana,,,,,,
8,Acryl,hertziana,,,,,,
8,Stuck (teilvergoldet),hertziana,,,,,,
8,Putz (auf Platte übertragen),hertziana,,,,,,
8,Vergé-Papier,hertziana,20340010,http://vocab.getty.edu/aat/300014184,,,,
7,Kristall,"hertziana,khi",20131949,,,,,
7,Sardonyx,"hertziana,khi",47383100,http://vocab.getty.edu/aat/300011137,,,,
7,Öltempera,"hertziana,khi,marburg",47757000,http://vocab.getty.edu/aat/300015066,,,,
7,Blech,"hertziana,khi",20410070,http://vocab.getty.edu/aat/300223016,,,,
7,Messingblech,"hertziana,khi",47549000,,http://vocab.getty.edu/aat/300010946;http://vocab.getty.edu/aat/300223016,,,
7,Saphir,"hertziana,khi,marburg",47383300,http://vocab.getty.edu/aat/300011083,,,,
7,Silberfaden,"hertziana,khi",47267200,http://vocab.getty.edu/aat/300395639,,,,
7,Kork,"hertziana,khi",47407800,,,,,
7,Feder (braune),"hertziana,khi",,,,,,
7,Holz (gefasst),hertziana,,,,,,
7,X,hertziana,,,,,,
7,Papier (grau,hertziana,,,,,,
7,Papier (bräunlich),hertziana,,,,,,
6,Brokatell,khi,47322100,,,,,
6,Naturstein,khi,47357000,,,,,
6,Zink,khi,,,,,,
6,Mörtel,khi,20132025,,,,,
6,Bardiglio,"hertziana,khi",47368600,,,,,
6,Seidenatlas,khi,,,,,,
6,Mahagoniholz,"hertziana,khi",47621400,http://vocab.getty.edu/aat/300012221,,,,
6,Ahornholz,khi,47637800,http://vocab.getty.edu/aat/300012236,,,,
6,Breccia fior di pesco,khi,,,,,,
6,Silbergelbätze,khi,47770200,,,,,
6,Kupferemail,khi,,,,,,
6,Broccatello,"hertziana,khi",47367000,,,,,
6,Perlen,"hertziana,khi",,,,,,
6,Erde,khi,47230900,http://vocab.getty.edu/aat/300011734,,,,
6,Haar,"hertziana,khi",47249400,http://vocab.getty.edu/aat/300011814,,,,
6,Spanholz,khi,20220160,,,,,
6,Kupferplatte,"hertziana,khi",47553100,,,,,
6,Korbgeflecht,"hertziana,khi",47408000,http://vocab.getty.edu/aat/300014690,,,,
6,Tuff,khi,,,,,,
6,Konglomerat,khi,,,,,,
6,Solnhofener Kalkstein,khi,,,,,,
6,Spitze,"hertziana,khi",,,,,,
6,Silberbrokat,"hertziana,khi",47322300,,http://vocab.getty.edu/aat/300227779,,,
6,Pietra di San Gottardo,"hertziana,khi",47355000,,,,,
6,Papier (grünlich),hertziana,,,,,,
6,Aquarell,hertziana,,,,,,
6,Steinkreide,hertziana,47806900,,,,,
6,Nero antico,hertziana,47359000,,,,,
6,Cartapesta,hertziana,,,,,,
6,Papiermaché,hertziana,,,,,,
5,Trachyt,"hertziana,khi",47338700,http://vocab.getty.edu/aat/300379783,,,,
5,Ultramarin,"hertziana,khi",47777100,,,,,
5,Speckstein,"hertziana,khi,marburg",47342100,http://vocab.getty.edu/aat/300011665,,,,
5,Klebeband,"hertziana,khi",47228100,,,,,
5,Blattsilber,"hertziana,khi,marburg",47558000,http://vocab.getty.edu/aat/300265199,,,,
5,Pinienholz,"hertziana,khi",47616000,,,,,http://vocab.getty.edu/aat/300386607
5,Silberfolie,"hertziana,khi",47556900,,,,,
5,laviert,"hertziana,khi",,,,,,
5,Eisengallustinte,"hertziana,khi",47751400,http://vocab.getty.edu/aat/300081023,,,,
5,Rosenholz,"hertziana,khi",47614200,http://vocab.getty.edu/aat/300012424,,,,
5,Goldbrokat,"khi,marburg",47322900,,http://vocab.getty.edu/aat/300227779,,,
5,Kirschbaumholz,"hertziana,khi",47623800,http://vocab.getty.edu/aat/300012403,,,,
5,Streichstein,"hertziana,khi",47339100,,,,,
5,Samtbrokat,"khi,marburg",47322700,,http://vocab.getty.edu/aat/300227779,,,
5,Dispersionsfarbe,"hertziana,khi,marburg",47883900,http://vocab.getty.edu/aat/300015044,,,,
5,Zypressenholz,"hertziana,khi",47602600,http://vocab.getty.edu/aat/300012540,,,,
5,Hanf,"hertziana,khi",47409200,http://vocab.getty.edu/aat/300014043,,,,
5,"Marmor, polychrom",hertziana,,,,,,
5,Holzkohle,hertziana,47627300,http://vocab.getty.edu/aat/300012862,,,,
5,Papier (bläulich),hertziana,,,,,,
5,Marmor (schwarz),hertziana,,,,,,
5,Marmor (pentelisch),hertziana,,,,,,
5,Papier (beige,hertziana,,,,,,
5,rosé),hertziana,,,,,,
5,Holzfaserplatte,hertziana,47627500,,http://vocab.getty.edu/aat/300014198,,,
5,Japanpapier,hertziana,47509900,http://vocab.getty.edu/aat/300014143,,,,
5,Gouache (weiß),hertziana,,,,,,
5,blau),hertziana,,,,,,
5,Lavis (braun),hertziana,,,,,,
4,Rohpapier,khi,47436300,,,,,
4,Cappellaccio,khi,,,,,,
4,Leim,"hertziana,khi",47224700,http://vocab.getty.edu/aat/300014815,,,,
4,Brillant,khi,47388700,,http://vocab.getty.edu/aat/300011084,,,
4,Silberdraht,khi,47557100,,,,http://vocab.getty.edu/aat/300395639,
4,Zirbelholz,"hertziana,khi",47603200,,http://vocab.getty.edu/aat/300012620,,,
4,Goldlamé,"hertziana,khi",47312600,,,,,
4,Wasser,khi,47216600,http://vocab.getty.edu/aat/300011772,,,,
4,Lava,"hertziana,khi",,,,,,
4,Pflanzenfarbe,khi,47780300,,,,,
4,Glasfaser GFK,khi,,,,,,
4,Rupfen,khi,,,,,,
4,Gros de Tours,khi,47229500,,,,,
4,Damast,khi,47318400,http://vocab.getty.edu/aat/300163295,,,,
4,Taft,khi,47261200,,,,,
4,Hämatit,khi,47393100,http://vocab.getty.edu/aat/300011105,,,,
4,Goldstaub,khi,47832500,,,,,
4,Paper,khi,,,,,,
4,Türkis,khi,47382700,http://vocab.getty.edu/aat/300011164,,,,
4,Umbra,khi,47776900,,,,,
4,Weißtannenholz,"hertziana,khi",47604400,http://vocab.getty.edu/aat/300343724,,,,
4,Plexiglas,"hertziana,marburg",47572000,,,,,http://vocab.getty.edu/aat/300014436
4,Rasterfolie,marburg,20132078,,,,,
4,Harztempera,"hertziana,marburg",47757600,,http://vocab.getty.edu/aat/300015062,,,
4,Karton (Lederimitat),hertziana,,,,,,
4,Papier (aufgezogen),hertziana,,,,,,
4,Ziegenpergament,hertziana,47240800,,,,,
4,Marmor (lunensisch),hertziana,,,,,,
4,Goldlahn,hertziana,47312800,,,,,
4,Gips (patiniert),hertziana,,,,,,
4,Scagliola,hertziana,20132098,http://vocab.getty.edu/aat/300014963,,,,
4,Feder (dunkelbraune),hertziana,,,,,,
4,Stift (silver),hertziana,,,,,,
4,Porphyr (rot),hertziana,,,,,,
3,Kunststoff,"hertziana,khi",47582900,http://vocab.getty.edu/aat/300014570,,,,
3,Zeichenpapier,"hertziana,khi",47416700,http://vocab.getty.edu/aat/300014157,,,,
3,Olivenbaumholz,"hertziana,khi",47617800,http://vocab.getty.edu/aat/300012333,,,,
3,Muschelkalk,"hertziana,khi",47357200,http://vocab.getty.edu/aat/300011829,,,,
3,Stein (schwarz),"hertziana,khi",,,,,,
3,Zinkweiß,"hertziana,khi",47717600,http://vocab.getty.edu/aat/300013770,,,,
3,Glanzpapier,"hertziana,khi",47510900,,,,,
3,Diaspor,"hertziana,khi",,,,,,
3,Palombara-Alabaster,"hertziana,khi",,,,,,
3,Aquamarin,"hertziana,khi",47389300,,,,,
3,Nussholz,"hertziana,khi",,,,,,
3,Kunststein,"khi,marburg",47370800,http://vocab.getty.edu/aat/300010788,,,,
3,Obsidian,"hertziana,khi",47356600,,,,,
3,Erlenholz,"khi,marburg",47632300,http://vocab.getty.edu/aat/300011918,,,,
3,Silberpappelholz,"hertziana,khi",47611800,,,,,
3,Rotbuchenholz,"hertziana,khi",47614000,http://vocab.getty.edu/aat/300011954,,,,
