count,value,sources,authority_id,exactMatch,broadMatch,narrowMatch,closeMatch,relatedMatch
417,gerahmt,"hertziana,khi",48126000,,,,,http://vocab.getty.edu/aat/300240903
399,einschiffig,"hertziana,khi",48088100,,,,,http://vocab.getty.edu/aat/300004627
305,4-figurig,"hertziana,khi,marburg",01200047,,,,,http://vocab.getty.edu/aat/300449119
277,zwickelförmig,"hertziana,khi",48092000,,,,,http://vocab.getty.edu/aat/300002665
243,Medaillon,"hertziana,khi",,,,,,
212,vierpassförmig,"hertziana,khi",48096400,,,,,http://vocab.getty.edu/aat/300009784
208,Zentralbau,"hertziana,khi",48082700,,,,http://vocab.getty.edu/aat/300121975,
193,kreuzförmig,"hertziana,khi",48114000,,,,,http://vocab.getty.edu/aat/300010044
188,Saalkirche,"hertziana,khi",48057700,,http://vocab.getty.edu/aat/300007473,,,
186,halbseitig,"hertziana,khi,marburg",,,,,,
155,giebelförmig,"hertziana,khi",48119400,,,,,http://vocab.getty.edu/aat/300002296
155,spitzgiebelig,"hertziana,khi",48100600,,,,,
141,sechseckig,"hertziana,khi",48103000,,,,,
137,Ädikulaaltar,"hertziana,khi",48007900,,http://vocab.getty.edu/aat/300003725,,,
137,oval im Rechteck,"hertziana,khi",48110800,,http://vocab.getty.edu/aat/300263817,,,
129,queroval,"hertziana,khi",48108400,,,,,http://vocab.getty.edu/aat/300263817
126,Diptychon,"hertziana,khi",47993700,http://vocab.getty.edu/aat/300178228,,,,
118,zweitürig,marburg,,,,,,
116,abgerundet,"hertziana,khi",48137600,,,,,
113,Flügelaltar,"hertziana,khi,marburg",47999000,,http://vocab.getty.edu/aat/300075940,,,
102,5-figurig,"hertziana,khi,marburg",01200048,,,,,http://vocab.getty.edu/aat/300449120
97,dreieckig,"hertziana,khi",48131800,,,,,http://vocab.getty.edu/aat/300263833
91,trapezförmig,"hertziana,khi",48098600,,,,,http://vocab.getty.edu/aat/300263835
90,quadratisch,"hertziana,khi",48108600,,,,,http://vocab.getty.edu/aat/300263832
89,rund im Quadrat,"hertziana,khi",48105800,,,,,
88,italienischer Garten,"hertziana,khi",48071100,,http://vocab.getty.edu/aat/300008090,,,
85,gerahmt (vierpassförmig),"hertziana,khi",,,,,,
84,gerahmt (Leistenrahmen),"hertziana,khi",,,,,,
82,korinthisch,"hertziana,khi",,,,,,
80,abgeschrägt,"hertziana,khi",48137200,,,,,
80,zweigeschossig,"hertziana,khi,marburg",48081700,http://vocab.getty.edu/aat/300163703,,,,
71,bogenförmig,"hertziana,khi",48133400,,,,,http://vocab.getty.edu/aat/300126995
71,polygonal,"hertziana,khi",48110000,,,,,http://vocab.getty.edu/aat/300263818
70,gerahmt (Kartuschenrahmen),khi,,,,,,
69,Halbrelief,"hertziana,khi",48002900,,,,,http://vocab.getty.edu/aat/300186218
68,einbogig,"hertziana,khi,marburg",01200059,,http://vocab.getty.edu/aat/300126995;http://vocab.getty.edu/aat/300449115,,,
68,6-figurig,"hertziana,khi,marburg",01200049,,,,,http://vocab.getty.edu/aat/300449121
65,freistehend,hertziana,48129000,,,,,
63,dreiteilig,"hertziana,khi,marburg",01200057,http://vocab.getty.edu/aat/300449118,,,,
63,halbrund,"hertziana,khi",48118400,,,,,
62,englischer Garten,"hertziana,khi",48071500,,http://vocab.getty.edu/aat/300008090,,,
60,Büstenreliquiar,"hertziana,khi,marburg",48001600,http://vocab.getty.edu/aat/300390990,,,,
60,zweibahnig,marburg,,,,,,
58,---,hertziana,20131757,,,,,
57,viereckig,"hertziana,khi",48096800,http://vocab.getty.edu/aat/300263826,,,,
55,Ädikularetabel,"hertziana,khi",47996800,,http://vocab.getty.edu/aat/300075940,,,
50,dreipassförmig,khi,48131400,,,,,http://vocab.getty.edu/aat/300009786
49,gerahmt (Ornamentrahmen),"hertziana,khi,marburg",,,,,,
48,Wandbrunnen,"hertziana,khi",47983200,,http://vocab.getty.edu/aat/300006179,,,
47,Kassettendecke,"hertziana,khi",48035500,,,,http://vocab.getty.edu/aat/300002041,
46,Peripteros,"hertziana,khi",48050400,http://vocab.getty.edu/aat/300135991,,,,
45,gewölbt,"hertziana,khi",48119600,,,,,
44,mehrfigurig,"hertziana,khi,marburg",,,,,,
44,polygonal (unregelmäßig),"hertziana,khi",,,,,,
44,Dreinagelkreuz,hertziana,48005000,,http://vocab.getty.edu/aat/300248835,,,
43,8-figurig,"hertziana,khi,marburg",01200051,,,,,http://vocab.getty.edu/aat/300449116
42,dreigeschossig,"hertziana,khi,marburg",48089500,http://vocab.getty.edu/aat/300163795,,,,
42,12-figurig,"hertziana,khi,marburg",,,,,,
39,rundbogig im Rechteck,"hertziana,khi",48104800,,,,,
39,querrechteckig,"hertziana,khi",48108200,,,,,http://vocab.getty.edu/aat/300263831
39,unregelmäßig,"hertziana,khi",48097400,,,,,
39,Bassgeigenkasel,marburg,,,,,,
38,gerahmt (bogenförmig),khi,,,,,,
38,rund im Rechteck,"hertziana,khi",48105600,,,,,
38,dorisch,"hertziana,khi",48022500,,,,,http://vocab.getty.edu/aat/300067406
38,Figurenkapitell,"hertziana,khi",48022300,,http://vocab.getty.edu/aat/300001662,,,
37,Podiumstempel,"hertziana,khi",20131691,,,,,
36,zweiteilig,"hertziana,khi",48092200,,,,,
36,13-figurig,"hertziana,khi,marburg",,,,,,
36,dreiarmig,"hertziana,khi,marburg",,,,,,
35,ellipsenförmig,"hertziana,khi",48129400,,,,,http://vocab.getty.edu/aat/300263820
34,Hallenkirche,"hertziana,khi",48061300,http://vocab.getty.edu/aat/300007490,,,,
34,dreiviertelseitig,"hertziana,khi,marburg",,,,,,
32,Rundplastik,khi,,,,,,
32,spitzoval,"hertziana,khi,marburg",,,,,,
32,Ädikularahmen,"hertziana,khi",48091200,,,,,
31,kartuschenförmig,"hertziana,khi",48116600,,,,,http://vocab.getty.edu/aat/300010256
31,rundbogenförmig,"hertziana,khi",,,,,,
30,Kastensarkophag,"hertziana,khi",47949800,,http://vocab.getty.edu/aat/300005947,,,
29,Kuppelkirche,"hertziana,khi",48058900,,,,,
28,Kastenreliquiar,"hertziana,khi",48000300,http://vocab.getty.edu/aat/300300917,,,,
28,fünfschiffig,"hertziana,khi",48087100,,,,,http://vocab.getty.edu/aat/300004627
27,zweischiffig,"hertziana,khi",48081300,,,,,http://vocab.getty.edu/aat/300004627
27,9-figurig,"hertziana,khi,marburg",,,,,,
26,bauchig,khi,48134800,,,,,
26,Höhlenkirche,"hertziana,khi",48060500,http://vocab.getty.edu/aat/300007508,,,,
26,viergeschossig,"hertziana,khi,marburg",48083900,,http://vocab.getty.edu/aat/300163697,,,
26,zweiseitig,"hertziana,khi,marburg",,,,,,
26,hochoval,hertziana,,,,,,
25,Atriumhaus,"khi,marburg",,,,,,
25,Kompositkapitell,"hertziana,khi",48021500,,http://vocab.getty.edu/aat/300001662,,,
25,Kuppelbau,"hertziana,khi",48059500,,,,,http://vocab.getty.edu/aat/300002230
25,7-figurig,"hertziana,khi,marburg",01200050,,,,,http://vocab.getty.edu/aat/300449122
24,Wandfigur,"hertziana,khi",47985500,,,,,
24,zweiflügelig,"hertziana,khi",48093200,,,,,
24,Hexastylos,"hertziana,khi",48051200,,,,,
24,Vierflügelanlage,"hertziana,khi",48084100,,http://vocab.getty.edu/aat/300000202,,,
24,gerahmt (Bordürenrahmen),khi,,,,,,
24,hufeisenbogig,"hertziana,khi,marburg",,,,,,
23,Stufenportal,"hertziana,khi",48017100,,http://vocab.getty.edu/aat/300076641,,,
23,oktogonal,"hertziana,khi,marburg",,,,,,
22,geschwungen,"hertziana,khi",48120000,,,,,
21,oben abgerundet,"hertziana,khi",48112200,,,,,
21,Pfeilerbasilika,"hertziana,khi",48058500,,http://vocab.getty.edu/aat/300170443,,,
21,Dreiflügelanlage,"hertziana,khi",48089700,,http://vocab.getty.edu/aat/300000202,,,
20,ionisch,"hertziana,khi",,,,,,
20,sechseckig im Rechteck,khi,48102600,,,,,
20,zylindrisch,"hertziana,khi",48091400,,,,,http://vocab.getty.edu/aat/300163037
20,Blockhaus,marburg,,,,,,
19,zweiarmig,"hertziana,khi,marburg",,,,,,
19,gerahmt (giebelförmig),"hertziana,khi",,,,,,
19,vierbahnig,marburg,,,,,,
18,Rundtempel,"hertziana,khi",,,,,,
18,Henkelvase,khi,20131649,,,,,
18,Tonnengewölbe,"hertziana,khi",48026300,http://vocab.getty.edu/aat/300001363,,,,
18,zweispaltig,khi,,,,,,
18,konvex,"hertziana,khi",48114600,,,,,http://vocab.getty.edu/aat/300010303
18,Viernagelkreuz,hertziana,48003600,,http://vocab.getty.edu/aat/300248835,,,
17,zweifigurig,"hertziana,khi",,,,,,
17,Rundbau,"hertziana,khi",,,,,,
17,befestigt,"hertziana,khi",48075200,,,,,http://vocab.getty.edu/aat/300254182
17,Kreuzkuppelkirche,"hertziana,khi",48059900,,,,,
17,Flügeltür,"hertziana,marburg",01200011,,,,http://vocab.getty.edu/aat/300002806,
17,Blattkonsole,marburg,,,,,,
15,Medaillon (gerahmt),"hertziana,khi",,,,,,
15,10-figurig,"hertziana,marburg",,,,,,
15,hufeisenförmig,hertziana,48117200,,,,,http://vocab.getty.edu/aat/300375251
14,Pyxis mit Deckel,khi,47964300,,http://vocab.getty.edu/aat/300083008,,,
14,tempelartig,"hertziana,khi",48099800,,http://vocab.getty.edu/aat/300007595,,,
14,Rotulus,"hertziana,khi",47988100,,,,,
14,dreischübig,marburg,,,,,,
13,oval im Quadrat,"hertziana,khi",48111000,,http://vocab.getty.edu/aat/300263817,,,
13,Kreuzgratgewölbe,"hertziana,khi",48028900,http://vocab.getty.edu/aat/300001347,,,,
13,Baldachingrabmal,"hertziana,khi",47951600,,http://vocab.getty.edu/aat/300005909,,,
13,kastenförmig,"hertziana,khi",48116400,,,,,http://vocab.getty.edu/aat/300045643
13,Pferdekopfwappen,"hertziana,khi",,,,,,
13,Hallenkrypta,"hertziana,khi",48061100,,http://vocab.getty.edu/aat/300004618,,,
13,Rollbild,hertziana,47988500,,,,,
12,Wendeltreppe,"hertziana,khi",48013100,http://vocab.getty.edu/aat/300003243,,,,
12,halbrund im Rechteck,khi,48118200,,,,,
12,Biforium,"hertziana,khi",48034300,,,,http://vocab.getty.edu/aat/300003092,
12,halbkreisförmig,"hertziana,khi",48119000,,,,,http://vocab.getty.edu/aat/300263828
12,halbrund (oben),"hertziana,khi",,,,,,
12,Rotunde,"hertziana,khi",48085700,http://vocab.getty.edu/aat/300004842,,,,
12,tropfenförmig,khi,48098200,,,,,
12,passig geschweift,marburg,,,,,,
11,Pseudobasilika,"hertziana,khi",48058300,,http://vocab.getty.edu/aat/300170443,,,
11,Bogenbrücke (einbogig),"hertziana,khi",,,,,,
11,rund im Achteck,"hertziana,khi",48106200,,,,,
11,dreibogig,"hertziana,khi",48132000,,,,,
11,zwölfeckig,"hertziana,khi",48091600,,,,,http://vocab.getty.edu/aat/300263822
11,Kolossalstatue,"hertziana,khi",47990500,http://vocab.getty.edu/aat/300047453,,,,
11,Wandgruppe,"hertziana,khi",47985100,,,,,
11,zweistufig,marburg,,,,,,
11,sechsteilig,"hertziana,marburg",,,,,,
10,Henkelkrug,khi,47968900,,http://vocab.getty.edu/aat/300045685,,,
10,tempiettoförmig,"hertziana,khi",48099600,,,,,
10,Emporenbasilika,"hertziana,khi",48062100,,http://vocab.getty.edu/aat/300170443,,,
10,lanzettförmig,khi,48113000,,,,,http://vocab.getty.edu/aat/300001081
10,Einsatzbild,"hertziana,khi",47992300,,,,,
10,kassettiert,"hertziana,khi",48086900,,,,,
10,Predella,"hertziana,khi",,,,,,
10,Konsolgrab,khi,47949400,,,,,
10,Oktastylos,"hertziana,khi,marburg",,,,,,
10,Pilasterfigur,"hertziana,khi",47988700,,,,,
10,9-zeilig,"khi,marburg",,,,,,
10,kreisförmig,hertziana,48114200,,,,,http://vocab.getty.edu/aat/300263827
10,Ädikulaportal,hertziana,48016700,,http://vocab.getty.edu/aat/300076641,,,
9,geschweift,"hertziana,khi",48120400,,,,,
9,zweiläufig,"hertziana,khi",48012900,,,,,
9,Freigrab,"hertziana,khi",47950400,,,,,
9,Logentheater,"hertziana,khi",,,,,,
9,vierteilig,"hertziana,khi",48095400,,,,,
9,8-zeilig,"hertziana,marburg",,,,,,
9,Quader,hertziana,48109000,,,,http://vocab.getty.edu/aat/300404429,
8,Deckelvase,khi,20131592,,,,,
8,14-figurig,"hertziana,khi,marburg",,,,,,
8,ganzseitig,"khi,marburg",,,,,,
8,zweijochig,"hertziana,khi",48081500,,,,,http://vocab.getty.edu/aat/300002654
8,Villa suburbana,"hertziana,khi",48064600,http://vocab.getty.edu/aat/300005519,,,,
8,Stufenhalle,"hertziana,khi",48048000,,http://vocab.getty.edu/aat/300007490,,,
8,Bogenbrücke (dreibogig),"hertziana,khi",,,,,,
8,Felsengrab,khi,47950800,http://vocab.getty.edu/aat/300120624,,,,
8,Nischengrab,"hertziana,khi",47949000,,http://vocab.getty.edu/aat/300005926,,,
8,Bogenbrücke,"hertziana,khi",48079500,http://vocab.getty.edu/aat/300007838,,,,
8,15-figurig,"khi,marburg",,,,,,
8,Säulensarkophag,"hertziana,khi",47948800,,http://vocab.getty.edu/aat/300005947,,,
8,Doppelkirche,"hertziana,khi",48062700,http://vocab.getty.edu/aat/300007487,,,,
8,konkav,"hertziana,marburg",,,,,,
8,kielbogenförmig geschlossen,hertziana,48115400,,,,,
7,Hängebrücke,khi,20131655,,,,,
7,Statuettenreliquiar,"hertziana,khi",47953400,,http://vocab.getty.edu/aat/300187549,,,
7,Pseudoperipteros,"hertziana,khi",20131694,,,,,
7,gerahmt (oval),"hertziana,khi",,,,,,
7,spiralförmig,"hertziana,khi",48101200,,,,,http://vocab.getty.edu/aat/300163114
7,Wannensarkophag,"hertziana,khi",47947400,,http://vocab.getty.edu/aat/300005947,,,
7,Ädikulaepitaph,"hertziana,khi",47951800,,http://vocab.getty.edu/aat/300028729,,,
7,rautenförmig,"hertziana,khi",48107800,,,,,http://vocab.getty.edu/aat/300263830
7,Tafelbild mit Rückseite,"hertziana,khi",47986700,,,,,
7,Peristylhaus,"hertziana,khi",48066600,,,http://vocab.getty.edu/aat/300080971,,
7,Hochhaus,"hertziana,khi",48067200,http://vocab.getty.edu/aat/300004810,,,,
7,Kuppelbasilika,"hertziana,khi",48059700,,,,,
7,Tambourkuppel,"hertziana,khi",48026500,,,,,
7,flaschenförmig,marburg,,,,,,
7,11-figurig,"hertziana,marburg",,,,,,
7,fünfbogig,marburg,,,,,,
7,Doppelgefäß,marburg,,,,,,
7,eintürig,marburg,,,,,,
7,17-zeilig,marburg,,,,,,
7,gerahmt (achteckig),hertziana,,,,,,
6,Schnabelkanne,khi,47971700,,,,,
6,Figurensäule,"hertziana,khi",20410019,,http://vocab.getty.edu/aat/300001573,,,http://vocab.getty.edu/aat/300184720
6,Gewandstatue,khi,,,,,,
6,Codex (liturgisch mit Notenschrift),khi,,,,,,
6,Wandelaltar,"hertziana,khi",47997000,,http://vocab.getty.edu/aat/300003725,,,
6,französischer Garten,khi,48071300,http://vocab.getty.edu/aat/300108287,,,,
6,dreiseitig,khi,48131000,,,,,
6,Saalgebäude,khi,48085500,,,,,
6,zweiachsig,"hertziana,khi",48093800,,,,,
6,Antentempel,"hertziana,khi,marburg",48051800,,http://vocab.getty.edu/aat/300007595,,,
6,Henkelkanne,khi,20131646,,,,,
6,gerahmt (nischenförmig),"hertziana,khi",,,,,,
6,16-figurig,"khi,marburg",,,,,,
6,Vitentafel,"hertziana,khi",47985900,,,,,
6,Quadriportikus,"hertziana,khi",,,,,,
6,kelchförmig,"hertziana,khi",48116000,,,,,http://vocab.getty.edu/aat/300194762
6,zweischübig,marburg,,,,,,
6,Steigbügelkanne,marburg,,,,,,
6,siebenachsig,marburg,,,,,,
6,Emporenhallenkirche,marburg,,,,,,
6,Steigbügelgefäß,marburg,,,,,,
6,fünfteilig,"hertziana,marburg",48127400,,,,,
6,13-zeilig,marburg,,,,,,
6,Säulenportal,hertziana,48014200,,http://vocab.getty.edu/aat/300076641,,,
6,asymmetrisch,hertziana,48135600,,,,,
6,Blattkapitell,hertziana,48022900,,http://vocab.getty.edu/aat/300001662,,,
6,Albarello,hertziana,47981400,http://vocab.getty.edu/aat/300198823,,,,
6,Schulterbogenportal,hertziana,20131711,,,,,
6,Doppelturmfassade,hertziana,48035000,,http://vocab.getty.edu/aat/300389894,,,
5,Volutenkapitell,"hertziana,khi",48020100,,http://vocab.getty.edu/aat/300001662,,,
5,pyramidal,"hertziana,khi",48109400,,,,,http://vocab.getty.edu/aat/300378901
5,Doppelportal,"hertziana,khi",48018900,,http://vocab.getty.edu/aat/300076641,,,
5,Doppelfenster,"khi,marburg",,,,,,
5,kanneliert,"hertziana,khi",48116800,,,,,http://vocab.getty.edu/aat/300010233
5,achtpassförmig,"hertziana,khi",48136800,,,,,http://vocab.getty.edu/aat/300175565
5,Schalenbrunnen,"hertziana,khi",47983800,,http://vocab.getty.edu/aat/300006179,,,
5,Felsenkirche,"hertziana,khi",20131618,,,,,
5,muschelförmig,"hertziana,khi",48112600,,,,,
5,Muqarnas,"hertziana,khi",20410028,http://vocab.getty.edu/aat/300081762,,,,
5,kleeblattförmig,"hertziana,khi",48115200,,,,,
5,vierschiffig,"hertziana,khi",48083500,,,,,http://vocab.getty.edu/aat/300004627
5,turmartig,"hertziana,khi",48098000,,,,,
5,Prostylos,"hertziana,khi",20131693,,,,,
5,Sammelbild,"hertziana,khi",47987900,,,,,
5,dreibeinig,"hertziana,khi",48132200,,,,,
5,eingeschossig,"hertziana,khi",48088500,http://vocab.getty.edu/aat/300163781,,,,
5,fünfeckig,"hertziana,khi",48128200,,,,,http://vocab.getty.edu/aat/300263825
5,Spiegelgewölbe,"hertziana,khi",48027300,,,,,
5,2-zonig,marburg,,,,,,
5,achtteilig,"hertziana,marburg",,,,,,
5,fünfbahnig,marburg,,,,,,
5,Bieberschwanz,marburg,,,,,,
5,kantoniert,marburg,,,,,,
5,oben geschwungen,marburg,,,,,,
5,fünfarmig,hertziana,48128400,,,,,
5,Würfelkapitell,hertziana,48019700,,http://vocab.getty.edu/aat/300001662,,,
5,Doppelgrabmal,hertziana,20131596,,,,,
5,Dreiapsidenchor,hertziana,48045800,,,,,
4,geschweift (oben),khi,,,,,,
4,Säulenbasilika,"hertziana,khi",48056300,,http://vocab.getty.edu/aat/300170443,,,
4,Henkeltopf,khi,47958500,,http://vocab.getty.edu/aat/300045697,,,
4,offen,khi,48112000,,,,,
4,vierpassförmig in Raute,khi,48095600,,,,,
4,tonnenförmig,khi,48098800,,,,,
4,Kreuzreliquiar,"hertziana,khi",47999900,,http://vocab.getty.edu/aat/300187549,,,
4,Säulenportikus,"hertziana,khi",48048200,,,,,
4,Kanne mit Deckel,khi,47972100,,http://vocab.getty.edu/aat/300045685,,,
4,Ritzzeichnung,"hertziana,khi",47996300,,,,,
4,Turmreliquiar,khi,47952600,,http://vocab.getty.edu/aat/300187549,,,
4,Muldengewölbe,"hertziana,khi",48028300,,,,,
4,Plattenpanzer,khi,,,,,,
4,Außentreppe,"hertziana,khi",48013700,,,,,
4,Kanne mit Ausgußrohr,khi,,,,,,
4,Graduale,khi,,,,,,
4,siebenarmig,"hertziana,khi",48101800,,,,,
4,vierpassförmig im Rechteck,"hertziana,khi",48096000,,,,,
4,Dipteros,khi,20131593,,,,,
4,Viertelbogen,khi,48095000,,,,,
4,Eckkonsole,khi,,,,,,
4,"oval, angeschnitten",khi,,,,,,
4,Baldachinaltar,"hertziana,khi",48009500,,http://vocab.getty.edu/aat/300003725,,,
4,Hängeampel,khi,,,,,,
4,fächerförmig,"hertziana,khi",48128800,,,,,http://vocab.getty.edu/aat/300010310
4,fünfachsig,"hertziana,khi",48128600,,,,,
4,Kuppelgewölbe,khi,48028500,,http://vocab.getty.edu/aat/300061289,,,
4,Staffelhalle,"hertziana,khi",,,,,,
4,Säulenmonument,"hertziana,khi",,,,,,
4,Henkelgefäß,"khi,marburg",,,,,,
4,Dreieckbild im Rechteck,"hertziana,khi",47992500,,,,,
4,Pokalvase,marburg,,,,,,
4,Buckelpokal,marburg,,,,,,
4,dreizehnachsig,marburg,,,,,,
4,achtachsig,marburg,,,,,,
4,siebenteilig,marburg,,,,,,
4,oben geschweift,marburg,,,,,,
4,28-zeilig,marburg,,,,,,
4,Vitrinenschrank,marburg,,,,,,
4,neunachsig,marburg,,,,,,
4,siebenbogig,marburg,,,,,,
4,Halbschrank,marburg,,,,,,
4,7-zeilig,marburg,,,,,,
4,Barghus,marburg,,,,,,
4,dreiflammig,marburg,,,,,,
4,rund im Vierpass,marburg,,,,,,
4,6-zeilig,"hertziana,marburg",,,,,,
4,Wandpfeilerkirche,hertziana,48055100,,,,,
4,herzförmig,hertziana,48117800,,,,,http://vocab.getty.edu/aat/300009874
4,fünfgeschossig,hertziana,48087500,,http://vocab.getty.edu/aat/300163697,,,
3,halbkugelförmig,"hertziana,khi",48118800,,,,,http://vocab.getty.edu/aat/300055639
3,Netzgewölbe,"hertziana,khi",48027900,http://vocab.getty.edu/aat/300001400,,,,
3,rautenförmig im Rechteck,"hertziana,khi",48107600,,,,,
3,abgeschrägt (oben),"hertziana,khi",,,,,,
3,Halbbogen,"hertziana,khi",47981900,,,,,
3,zweibogig,"hertziana,khi",48093600,,,,,
3,zweiflammig,"khi,marburg",,,,,,
3,Ziborienaltar,"hertziana,khi",48008100,,http://vocab.getty.edu/aat/300003725,,,
3,Triumphbogenportal,"hertziana,khi",48016900,,http://vocab.getty.edu/aat/300076641,,,
3,moderner Garten,"khi,marburg",,,,,,
3,Säulenvorhalle,"hertziana,khi",48014000,,,,,
3,zweipassförmig,"hertziana,khi",48092800,,,,,
3,schalenförmig,"hertziana,khi",48104600,,,,,
3,gerahmt (Architekturrahmen),"hertziana,khi",,,,,,
3,Kandelaberbrunnen,"hertziana,khi",47984600,,,,,
3,Kreuzgewölbe,"hertziana,khi",,,,,,
3,Zweiflügelanlage,"hertziana,khi",48081900,,http://vocab.getty.edu/aat/300000202,,,
3,Bild mit Dreiecksgiebel,"hertziana,khi",47995400,,,,,
3,blattförmig,"hertziana,khi",48133800,,,,,http://vocab.getty.edu/aat/300255941
3,3,"hertziana,khi",,,,,,
3,8-Schluss,"hertziana,khi",,,,,,
3,Doppeltempel,"hertziana,khi",48051600,,,,,
3,Schrägseilbrücke,"hertziana,khi",20131710,,,,,
3,Pfeilerhalle,marburg,,,,,,
3,vierbogig,marburg,,,,,,
3,Steigbügelausguss,marburg,,,,,,
3,fünfzehnachsig,marburg,,,,,,
3,sechsachsig,marburg,,,,,,
3,Spitzamphoriskos (mit Fuß),marburg,,,,,,
3,dreistufig,marburg,,,,,,
3,10-zeilig,marburg,,,,,,
3,kürbisförmig,marburg,,,,,,
3,18-figurig,marburg,,,,,,
3,Traufenhaus,marburg,48065000,,http://vocab.getty.edu/aat/300005521,,,
3,Sterngewölbe,"hertziana,marburg",48026700,http://vocab.getty.edu/aat/300001401,,,,
3,parabelförmig,marburg,,,,,,
3,dreizehngeschossig,"hertziana,marburg",,,,,,
3,vierarmig,"hertziana,marburg",,,,,,
3,15-zeilig,marburg,,,,,,
3,Aufsatzkommode,marburg,,,,,,
3,Fallgriff,marburg,,,,,,
3,urnenförmig,hertziana,48097200,,,,,http://vocab.getty.edu/aat/300256744
3,Relief,hertziana,,,,,,
3,Querschnittsfassade,hertziana,,,,,,
3,Hochreleif,hertziana,,,,,,
3,Vierkonchenanlage,hertziana,48055300,,,,,
3,Kreuzrippengewölbe,hertziana,48028700,,,,http://vocab.getty.edu/aat/300001393,
3,Glockenkrater,hertziana,47970400,http://vocab.getty.edu/aat/300198857,,,,
3,Megalithtempel,hertziana,48050800,,,,,
3,Raumbuchtentempel,hertziana,48050200,,,,,
3,dreiachsig,hertziana,48132600,,,,,
3,Umgangschor (mit Kapellenkranz),hertziana,,,,,,
3,sternförmig,hertziana,48100200,,,,,http://vocab.getty.edu/aat/300010329
3,dreijochig,hertziana,48089300,,,,,http://vocab.getty.edu/aat/300002654
3,fünfjochig,hertziana,48087300,,,,,http://vocab.getty.edu/aat/300002654
3,Tabernakelaltar,hertziana,20131721,,,,,
2,Wandtisch,khi,20131742,,,,,
2,kugelförmig,khi,48113400,,,,,http://vocab.getty.edu/aat/300378898
2,Ziboriumreliquiar,khi,47999500,,,,,
2,Bogenbrücke (zweibogig),khi,,,,,,
2,Bogengrab,khi,47951200,,,,,
2,Kolossalbüste,khi,47990700,,http://vocab.getty.edu/aat/300047453,,,
2,Kopfbahnhof,khi,20131672,,,,,
2,Pseudodipteros,khi,20410178,http://vocab.getty.edu/aat/300135992,,,,
2,überdacht,khi,48081100,,,,,
2,Schale mit Fuß,khi,47962800,,,,,
2,Pfeilerbrücke,khi,48077100,,,,,
2,Volutenkrater,khi,47969600,http://vocab.getty.edu/aat/300198856,,,,
2,eingezogen,khi,48129800,,,,,
2,Tierkapitell,khi,20131727,,,,,
2,30-teilig,khi,,,,,,
2,Fischauge,khi,47934800,,,,,
2,gekrümmt,khi,48126600,,,,,
2,japanischer Garten,khi,20131660,,,,,
2,Psalterium,khi,,,,,,
2,Felsenstadt,khi,,,,,,
2,Felsentempel,khi,48051400,http://vocab.getty.edu/aat/300007623,,,,
2,Fächergewölbe,khi,20131626,,,,,
2,Henkelschale,khi,20131647,,,,,
2,arkadenförmig,khi,48136200,,,,,http://vocab.getty.edu/aat/300002580
2,doppelläufig,khi,48013500,,,,,
2,tailliert,khi,,,,,,
2,Krater mit Ständer,khi,47969800,,,,,
2,Rundtreppe,khi,,,,,,
2,vierpassförmig im Rund,khi,48095800,,,,,
