photographer,institute,wikidata,rev,discuss,possible umbrella term,separate entity,scope note (separate entity),scope note (umbrella term),Note,entity type,uncertainty,collaboration,,,,Quick stats,,,,,
"Rigamonti, Eugenio",zeri,,TRUE,TRUE,"Rigamonti, Eugenio","Rigamonti, Eugenio",,,,person,,,,,,,,,,,
Fotocommissie Rijksmuseum Amsterdam,zeri,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo-Commissie, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Fotocommissie Rijksmuseum Amsterdam,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijksmuseum",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo-Commissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo-Commissie, Rijksmuseum",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Fotocommissie Rijksmuseum,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Commissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Rijksmuseum-Stichting, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Rijksmuseum Photo-Commissie, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Rijksmuseum Photo-Commissie,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Rijksmuseum Photocommissie,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Rijksmuseum (photo-commissie),frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Rijksmuseum ""Fotocommissie"", Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Rijksmuseum Fotocommissie,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Rijksmuseum, Amsterdam, Photo-Commissie",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo Commissie, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo Commissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Photo Commissie Rijksmuseum Amsterdam,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
Photo-Commissie Rijksmuseum,frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo-Commissie, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Photo-Coinmissie, Riiksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocoramissie, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocoramissie, Riiksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotoconimissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijksmusuem, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie Rijksmuseum, Amsterdam, Netherlands",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Foto-Commissie, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie,Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijksmuseum,Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijksmuseum Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijks museum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie Rijksmuseum,Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie Rijks-museum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie , Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijkamuseum",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Rijiksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie Riiksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Riiksmuseum",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissie, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocommissia, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocomissie, Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocomissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Fotocoimmissie Rijksmuseum, Amsterdam",frick,none,TRUE,,Rijksmuseum,Fotocommissie Rijksmuseum Amsterdam,,,,institution,,,,,,,,,,,
"Rijksmuseum (Netherlands), photographer",itatti,http://www.wikidata.org/entity/Q190804,FALSE,,Rijksmuseum,Rijksmuseum,,,,institution,,,,,,,,,,,
Rijksmuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
"Rijksmuseum, Amsterdam",frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksmuseum photograph,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
"Rijksmuseum, Amsterdam photograph",frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Amsterdam Rijksmuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rilks Museum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksumseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijkssmuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksniuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijks Museum photographs,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
"Rijksmuseum, Amsterdam, photograph",frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksmuseum Amsterdam photograph,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksmuseum Amsterdam,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
RijksMuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksmusem,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksimuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijikmuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
"Riiksmuseum, Amsterdam",frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Riiksmuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijks Museum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
"Rijks Museum, Amsterdam",frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksmusuem,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rlijksmuseum,frick,http://www.wikidata.org/entity/Q190804,,,Rijksmuseum,Rijksmuseum,,,,,,,,,,,,,,,
Rijksmuseum Kröller-Müller,zeri,http://www.wikidata.org/entity/Q1051928,TRUE,,Rijksmuseum,Rijksmuseum Kröller-Müller,,,,institution,,,,,,,,,,,
"Fratelli Rinaldi, photographer",itatti,,FALSE,,Rinaldi,Fratelli Rinaldi,,,,,,,,,,,,,,,
"Rinaldi, Francesco",hertziana,none,TRUE,,Rinaldi,"Rinaldi, Francesco",,,,,,,,,,,,,,,
"Atelier Robertson, Berlin",frick,none,TRUE,TRUE,Robertson,Atelier Robertson,,,Hans Robertson? ,atelier,,,,,,,,,,,
"Robertson, ? (Berlin)",hertziana,,TRUE,TRUE,Robertson,Robertson,,,,,,,,,,,,,,,
"Robertson, ? (Kopenhagen)",hertziana,,TRUE,TRUE,Robertson,Robertson,,,,,0,,,,,,,,,,
"Robertson, James (1813-1888, English) photographer",itatti,,FALSE,TRUE,Robertson,,,,,,0,,,,,,,,,,
"Robertson, James (ca.1813-after 1881, British) photographer",itatti,,FALSE,TRUE,Robertson,,,,,,,,,,,,,,,,
Foto Rossi (Firm),itatti,,FALSE,TRUE,Rossi,Foto Rossi (Firm),,,,,,,,,,,,,,,
"Foto Rossi (Firm), photographer",itatti,,FALSE,TRUE,Rossi,Foto Rossi (Firm),,,,,,,,,,,,,,,
Fotografia Rossi,zeri,,TRUE,TRUE,Rossi,Foto Rossi (Firm),,,FM: Atelier in Urbino,atelier,,,,,,,,,,,
"Rossi, Giulio",hertziana,,TRUE,TRUE,Rossi,"Rossi, Giulio",,,,,,,,,,,,,,,
"Rossi, Ulisse",khi,none,TRUE,TRUE,Rossi,"Rossi, Ulisse",,,,person,,,,,,,,,,,
"Rossi, Zoe",zeri,,TRUE,TRUE,Rossi,"Rossi, Zoe",,,,person,,,,,,,,,,,
"Rossi, ?",hertziana,,TRUE,TRUE,Rossi,Rossi,,,,,0,,,,,,,,,,
"Rossi, Paolo",zeri,,TRUE,TRUE,"Rossi, Paolo","Rossi, Paolo",,,FM: photographer in Venice. Different from Foto Rossi. Remove from the umbrella?,person,,,,,,,,,,,
Foto Agenzia Ruggieri,zeri,,TRUE,TRUE,Ruggieri,Ruggieri,,,,atelier,,,,,,,,,,,
"Palumbo, Franco & Ruggieri, Michele de",hertziana,,TRUE,TRUE,Ruggieri,Ruggieri,,,,,,,,,,,,,,,
Samuel H. Kress Collection,zeri,http://www.wikidata.org/entity/Q2074027,TRUE,,Samuel H. Kress,Samuel H. Kress Collection,,,,institution,,,,,,,,,,,
Kress Collection photograph,frick,http://www.wikidata.org/entity/Q2074027,FALSE,,Samuel H. Kress,Samuel H. Kress Collection,,,,,,,,,,,,,,,
Samuel H. Kress Collection,frick,http://www.wikidata.org/entity/Q2074027,FALSE,,Samuel H. Kress,Samuel H. Kress Collection,,,,,,,,,,,,,,,
"National Gallery of Art (Kress Collection), Washington, D.C",frick,http://www.wikidata.org/entity/Q2074027,FALSE,,Samuel H. Kress,Samuel H. Kress Collection,,,,,,,,,,,,,,,
"National Gallery of Art, Kress Collection, Washington",frick,http://www.wikidata.org/entity/Q2074027,FALSE,,Samuel H. Kress,Samuel H. Kress Collection,,,,,,,,,,,,,,,
"National Gallery of Art, Kress Collection",frick,http://www.wikidata.org/entity/Q2074027,FALSE,,Samuel H. Kress,Samuel H. Kress Collection,,,,,,,,,,,,,,,
National Gallery Kress,frick,http://www.wikidata.org/entity/Q2074027,FALSE,,Samuel H. Kress,Samuel H. Kress Collection,,,,,,,,,,,,,,,
"Samual H. Kress Foundation, New York photograph",frick,http://www.wikidata.org/entity/Q30272990,FALSE,,Samuel H. Kress,Samuel H. Kress Foundation,,,,,,,,,,,,,,,
"Samuel H. Kress Foundation, photograph",frick,http://www.wikidata.org/entity/Q30272990,FALSE,,Samuel H. Kress,Samuel H. Kress Foundation,,,,,,,,,,,,,,,
Sansaini,khi,none,TRUE,,Sansaini,Sansaini,,,,atelier,,,,,,,,,,,
"Sansaini, ?",khi,none,TRUE,,Sansaini,Sansaini,,,,atelier,0,,,,,,,,,,
"Sansaini, Rome for H.W. Janson",frick,none,TRUE,,Sansaini,Sansaini,,,"altelier, probably of Renato",atelier,,,,,,,,,,,
"Sansaini, Pompeo",zeri,http://www.wikidata.org/entity/Q112581244,TRUE,,Sansaini,"Sansaini, Pompeo",,,,person,,,,,,,,,,,
Sansaini,hertziana,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,In wikidata: Renato Sansaini (person),,,,,,,,,,,,
"Sansaini, ?",hertziana,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,,,0,,,,,,,,,,
"Sansaini, Renato",hertziana,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,,,,,,,,,,,,,
"Sansaini, Renato",zeri,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,,person,,,,,,,,,,,
"Sansaini, Renato",khi,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,,atelier,,,,,,,,,,,
"Sansaini, Renato (Italian)",itatti,http://www.wikidata.org/entity/Q112581218,FALSE,,Sansaini,"Sansaini, Renato",,,,,,,,,,,,,,,
"Sansaini, Renato (Italian) ?",itatti,http://www.wikidata.org/entity/Q112581218,FALSE,,Sansaini,"Sansaini, Renato",,,,,"Sansaini, Renato",,,,,,,,,,
"Sansaini, Renato (Italian) photographer",itatti,http://www.wikidata.org/entity/Q112581218,FALSE,,Sansaini,"Sansaini, Renato",,,,,,,,,,,,,,,
"Sansaini, Renato (Italian) photographer (Attributed to)",itatti,http://www.wikidata.org/entity/Q112581218,FALSE,,Sansaini,"Sansaini, Renato",,,,,,,,,,,,,,,
"Sansaini?, Renato",hertziana,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,,,"Sansaini, Renato",,,,,,,,,,
"Sansaini?, Renato",khi,http://www.wikidata.org/entity/Q112581218,TRUE,,Sansaini,"Sansaini, Renato",,,,atelier,"Sansaini, Renato",,,,,,,,,,
"Sansaini, Salvatore",zeri,none,TRUE,,Sansaini,"Sansaini, Salvatore",,,,atelier,,,,,,,,,,,
Sansoni,khi,none,TRUE,,Sansoni,Sansoni,,,,person,,,,,,,,,,,
Sansoni,hertziana,none,TRUE,,Sansoni,Sansoni,,,,,,,,,,,,,,,
"Sansoni, Guido",khi,none,TRUE,,Sansoni,"Sansoni, Guido",,,,person,,,,,,,,,,,
"Sansoni, Luigi",khi,http://www.wikidata.org/entity/Q102289399,TRUE,,Sansoni,"Sansoni, Luigi",,,,person,0,,,,,,,,,,
"Sansoni, Mario",zeri,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,In wikidata: Mario Sansoni (person),person,,,,,,,,,,,
"Cav. Mario Sansoni, Florence",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Mario Sansoni,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Mario Sansoni, Florence",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansoni,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni
Sanson
Sansoni",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni, Cav. Mario (1882-1975, Italian) photographer",itatti,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni, Florence",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni, Mario",hertziana,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,,,,,,,,,,,,
"Sansoni, Mario",khi,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sanoni,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansaini,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansaini, Rome",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansnoi,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni & Nesti, Florence",frick,none,TRUE,,Sansoni e Nesti,Sansoni e Nesti,,,,atelier,,,,,,,,,,,
Sansoni 1928,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansoni case 181,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansoni Florence,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansoni photograph,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansoni photograph 188 photocopy,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni,  case 182",frick,,TRUE,,Sansoni,,,,,person,,,,,,,,,,,
"Sansoni, case",frick,,TRUE,,Sansoni,,,,,person,,,,,,,,,,,
"Sansoni, Case 189",frick,,TRUE,,Sansoni,,,,,person,,,,,,,,,,,
"Sansoni, Florence photograph",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni, Florence, given to Sansoni by Conte Camillo Gherardesca, from a photograph",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni, Florence, Italy",frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
"Sansoni, Florence, shipment 180",frick,,TRUE,,Sansoni,,,,,person,,,,,,,,,,,
Sasnsoni,frick,http://www.wikidata.org/entity/Q106652385,TRUE,,Sansoni,"Sansoni, Mario",,,,person,,,,,,,,,,,
Sansoni and Nesti,frick,none,,,Sansoni e Nesti,Sansoni e Nesti,,,,atelier,,,,,,,,,,,
Sansoni-Nesti,frick,none,,,Sansoni e Nesti,Sansoni e Nesti,,,,atelier,,,,,,,,,,,
"Sansoni-Nesti, Florence",frick,none,,,Sansoni e Nesti,Sansoni e Nesti,,,,atelier,,,,,,,,,,,
Saporetti,zeri,none,TRUE,,Saporetti,Saporetti,,,,atelier,,,,,,,,,,,
"Saporetti, Fabio",hertziana,none,TRUE,,Saporetti,"Saporetti, Fabio",,,,,,,,,,,,,,,
"Savastano, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, New york",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano, Frank S.",zeri,,TRUE,TRUE,Savastano,F.S. Savastano,,,,atelier,,,,,,,,,,,
F. S. Savastano,frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F. S. Savastano, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
F.S. Savastano,frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
F.S. Savastano New York,frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, 16023",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, N.Y",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, new York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, New York photograph",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, New York, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastano, photographer",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S. Savastino, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S.Savastano, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"F.S.Savastano, New York, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Frank S, Savastano, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Frank S. Sabastano, New York, photographer",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Frank S. Savastano, N.Y",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Frank S. Savastano, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Frank S. Savastano, New York photograph",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
Savastano,frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
Savastano Photographic Studio,frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano Photographic Studio, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano Studio Inc., New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano Studio, Inc., New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano Studio, New York",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano, New York photograph",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano, New York photographer",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano, portrait",frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
Savastano(?),frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
Savostano,frick,none,TRUE,TRUE,Savastano,F.S. Savastano,,,"Savastano, Frank Saverio ",atelier,,,,,,,,,,,
"Savastano Photographic Studio, photographer",itatti,,FALSE,TRUE,Savastano,,,,,,,,,,,,,,,,
"Savastano, F.S. (American) photographer",itatti,,FALSE,TRUE,Savastano,,,,,,,,,,,,,,,,
Archivio Fotografico Scala,zeri,http://www.wikidata.org/entity/Q124297307,TRUE,,Scala,Archivio Fotografico Scala,,,,atelier,,,,,,,,,,,
"Archivio Fotografico Scala, photographer",itatti,http://www.wikidata.org/entity/Q124297307,FALSE,,Scala,Archivio Fotografico Scala,,,,,,,,,,,,,,,
Scala,hertziana,none,TRUE,,Scala,Scala,,,,,,,,,,,,,,,
Schäfer-Schuchardt,hertziana,,TRUE,TRUE,Schäfer,"Schäfer-Schuchardt, Horst",,,,,,,,,,,,,,,
