count,name,date,type,loc,viaf,ulan,source,wikidata,gnd
1906,"Sargent, John Singer",1856-1925,person,http://id.loc.gov/authorities/names/n50019335,http://viaf.org/viaf/12466780,http://vocab.getty.edu/ulan/500023972,data,http://www.wikidata.org/entity/Q155626,https://d-nb.info/gnd/118794582
1214,"Rubens, Peter Paul",1577-1640,person,http://id.loc.gov/authorities/names/n79055561,http://viaf.org/viaf/56647196,http://vocab.getty.edu/ulan/500002921,data,http://www.wikidata.org/entity/Q5599,https://d-nb.info/gnd/11860354X
1151,"Stuart, Gilbert",1755-1828,person,http://id.loc.gov/authorities/names/n50083265,http://viaf.org/viaf/61689381,http://vocab.getty.edu/ulan/500010392,data,http://www.wikidata.org/entity/Q41402,https://d-nb.info/gnd/11879924X
1031,"Sully, Thomas",1783-1872,person,http://id.loc.gov/authorities/names/n83042764,http://viaf.org/viaf/62433781,http://vocab.getty.edu/ulan/500006873,data and vocab,http://www.wikidata.org/entity/Q786545,https://d-nb.info/gnd/122589734
1004,"Van Dyck, Anthony",1599-1641,person,http://id.loc.gov/authorities/names/n50070302,http://viaf.org/viaf/17231738,http://vocab.getty.edu/ulan/500115190,data,http://www.wikidata.org/entity/Q150679,https://d-nb.info/gnd/118528386
980,"Reynolds, Joshua",1723-1792,person,http://id.loc.gov/authorities/names/n84168483,http://viaf.org/viaf/27081216,http://vocab.getty.edu/ulan/500004539,data,http://www.wikidata.org/entity/Q194402,https://d-nb.info/gnd/118744771
972,"Gainsborough, Thomas",1727-1788,person,http://id.loc.gov/authorities/names/n79055449,http://viaf.org/viaf/29542582,http://vocab.getty.edu/ulan/500115200,data,http://www.wikidata.org/entity/Q192720,https://d-nb.info/gnd/118689185
858,Rembrandt Harmenszoon van Rijn,1606-1669,person,http://id.loc.gov/authorities/names/n79142935,http://viaf.org/viaf/64013650,http://vocab.getty.edu/ulan/500011051,data and vocab,http://www.wikidata.org/entity/Q5598,https://d-nb.info/gnd/11859964X
840,"Degas, Edgar",1834-1917,person,http://id.loc.gov/authorities/names/n79022903,http://viaf.org/viaf/41863744,http://vocab.getty.edu/ulan/500115194,data,http://www.wikidata.org/entity/Q46373,https://d-nb.info/gnd/118524291
806,"Corot, Jean-Baptiste-Camille",1796-1875,person,http://id.loc.gov/authorities/names/n50020661,http://viaf.org/viaf/4940255,http://vocab.getty.edu/ulan/500115390,data,http://www.wikidata.org/entity/Q148475,https://d-nb.info/gnd/118522256
749,"Goya, Francisco",1746-1828,person,http://id.loc.gov/authorities/names/n79003363,http://viaf.org/viaf/54343141,http://vocab.getty.edu/ulan/500118936,data,http://www.wikidata.org/entity/Q5432,https://d-nb.info/gnd/118541064
729,"Renoir, Auguste",1841-1919,person,http://id.loc.gov/authorities/names/n79055478,http://viaf.org/viaf/29643005,http://vocab.getty.edu/ulan/500115467,data,http://www.wikidata.org/entity/Q39931,https://d-nb.info/gnd/118599755
726,"Pissarro, Camille",1830-1903,person,http://id.loc.gov/authorities/names/n50010995,http://viaf.org/viaf/14775224,http://vocab.getty.edu/ulan/500001924,data,http://www.wikidata.org/entity/Q134741,https://d-nb.info/gnd/118594672
691,"Fragonard, Jean-Honoré",1732-1806,person,http://id.loc.gov/authorities/names/n50025368,http://viaf.org/viaf/36918358,http://vocab.getty.edu/ulan/500115329,data,http://www.wikidata.org/entity/Q127171,https://d-nb.info/gnd/118692437
680,"Delacroix, Eugène",1798-1863,person,http://id.loc.gov/authorities/names/n79086855,http://viaf.org/viaf/7389086,http://vocab.getty.edu/ulan/500115509,data,http://www.wikidata.org/entity/Q33477,https://d-nb.info/gnd/118524461
648,Titian,approximately 1488-1576,person,http://id.loc.gov/authorities/names/n79074519,http://viaf.org/viaf/61533439,http://vocab.getty.edu/ulan/500031075,data,http://www.wikidata.org/entity/Q47551,https://d-nb.info/gnd/118622994
641,"Homer, Winslow",1836-1910,person,http://id.loc.gov/authorities/names/n79023170,http://viaf.org/viaf/15044075,http://vocab.getty.edu/ulan/500019202,data,http://www.wikidata.org/entity/Q344838,https://d-nb.info/gnd/119193523
634,"Turner, J. M. W",1775-1851,person,http://id.loc.gov/authorities/names/n79060712,http://viaf.org/viaf/100900492,http://vocab.getty.edu/ulan/500026846,data,http://www.wikidata.org/entity/Q159758,https://d-nb.info/gnd/11862475X
624,"Tiepolo, Giovanni Battista",1696-1770,person,http://id.loc.gov/authorities/names/n80045041,http://viaf.org/viaf/71399712,http://vocab.getty.edu/ulan/500018523,data,http://www.wikidata.org/entity/Q186202,https://d-nb.info/gnd/118622625
622,"Cézanne, Paul",1839-1906,person,http://id.loc.gov/authorities/names/n79055446,http://viaf.org/viaf/39374836,http://vocab.getty.edu/ulan/500004793,data,http://www.wikidata.org/entity/Q35548,https://d-nb.info/gnd/118519964
584,"Copley, John Singleton",1738-1815,person,http://id.loc.gov/authorities/names/n50017577,http://viaf.org/viaf/66552740,http://vocab.getty.edu/ulan/500009177,data,http://www.wikidata.org/entity/Q316016,https://d-nb.info/gnd/118670034
581,"Lawrence, Thomas",1769-1830,person,http://id.loc.gov/authorities/names/n81008170,http://viaf.org/viaf/59122598,http://vocab.getty.edu/ulan/500022619,data,http://www.wikidata.org/entity/Q312096,https://d-nb.info/gnd/118778994
567,"Romney, George",1734-1802,person,http://id.loc.gov/authorities/names/n50048289,http://viaf.org/viaf/39646668,http://vocab.getty.edu/ulan/500115779,data,http://www.wikidata.org/entity/Q371280,https://d-nb.info/gnd/118749609
561,"Boucher, François",1703-1770,person,http://id.loc.gov/authorities/names/n50042112,http://viaf.org/viaf/66517093,http://vocab.getty.edu/ulan/500032143,data,http://www.wikidata.org/entity/Q180932,https://d-nb.info/gnd/118662244
545,Tintoretto,1518-1594,person,http://id.loc.gov/authorities/names/n50011866,http://viaf.org/viaf/95161574,http://vocab.getty.edu/ulan/500011407,data,http://www.wikidata.org/entity/Q9319,https://d-nb.info/gnd/118622854
535,Raphael,1483-1520,person,http://id.loc.gov/authorities/names/n79041756,http://viaf.org/viaf/64055977,http://vocab.getty.edu/ulan/500023578,data,http://www.wikidata.org/entity/Q5597,https://d-nb.info/gnd/118597787
530,"Peale, Charles Willson",1741-1827,person,http://id.loc.gov/authorities/names/n80025860,http://viaf.org/viaf/72190360,http://vocab.getty.edu/ulan/500017914,data,http://www.wikidata.org/entity/Q454945,https://d-nb.info/gnd/118790080
513,"Robert, Hubert",1733-1808,person,http://id.loc.gov/authorities/names/n81128260,http://viaf.org/viaf/39385770,http://vocab.getty.edu/ulan/500009558,data,http://www.wikidata.org/entity/Q548205,https://d-nb.info/gnd/118601482
504,"Wilson, Richard",1713-1782,person,http://id.loc.gov/authorities/names/n83239097,http://viaf.org/viaf/257184,http://vocab.getty.edu/ulan/500022703,data,http://www.wikidata.org/entity/Q471387,https://d-nb.info/gnd/118835769
502,"Peale, Rembrandt",1778-1860,person,http://id.loc.gov/authorities/names/n85813460,http://viaf.org/viaf/27334932,http://vocab.getty.edu/ulan/500019719,data,http://www.wikidata.org/entity/Q375926,https://d-nb.info/gnd/117692719
492,"Reni, Guido",1575-1642,person,http://id.loc.gov/authorities/names/n80021717,http://viaf.org/viaf/49288294,http://vocab.getty.edu/ulan/500030334,data and vocab,http://www.wikidata.org/entity/Q109061,https://d-nb.info/gnd/118599712
488,"Greuze, Jean-Baptiste",1725-1805,person,http://id.loc.gov/authorities/names/n85252610,http://viaf.org/viaf/24611548,http://vocab.getty.edu/ulan/500000119,data,http://www.wikidata.org/entity/Q347139,https://d-nb.info/gnd/118718789
481,"Raeburn, Henry",1756-1823,person,http://id.loc.gov/authorities/names/n83013586,http://viaf.org/viaf/24874387,http://vocab.getty.edu/ulan/500032325,data,http://www.wikidata.org/entity/Q561916,https://d-nb.info/gnd/120340399
476,"Catlin, George",1796-1872,person,http://id.loc.gov/authorities/names/n50035819,http://viaf.org/viaf/88688790,http://vocab.getty.edu/ulan/500004854,data,http://www.wikidata.org/entity/Q455133,https://d-nb.info/gnd/118519689
473,"Teniers, David",1610-1690,person,http://id.loc.gov/authorities/names/n79059287,http://viaf.org/viaf/88765161,http://vocab.getty.edu/ulan/500001443,data,http://www.wikidata.org/entity/Q335022,https://d-nb.info/gnd/118907832
464,"Daumier, Honoré",1808-1879,person,http://id.loc.gov/authorities/names/n79089112,http://viaf.org/viaf/96555949,http://vocab.getty.edu/ulan/500117998,data,http://www.wikidata.org/entity/Q187506,https://d-nb.info/gnd/118523880
458,"Picasso, Pablo",1881-1973,person,http://id.loc.gov/authorities/names/n78086005,http://viaf.org/viaf/15873,http://vocab.getty.edu/ulan/500009666,data,http://www.wikidata.org/entity/Q5593,https://d-nb.info/gnd/118594206
458,"Kneller, Godfrey",1646-1723,person,http://id.loc.gov/authorities/names/n82103048,http://viaf.org/viaf/74127041,http://vocab.getty.edu/ulan/500015875,data,http://www.wikidata.org/entity/Q65317,https://d-nb.info/gnd/119080958
454,"Healy, G. P. A",1813-1894,person,http://id.loc.gov/authorities/names/n90663010,http://viaf.org/viaf/107045159,http://vocab.getty.edu/ulan/500022150,data,http://www.wikidata.org/entity/Q64633,https://d-nb.info/gnd/129158100
449,"Cranach, Lucas",1472-1553,person,http://id.loc.gov/authorities/names/n50020861,http://viaf.org/viaf/49268177,http://vocab.getty.edu/ulan/500115364,data,http://www.wikidata.org/entity/Q191748,https://d-nb.info/gnd/118522582
438,"Poussin, Nicolas",1594?-1665,person,http://id.loc.gov/authorities/names/n80028152,http://viaf.org/viaf/24606800,http://vocab.getty.edu/ulan/500005036,data,http://www.wikidata.org/entity/Q41554,https://d-nb.info/gnd/118596047
436,"Ingres, Jean-Auguste-Dominique",1780-1867,person,http://id.loc.gov/authorities/names/n81047807,http://viaf.org/viaf/76327826,http://vocab.getty.edu/ulan/500028037,data,http://www.wikidata.org/entity/Q23380,https://d-nb.info/gnd/11855560X
435,"Constable, John",1776-1837,person,http://id.loc.gov/authorities/names/n80007977,http://viaf.org/viaf/17265725,http://vocab.getty.edu/ulan/500115382,data,http://www.wikidata.org/entity/Q159297,https://d-nb.info/gnd/118521934
435,"Matisse, Henri",1869-1954,person,http://id.loc.gov/authorities/names/n79054729,http://viaf.org/viaf/42630086,http://vocab.getty.edu/ulan/500017300,data,http://www.wikidata.org/entity/Q5589,https://d-nb.info/gnd/118578847
433,"West, Benjamin",1738-1820,person,http://id.loc.gov/authorities/names/n50003451,http://viaf.org/viaf/76585232,http://vocab.getty.edu/ulan/500026989,data,http://www.wikidata.org/entity/Q313498,https://d-nb.info/gnd/118806823
427,"Gogh, Vincent van",1853-1890,person,http://id.loc.gov/authorities/names/n79022935,http://viaf.org/viaf/9854560,http://vocab.getty.edu/ulan/500115588,data,http://www.wikidata.org/entity/Q5582,https://d-nb.info/gnd/118540416
424,"Murillo, Bartolomé Esteban",1617-1682,person,http://id.loc.gov/authorities/names/n81068073,http://viaf.org/viaf/76584455,http://vocab.getty.edu/ulan/500007425,data,http://www.wikidata.org/entity/Q192062,https://d-nb.info/gnd/11858586X
419,"Géricault, Théodore",1791-1824,person,http://id.loc.gov/authorities/names/n50016306,http://viaf.org/viaf/64128788,http://vocab.getty.edu/ulan/500115562,data,http://www.wikidata.org/entity/Q184212,https://d-nb.info/gnd/118538675
416,"Lorrain, Claude",1600-1682,person,http://id.loc.gov/authorities/names/n50036071,http://viaf.org/viaf/54156251,http://vocab.getty.edu/ulan/500115366,data and vocab,http://www.wikidata.org/entity/Q214074,https://d-nb.info/gnd/118574450
403,"Monet, Claude",1840-1926,person,http://id.loc.gov/authorities/names/n79055527,http://viaf.org/viaf/24605513,http://vocab.getty.edu/ulan/500019484,data,http://www.wikidata.org/entity/Q296,https://d-nb.info/gnd/11858345X
398,"Millet, Jean-François",1814-1875,person,http://id.loc.gov/authorities/names/n50033212,http://viaf.org/viaf/59179782,http://vocab.getty.edu/ulan/500012529,data,http://www.wikidata.org/entity/Q148458,https://d-nb.info/gnd/118582550
393,"Inness, George",1825-1894,person,http://id.loc.gov/authorities/names/n79007221,http://viaf.org/viaf/35252496,http://vocab.getty.edu/ulan/500013380,data,http://www.wikidata.org/entity/Q704868,https://d-nb.info/gnd/118775537
392,"Trumbull, John",1756-1843,person,http://id.loc.gov/authorities/names/n50011728,http://viaf.org/viaf/56862633,http://vocab.getty.edu/ulan/500016000,data,http://www.wikidata.org/entity/Q369263,https://d-nb.info/gnd/118802844
382,Greco,1541?-1614,person,http://id.loc.gov/authorities/names/n81070611,http://viaf.org/viaf/100215785,http://vocab.getty.edu/ulan/500010916,data,http://www.wikidata.org/entity/Q301,https://d-nb.info/gnd/118722778
382,"Hoppner, John",1758-1810,person,http://id.loc.gov/authorities/names/nr97042998,http://viaf.org/viaf/5199880,http://vocab.getty.edu/ulan/500013173,data,http://www.wikidata.org/entity/Q326066,https://d-nb.info/gnd/128508175
377,"Houdon, Jean Antoine",1741-1828,person,http://id.loc.gov/authorities/names/n79008240,http://viaf.org/viaf/59182549,http://vocab.getty.edu/ulan/500003939,data and vocab,http://www.wikidata.org/entity/Q318741,https://d-nb.info/gnd/118707264
375,"Manet, Édouard",1832-1883,person,http://id.loc.gov/authorities/names/n79043160,http://viaf.org/viaf/97379936,http://vocab.getty.edu/ulan/500010363,data,http://www.wikidata.org/entity/Q40599,https://d-nb.info/gnd/11857700X
369,"Lebourg, Albert",1849-1928,person,http://id.loc.gov/authorities/names/n86047754,http://viaf.org/viaf/69851145,http://vocab.getty.edu/ulan/500003210,data,http://www.wikidata.org/entity/Q630973,https://d-nb.info/gnd/124052991
367,"Guardi, Francesco",1712-1793,person,http://id.loc.gov/authorities/names/n50074509,http://viaf.org/viaf/27073465,http://vocab.getty.edu/ulan/500017409,data,http://www.wikidata.org/entity/Q318769,https://d-nb.info/gnd/118543091
363,"Lely, Peter",1618-1680,person,http://id.loc.gov/authorities/names/n85028378,http://viaf.org/viaf/47033545,http://vocab.getty.edu/ulan/500002184,data,http://www.wikidata.org/entity/Q161336,https://d-nb.info/gnd/124016626
361,Canaletto,1697-1768,person,http://id.loc.gov/authorities/names/n79065963,http://viaf.org/viaf/88652637,http://vocab.getty.edu/ulan/500115269,data and vocab,http://www.wikidata.org/entity/Q182664,https://d-nb.info/gnd/118638203
356,"Inman, Henry",1801-1846,person,http://id.loc.gov/authorities/names/n82013325,http://viaf.org/viaf/10645939,http://vocab.getty.edu/ulan/500021656,data,http://www.wikidata.org/entity/Q3132855,https://d-nb.info/gnd/118982931
356,"Waldo, Samuel Lovett",1783-1861,person,http://id.loc.gov/authorities/names/nr2002000045,http://viaf.org/viaf/68863198,http://vocab.getty.edu/ulan/500026386,data,http://www.wikidata.org/entity/Q390073,
354,"Ramsay, Allan",1713-1784,person,http://id.loc.gov/authorities/names/n85011073,http://viaf.org/viaf/49266202,http://vocab.getty.edu/ulan/500019302,data,http://www.wikidata.org/entity/Q560792,https://d-nb.info/gnd/118749005
351,"Sisley, Alfred",1839-1899,person,http://id.loc.gov/authorities/names/n79102762,http://viaf.org/viaf/32004750,http://vocab.getty.edu/ulan/500027485,data,http://www.wikidata.org/entity/Q175130,https://d-nb.info/gnd/118614762
350,Leonardo,1452-1519,person,http://id.loc.gov/authorities/names/n79034525,http://viaf.org/viaf/24604287,http://vocab.getty.edu/ulan/500010879,data,http://www.wikidata.org/entity/Q762,https://d-nb.info/gnd/118640445
340,"Hals, Frans",1584-1666,person,http://id.loc.gov/authorities/names/n78091972,http://viaf.org/viaf/100165653,http://vocab.getty.edu/ulan/500027794,data,http://www.wikidata.org/entity/Q167654,https://d-nb.info/gnd/118545221
339,"Fantin-Latour, Henri",1836-1904,person,http://id.loc.gov/authorities/names/n82025255,http://viaf.org/viaf/61556110,http://vocab.getty.edu/ulan/500025754,data,http://www.wikidata.org/entity/Q310715,https://d-nb.info/gnd/118683055
338,"Johnson, Eastman",1824-1906,person,http://id.loc.gov/authorities/names/n83177936,http://viaf.org/viaf/22945442,http://vocab.getty.edu/ulan/500008685,data,http://www.wikidata.org/entity/Q1278282,https://d-nb.info/gnd/119175975
336,"Watteau, Antoine",1684-1721,person,http://id.loc.gov/authorities/names/n50043693,http://viaf.org/viaf/46882028,http://vocab.getty.edu/ulan/500032644,data,http://www.wikidata.org/entity/Q183221,https://d-nb.info/gnd/118629492
334,Veronese,1528-1588,person,http://id.loc.gov/authorities/names/n79040166,http://viaf.org/viaf/95162605,http://vocab.getty.edu/ulan/500021218,data and vocab,http://www.wikidata.org/entity/Q9440,https://d-nb.info/gnd/118626647
326,"Courbet, Gustave",1819-1877,person,http://id.loc.gov/authorities/names/n80057228,http://viaf.org/viaf/22160734,http://vocab.getty.edu/ulan/500010927,data,http://www.wikidata.org/entity/Q34618,https://d-nb.info/gnd/118522450
321,"Goyen, Jan van",1596-1656,person,http://id.loc.gov/authorities/names/n82134567,http://viaf.org/viaf/14817785,http://vocab.getty.edu/ulan/500115612,data,http://www.wikidata.org/entity/Q315996,https://d-nb.info/gnd/118541072
313,"Zurbarán, Francisco de",1598-1664,person,http://id.loc.gov/authorities/names/n50015926,http://viaf.org/viaf/51713298,http://vocab.getty.edu/ulan/500001984,data,http://www.wikidata.org/entity/Q209615,https://d-nb.info/gnd/118808672
311,"Peale, James",1749-1831,person,http://id.loc.gov/authorities/names/n86021622,http://viaf.org/viaf/65481799,http://vocab.getty.edu/ulan/500029852,data,http://www.wikidata.org/entity/Q3161332,https://d-nb.info/gnd/1160325464
306,"Velázquez, Diego",1599-1660,person,http://id.loc.gov/authorities/names/n79063457,http://viaf.org/viaf/76324831,http://vocab.getty.edu/ulan/500016881,data,http://www.wikidata.org/entity/Q297,https://d-nb.info/gnd/118626426
300,"Ostade, Adriaen van",1610-1685,person,http://id.loc.gov/authorities/names/n82074193,http://viaf.org/viaf/24760273,http://vocab.getty.edu/ulan/500021654,data,http://www.wikidata.org/entity/Q352438,https://d-nb.info/gnd/118590421
300,"Cole, Thomas",1801-1848,person,http://id.loc.gov/authorities/names/n50026811,http://viaf.org/viaf/51697901,http://vocab.getty.edu/ulan/500028323,data,http://www.wikidata.org/entity/Q334001,https://d-nb.info/gnd/119181274
296,"Sharples, James",1752-1811,person,http://id.loc.gov/authorities/names/n99284585,http://viaf.org/viaf/8328273,http://vocab.getty.edu/ulan/500029541,data,http://www.wikidata.org/entity/Q3161407,https://d-nb.info/gnd/12470414X
295,"Jongkind, Johan Barthold",1819-1891,person,http://id.loc.gov/authorities/names/n50038617,http://viaf.org/viaf/51697804,http://vocab.getty.edu/ulan/500028269,data,http://www.wikidata.org/entity/Q704585,https://d-nb.info/gnd/118776398
292,"Girtin, Thomas",1775-1802,person,http://id.loc.gov/authorities/names/n85306897,http://viaf.org/viaf/39651268,http://vocab.getty.edu/ulan/500009169,data,http://www.wikidata.org/entity/Q714243,https://d-nb.info/gnd/102481997
291,"Huntington, Daniel",1816-1906,person,http://id.loc.gov/authorities/names/nr91002048,http://viaf.org/viaf/23216629,http://vocab.getty.edu/ulan/500017937,data,http://www.wikidata.org/entity/Q323987,https://d-nb.info/gnd/129355194
290,"Fraser, Charles",1782-1860,person,http://id.loc.gov/authorities/names/n87148979,http://viaf.org/viaf/6448078,http://vocab.getty.edu/ulan/500027085,data,http://www.wikidata.org/entity/Q5077811,https://d-nb.info/gnd/1173464417
290,"Ames, Ezra",1768-1836,person,http://id.loc.gov/authorities/names/nr90000143,http://viaf.org/viaf/71237639,http://vocab.getty.edu/ulan/500018732,data,http://www.wikidata.org/entity/Q5423324,
286,Guercino,1591-1666,person,http://id.loc.gov/authorities/names/n50082058,http://viaf.org/viaf/49248688,http://vocab.getty.edu/ulan/500021925,data,http://www.wikidata.org/entity/Q334262,https://d-nb.info/gnd/118978128
284,"Hopper, Edward",1882-1967,person,http://id.loc.gov/authorities/names/n79060609,http://viaf.org/viaf/32101533,http://vocab.getty.edu/ulan/500031212,data,http://www.wikidata.org/entity/Q203401,https://d-nb.info/gnd/118553534
284,"Baldung, Hans",-1545,person,http://id.loc.gov/authorities/names/n50017621,http://viaf.org/viaf/22150893,http://vocab.getty.edu/ulan/500024290,data,http://www.wikidata.org/entity/Q164696,https://d-nb.info/gnd/118506188
273,"Ribera, Jusepe de",1591-1652,person,http://id.loc.gov/authorities/names/n82095006,http://viaf.org/viaf/83103470,http://vocab.getty.edu/ulan/500008521,data,http://www.wikidata.org/entity/Q297838,https://d-nb.info/gnd/118788604
273,"Barocci, Federigo",1528-1612,person,http://id.loc.gov/authorities/names/n50067722,http://viaf.org/viaf/41865190,http://vocab.getty.edu/ulan/500115210,data,http://www.wikidata.org/entity/Q316731,https://d-nb.info/gnd/119256908
271,"Saint-Mémin, Charles Balthazar Julien Fevret de",1770-1852,person,http://id.loc.gov/authorities/names/n82094933,http://viaf.org/viaf/45055625,http://vocab.getty.edu/ulan/500019413,data and vocab,http://www.wikidata.org/entity/Q2958470,https://d-nb.info/gnd/116485140
270,"Steen, Jan",1626-1679,person,http://id.loc.gov/authorities/names/n79021430,http://viaf.org/viaf/15041897,http://vocab.getty.edu/ulan/500115664,data,http://www.wikidata.org/entity/Q205863,https://d-nb.info/gnd/118798545
270,"Diaz de la Peña, Narcisse Virgile",1807-1876,person,http://id.loc.gov/authorities/names/nr97042021,http://viaf.org/viaf/37117325,http://vocab.getty.edu/ulan/500008285,data,http://www.wikidata.org/entity/Q724140,https://d-nb.info/gnd/130150495
270,"Church, Frederic Edwin",1826-1900,person,http://id.loc.gov/authorities/names/n81068777,http://viaf.org/viaf/42087786,http://vocab.getty.edu/ulan/500115265,data,http://www.wikidata.org/entity/Q366212,https://d-nb.info/gnd/119075164
268,"Chardin, Jean Baptiste Siméon",1699-1779,person,http://id.loc.gov/authorities/names/n79061326,http://viaf.org/viaf/12392613,http://vocab.getty.edu/ulan/500115331,data and vocab,http://www.wikidata.org/entity/Q207447,https://d-nb.info/gnd/118520121
264,"David, Jacques Louis",1748-1825,person,http://id.loc.gov/authorities/names/n50035639,http://viaf.org/viaf/66575297,http://vocab.getty.edu/ulan/500115221,data,http://www.wikidata.org/entity/Q83155,https://d-nb.info/gnd/118523945
263,"Bellini, Giovanni",1426?-1516,person,http://id.loc.gov/authorities/names/n50007140,http://viaf.org/viaf/100161245,http://vocab.getty.edu/ulan/500019244,data and vocab,http://www.wikidata.org/entity/Q17169,https://d-nb.info/gnd/118508679
261,Perugino,approximately 1450-1523,person,http://id.loc.gov/authorities/names/n84039337,http://viaf.org/viaf/228460912,http://vocab.getty.edu/ulan/500024544,data and vocab,http://www.wikidata.org/entity/Q5827,https://d-nb.info/gnd/174256655
260,"Gauguin, Paul",1848-1903,person,http://id.loc.gov/authorities/names/n79055546,http://viaf.org/viaf/27064953,http://vocab.getty.edu/ulan/500011421,data,http://www.wikidata.org/entity/Q37693,https://d-nb.info/gnd/118537822
260,"Cassatt, Mary",1844-1926,person,http://id.loc.gov/authorities/names/n78096937,http://viaf.org/viaf/2478969,http://vocab.getty.edu/ulan/500012368,data,http://www.wikidata.org/entity/Q173223,https://d-nb.info/gnd/118519476
259,"Holbein, Hans",1497?-1543,person,http://id.loc.gov/authorities/names/n81117179,http://viaf.org/viaf/4945401,http://vocab.getty.edu/ulan/500005259,data,http://www.wikidata.org/entity/Q48319,https://d-nb.info/gnd/118552953
256,"Ruisdael, Jacob van",1628 or 1629-1682,person,http://id.loc.gov/authorities/names/n82062822,http://viaf.org/viaf/89550506,http://vocab.getty.edu/ulan/500027077,data,http://www.wikidata.org/entity/Q213612,https://d-nb.info/gnd/118604082
256,"Bellows, George",1882-1925,person,http://id.loc.gov/authorities/names/n50007142,http://viaf.org/viaf/27338136,http://vocab.getty.edu/ulan/500003261,data,http://www.wikidata.org/entity/Q167132,https://d-nb.info/gnd/118885146
254,"Lancret, Nicolas",1690-1743,person,http://id.loc.gov/authorities/names/n91014892,http://viaf.org/viaf/17285391,http://vocab.getty.edu/ulan/500029432,data,http://www.wikidata.org/entity/Q188172,https://d-nb.info/gnd/118778595
253,Giotto,1266?-1337,person,http://id.loc.gov/authorities/names/n81071909,http://viaf.org/viaf/27073355,http://vocab.getty.edu/ulan/500010766,data and vocab,http://www.wikidata.org/entity/Q7814,https://d-nb.info/gnd/118539477
253,"Harding, Chester",1792-1866,person,http://id.loc.gov/authorities/names/n85015083,http://viaf.org/viaf/22997840,http://vocab.getty.edu/ulan/500031083,data,http://www.wikidata.org/entity/Q5093586,https://d-nb.info/gnd/121457036
252,"Jarvis, John Wesley",1780-1840,person,http://id.loc.gov/authorities/names/nr92020585,http://viaf.org/viaf/30715649,http://vocab.getty.edu/ulan/500008614,data,http://www.wikidata.org/entity/Q3182713,https://d-nb.info/gnd/133033295
249,"Chase, William Merritt",1849-1916,person,http://id.loc.gov/authorities/names/n79061094,http://viaf.org/viaf/283709,http://vocab.getty.edu/ulan/500115356,data,http://www.wikidata.org/entity/Q265820,https://d-nb.info/gnd/119187558
247,"Tiepolo, Giovanni Domenico",1727-1804,person,http://id.loc.gov/authorities/names/n80045042,http://viaf.org/viaf/46771018,http://vocab.getty.edu/ulan/500025154,data,http://www.wikidata.org/entity/Q435316,https://d-nb.info/gnd/118642820
245,"Mount, William Sidney",1807-1868,person,http://id.loc.gov/authorities/names/n50006681,http://viaf.org/viaf/72190237,http://vocab.getty.edu/ulan/500017404,data,http://www.wikidata.org/entity/Q45431,https://d-nb.info/gnd/118785168
243,"Jordaens, Jacob",1593-1678,person,http://id.loc.gov/authorities/names/n79108868,http://viaf.org/viaf/34465050,http://vocab.getty.edu/ulan/500012431,data,http://www.wikidata.org/entity/Q270658,https://d-nb.info/gnd/118558331
240,"Wollaston, John",1710-1775?,person,http://id.loc.gov/authorities/names/nr2001027592,http://viaf.org/viaf/46691074,,data,http://www.wikidata.org/entity/Q3182782,
239,"Cosway, Richard",1740-1821,person,http://id.loc.gov/authorities/names/n93108180,http://viaf.org/viaf/40191108,http://vocab.getty.edu/ulan/500115280,data,http://www.wikidata.org/entity/Q2539929,https://d-nb.info/gnd/119547317
236,"Pontormo, Jacopo da",1494-1556,person,http://id.loc.gov/authorities/names/n85800632,http://viaf.org/viaf/110043526,http://vocab.getty.edu/ulan/500008780,data,http://www.wikidata.org/entity/Q207929,https://d-nb.info/gnd/118822713
235,"Beechey, William",1753-1839,person,http://id.loc.gov/authorities/names/nr89014510,http://viaf.org/viaf/74124605,http://vocab.getty.edu/ulan/500014785,data,http://www.wikidata.org/entity/Q48566,https://d-nb.info/gnd/122961765
231,"Savery, Roelant",1576-1639,person,http://id.loc.gov/authorities/names/n85288037,http://viaf.org/viaf/5728201,http://vocab.getty.edu/ulan/500121039,data,http://www.wikidata.org/entity/Q142710,https://d-nb.info/gnd/118838709
231,"Cuyp, Aelbert",1620-1691,person,http://id.loc.gov/authorities/names/n50082116,http://viaf.org/viaf/19949742,http://vocab.getty.edu/ulan/500121064,data,http://www.wikidata.org/entity/Q313194,https://d-nb.info/gnd/118670786
231,"Morland, George",1763-1804,person,http://id.loc.gov/authorities/names/n83013597,http://viaf.org/viaf/37185990,http://vocab.getty.edu/ulan/500031295,data,http://www.wikidata.org/entity/Q2405427,https://d-nb.info/gnd/118584197
230,"Neagle, John",1796-1865,person,http://id.loc.gov/authorities/names/nr91004354,http://viaf.org/viaf/51959480,http://vocab.getty.edu/ulan/500005325,data,http://www.wikidata.org/entity/Q1701195,https://d-nb.info/gnd/131754408
230,"Weyden, Rogier van der",1399 or 1400-1464,person,http://id.loc.gov/authorities/names/n50082131,http://viaf.org/viaf/100171627,http://vocab.getty.edu/ulan/500008384,data,http://www.wikidata.org/entity/Q68631,https://d-nb.info/gnd/118860143
228,"John, Augustus",1878-1961,person,http://id.loc.gov/authorities/names/n50038612,http://viaf.org/viaf/209346688,http://vocab.getty.edu/ulan/500018892,data,http://www.wikidata.org/entity/Q562540,https://d-nb.info/gnd/119116316
