count,name,date,type,loc,viaf,ulan,source,wikidata,gnd
3,"Smith, William",1707-1764,person,http://id.loc.gov/authorities/names/n91053529,http://viaf.org/viaf/58256156,http://vocab.getty.edu/ulan/500020690,data,http://www.wikidata.org/entity/Q18821948,https://d-nb.info/gnd/1054784256
3,"Roberts, Henry Benjamin",1831-1915,person,,,,,,
3,"Frazee, John",1790-1852,person,http://id.loc.gov/authorities/names/n86001526,http://viaf.org/viaf/20479910,http://vocab.getty.edu/ulan/500082402,data,http://www.wikidata.org/entity/Q6234074,https://d-nb.info/gnd/11895556X
3,"Chéron, Louis",1655-1725,person,http://id.loc.gov/authorities/names/nr99032773,http://viaf.org/viaf/4118148269850805230009,http://vocab.getty.edu/ulan/500028744,data,http://www.wikidata.org/entity/Q3261535,https://d-nb.info/gnd/104269332
3,"Jacob, Max",1876-1944,person,http://id.loc.gov/authorities/names/n79144837,http://viaf.org/viaf/59084095,http://vocab.getty.edu/ulan/500016649,data,http://www.wikidata.org/entity/Q156214,https://d-nb.info/gnd/118711113
3,"Houasse, René Antoine",1644 or 1645-1710,person,,,,,,
3,"Miller, William E",,person,http://id.loc.gov/authorities/names/n82026061,http://viaf.org/viaf/65343985,,data,,
3,"Kamsetzer, Jan Chrystian",1753-1795,person,http://id.loc.gov/authorities/names/n79013384,http://viaf.org/viaf/77398998,http://vocab.getty.edu/ulan/500014880,data,http://www.wikidata.org/entity/Q1431915,https://d-nb.info/gnd/129630942
3,"Ottino, Pasquale",approximately 1570-1630,person,,,,,,
3,"Pollak, Jan",-1519,person,,,,,,
3,"Vitringa, Wigerus",1657-1725,person,http://id.loc.gov/authorities/names/no2008081970,http://viaf.org/viaf/18444795,http://vocab.getty.edu/ulan/500003483,data,http://www.wikidata.org/entity/Q2741527,https://d-nb.info/gnd/135618738
3,"Gelder, Nicolaes van",approximately 1625-1675 or 1677,person,,,,,,
3,"Lorme, Antoine de",-1673,person,,,,,,
3,"Barraud, William",1810-1850,person,http://id.loc.gov/authorities/names/no2011148711,http://viaf.org/viaf/54420022,http://vocab.getty.edu/ulan/500003934,data,http://www.wikidata.org/entity/Q8005106,https://d-nb.info/gnd/122283732
3,"Jean, de Chartres",active approximately 1493-1511,person,,,,,,
3,"Johannot, Tony",1803-1852,person,http://id.loc.gov/authorities/names/n50038589,http://viaf.org/viaf/54149481,http://vocab.getty.edu/ulan/500019512,data,http://www.wikidata.org/entity/Q2442652,https://d-nb.info/gnd/117151858
3,"Coffin, Haskell",1878-1941,person,http://id.loc.gov/authorities/names/no2005018633,http://viaf.org/viaf/44025643,,data,http://www.wikidata.org/entity/Q15996410,
3,"Richter, Christian",1678-1732,person,,,,,,
3,"Court, Jean de",active approximately 1555-approximately 1585,person,,,,,,
3,"Alfano, da Rieti",active 1478,person,,,,,,
3,"Scrymser, Christabel",1885-,person,,,,,,
3,"Mombello, Luca",approximately 1500-,person,,,,,,
3,"Mathey, Paul",1844-1929,person,,,,,,
3,"Shindler, A. Zeno",1823-1899,person,http://id.loc.gov/authorities/names/n91124278,http://viaf.org/viaf/227071514,,data,http://www.wikidata.org/entity/Q20821730,
3,"Nicoluccio, da Perugia",active 1410?,person,,,,,,
3,"King, J. B",,person,http://id.loc.gov/authorities/names/n77000957,http://viaf.org/viaf/279326655,,data,,
3,"Bede, Cuthbert",1827-1889,person,http://id.loc.gov/authorities/names/n83233008,http://viaf.org/viaf/100262220,http://vocab.getty.edu/ulan/500101018,data,http://www.wikidata.org/entity/Q5341994,https://d-nb.info/gnd/119266172
3,"Florigerio, Sebastiano",approximately 1500-,person,,,,,,
3,"Sangallo, Antonio da",approximately 1455-1534 or 1535,person,http://id.loc.gov/authorities/names/n82222629,http://viaf.org/viaf/45101555,http://vocab.getty.edu/ulan/500020334,data,http://www.wikidata.org/entity/Q456861,https://d-nb.info/gnd/118956337
3,"Chernetzoff, Gregor",active 18th-19th century,person,,,,,,
3,"Dring, William",1904-,person,,,,,,
3,"Day, Horace Talmage",1909-1984,person,http://id.loc.gov/authorities/names/nr2005022359,http://viaf.org/viaf/22099388,http://vocab.getty.edu/ulan/500002629,data,http://www.wikidata.org/entity/Q5901659,
3,"Pershing, Louise",1904-1986,person,,,,,,
3,"Beaubrun, Henri",1603-1677,person,,,,,,
3,"Vermiglio, Giuseppe",,person,http://id.loc.gov/authorities/names/no2001009869,http://viaf.org/viaf/21786930,,data,http://www.wikidata.org/entity/Q3771617,
3,"Mauzaisse, Jean Baptiste",1784-1844,person,,,,,,
3,"Tintore, SImone del",1630-1708,person,http://id.loc.gov/authorities/names/no2014163477,http://viaf.org/viaf/95860908,http://vocab.getty.edu/ulan/500029035,data,http://www.wikidata.org/entity/Q3484631,https://d-nb.info/gnd/133458318
3,"Fisher, Jonathan",1768-1847,person,http://id.loc.gov/authorities/names/nr89010609,http://viaf.org/viaf/36762936,http://vocab.getty.edu/ulan/500021085,data,http://www.wikidata.org/entity/Q4485189,https://d-nb.info/gnd/1158440987
3,"Williams, W. H",active 19th century,person,,,,,,
3,"Harris, Philip Spooner",1824-1884,person,,,,,,
3,"Sicard, Louis Marie",1743-1825,person,http://id.loc.gov/authorities/names/no2016090484,http://viaf.org/viaf/34725013,http://vocab.getty.edu/ulan/500025578,data,http://www.wikidata.org/entity/Q18508479,https://d-nb.info/gnd/140585850
3,"Dalens, Dirck",1600-1676,person,,,,,,
3,"MacRae, Emma Fordyce",1887-1974,person,http://id.loc.gov/authorities/names/no2010064951,http://viaf.org/viaf/96014344,http://vocab.getty.edu/ulan/500049840,data,http://www.wikidata.org/entity/Q5372801,
3,"Bower, Edward",1629-1667/8,person,,,,,,
3,"De Creeft, José",1884-1982,person,http://id.loc.gov/authorities/names/n50045748,http://viaf.org/viaf/39650438,http://vocab.getty.edu/ulan/500048621,data,http://www.wikidata.org/entity/Q3080662,https://d-nb.info/gnd/122516273
3,"Easton, Reginald",1807-1893,person,,,,,,
3,"Halicka, Alice",,person,http://id.loc.gov/authorities/names/n97872665,http://viaf.org/viaf/28835452,http://vocab.getty.edu/ulan/500025798,data,http://www.wikidata.org/entity/Q2836586,https://d-nb.info/gnd/130840521
3,"Specht, Friedrich",1839-1909,person,http://id.loc.gov/authorities/names/nr93046693,http://viaf.org/viaf/791236,http://vocab.getty.edu/ulan/500173196,data,http://www.wikidata.org/entity/Q882648,https://d-nb.info/gnd/11748184X
3,"Bonfield, William van de Velde",1834-1885,person,http://id.loc.gov/authorities/names/nr2002022503,http://viaf.org/viaf/12243156,,data,http://www.wikidata.org/entity/Q94378681,
3,"Vanmour, Jean-Baptiste",1671-1737,person,http://id.loc.gov/authorities/names/n88628807,http://viaf.org/viaf/57665979,http://vocab.getty.edu/ulan/500019972,data,http://www.wikidata.org/entity/Q956812,https://d-nb.info/gnd/128481404
3,"Juncosa, Fray Joaquín",1631-1708,person,,,,,,
3,"Urlaub, Georg Anton",1713-1759,person,http://id.loc.gov/authorities/names/n78068616,http://viaf.org/viaf/57422610,http://vocab.getty.edu/ulan/500025638,data,http://www.wikidata.org/entity/Q1503563,https://d-nb.info/gnd/119348683
3,"Brull Vinyoles, Joan",1863-1912,person,http://id.loc.gov/authorities/names/no2009130777,http://viaf.org/viaf/95901100,http://vocab.getty.edu/ulan/500035405,data,http://www.wikidata.org/entity/Q3544236,
3,"Stoffe, Jan Jacobsz. van der",approximately 1611-1682,person,,,,,,
3,"Bonavia, Carlo",active 1740-1756,person,,,,,,
3,"Casembrot, Abraham",active approximately 1639-1650,person,,,,,,
3,"Guinaccia, Deodato",active 1551-1585,person,,,,,,
3,"Gonzalès, Eva",1849-1883,person,http://id.loc.gov/authorities/names/n91027642,http://viaf.org/viaf/100230805,http://vocab.getty.edu/ulan/500016113,data,http://www.wikidata.org/entity/Q464300,https://d-nb.info/gnd/119078597
3,"Buttersworth, Thomas",1768-1842,person,http://id.loc.gov/authorities/names/nr91039808,http://viaf.org/viaf/78637564,http://vocab.getty.edu/ulan/500022478,data,http://www.wikidata.org/entity/Q7788095,https://d-nb.info/gnd/1219588741
3,"Veit, Philip",1793-1877,person,,,,,,
3,"Schiffmann, J",1822-1883,person,http://id.loc.gov/authorities/names/no2010107563,http://viaf.org/viaf/22913870,http://vocab.getty.edu/ulan/500084647,data,http://www.wikidata.org/entity/Q28791101,https://d-nb.info/gnd/117233773
3,"Lanen, Jasper van der",1592-1626,person,,,,,,
3,Maiano di ser Austerio,1470-,person,,,,,,
3,"Shaw, Byam",1872-1919,person,http://id.loc.gov/authorities/names/n80087646,http://viaf.org/viaf/34728918,http://vocab.getty.edu/ulan/500017082,data,http://www.wikidata.org/entity/Q2589323,https://d-nb.info/gnd/122410521
3,"Swanenburg, Jacob Isaacsz. van",1571-1638,person,,,,,,
3,"Key, John Ross",1832-1920,person,http://id.loc.gov/authorities/names/nr93017000,http://viaf.org/viaf/44170261,http://vocab.getty.edu/ulan/500021086,data,http://www.wikidata.org/entity/Q6255712,
3,"Starkweather, William Edward Bloomfield",1876-1969,person,http://id.loc.gov/authorities/names/no2005017897,http://viaf.org/viaf/61272206,http://vocab.getty.edu/ulan/500055752,data,http://www.wikidata.org/entity/Q17421877,
3,"Ribelles y Helip, José",1778-1835,person,http://id.loc.gov/authorities/names/nr2001028461,http://viaf.org/viaf/12234900,http://vocab.getty.edu/ulan/500037938,data,http://www.wikidata.org/entity/Q5945094,
3,"Hilliard, Laurence",1581/2-1640,person,,,,,,
3,"Bausá, Gregorio",1590-1656,person,,,,,,
3,"Hare, St. George",1857-1933,person,http://id.loc.gov/authorities/names/nr92029341,http://viaf.org/viaf/2744022,http://vocab.getty.edu/ulan/500009206,data,http://www.wikidata.org/entity/Q15966722,
3,"Agresti, Livio",1508-1580,person,http://id.loc.gov/authorities/names/no2008163433,http://viaf.org/viaf/78605573,http://vocab.getty.edu/ulan/500021618,data,http://www.wikidata.org/entity/Q1953028,https://d-nb.info/gnd/124079091
3,"Stevenson, Gordon",1892-,person,,,,,,
3,"Capmany i Montaner, Ramón",1899-1992,person,http://id.loc.gov/authorities/names/n95085145,http://viaf.org/viaf/33146234,http://vocab.getty.edu/ulan/500035518,data,http://www.wikidata.org/entity/Q16184674,https://d-nb.info/gnd/131958003
3,"Caba Casamitjana, Antoni",1838-1907,person,,,,,,
3,"Jarocki, Władysław",1879-1965,person,http://id.loc.gov/authorities/names/n2005008850,http://viaf.org/viaf/41243522,http://vocab.getty.edu/ulan/500024357,data,http://www.wikidata.org/entity/Q543376,https://d-nb.info/gnd/1081914971
3,"Pancorbo, Francisco",active 18th century,person,,,,,,
3,"Camprobín, Pedro de",1605-1674,person,http://id.loc.gov/authorities/names/nr93028647,http://viaf.org/viaf/17097443,http://vocab.getty.edu/ulan/500012620,data,http://www.wikidata.org/entity/Q3374150,https://d-nb.info/gnd/1084356422
3,"Bosschaert, Abraham",-1643,person,,,,,,
3,"Gervex, Henri",1852-1929,person,http://id.loc.gov/authorities/names/n93023399,http://viaf.org/viaf/29708376,http://vocab.getty.edu/ulan/500010238,data,http://www.wikidata.org/entity/Q956102,https://d-nb.info/gnd/119120364
3,"Mányoki, Ádám",1673-1757,person,http://id.loc.gov/authorities/names/n99026005,http://viaf.org/viaf/118803228,http://vocab.getty.edu/ulan/500026647,data,http://www.wikidata.org/entity/Q350369,https://d-nb.info/gnd/121986500
3,"Opstal, Anton van",approximately 1590-,person,,,,,,
3,"Charreton, Victor",1864-1937,person,,,,,,
3,"Delafosse, Jean-Charles",1734-1789,person,http://id.loc.gov/authorities/names/nr91016335,http://viaf.org/viaf/27335155,http://vocab.getty.edu/ulan/500022584,data,http://www.wikidata.org/entity/Q3171243,https://d-nb.info/gnd/100175333
3,"Noorde, Cornelis van",1731-1795,person,http://id.loc.gov/authorities/names/nr98002729,http://viaf.org/viaf/34727671,http://vocab.getty.edu/ulan/500021354,data,http://www.wikidata.org/entity/Q5171266,https://d-nb.info/gnd/132726920
3,"Merrill, John P",active 1838-1843,person,,,,,,
3,"Grabach, John R",,person,http://id.loc.gov/authorities/names/n80023502,http://viaf.org/viaf/95847430,http://vocab.getty.edu/ulan/500026843,data,http://www.wikidata.org/entity/Q20879997,https://d-nb.info/gnd/174213875
3,"Billotte, René",1846-1915,person,,,,,,
3,"Collado, Juan",1731-1767,person,,,,,,
3,"Nicholson, Ben",1894-1982,person,http://id.loc.gov/authorities/names/n82239938,http://viaf.org/viaf/51697862,http://vocab.getty.edu/ulan/500005137,data,http://www.wikidata.org/entity/Q281637,https://d-nb.info/gnd/118587609
3,Masterof Coteta,active approximately 1490-active early 16th century,person,,,,,,
3,"Davis, Edward",1813-1878,person,,,,,,
3,"Stauffer, Carl",1857-1891,person,,,,,,
3,"Meckenem, Israhel van",-1503,person,http://id.loc.gov/authorities/names/nr97018842,http://viaf.org/viaf/39648844,http://vocab.getty.edu/ulan/500009306,data,http://www.wikidata.org/entity/Q77554,https://d-nb.info/gnd/118579843
3,"Marcola, Marco",1740-1793,person,http://id.loc.gov/authorities/names/n86048219,http://viaf.org/viaf/13179478,http://vocab.getty.edu/ulan/500010291,data,http://www.wikidata.org/entity/Q3846252,https://d-nb.info/gnd/122019318
3,"Brianchon, Maurice",1899-1979,person,http://id.loc.gov/authorities/names/n91039126,http://viaf.org/viaf/12394287,http://vocab.getty.edu/ulan/500023487,data,http://www.wikidata.org/entity/Q3300481,https://d-nb.info/gnd/118946552
3,"Stabler, Pheobe",active approximately 1934-1955,person,,,,,,
3,"Lesire, Paulus",1611-1655,person,,,,,,
3,"Macleish, Norman H",1890-,person,,,,,,
3,"Kopf, Maxim",1892-1958,person,http://id.loc.gov/authorities/names/n85015852,http://viaf.org/viaf/40127311,http://vocab.getty.edu/ulan/500007369,data,http://www.wikidata.org/entity/Q1684495,https://d-nb.info/gnd/116331933
3,"Berckheyde, Job Andriaensz",1630-1693,person,,,,,,
3,"Simone, da Corleone",active 1377-1380,person,,,,,,
3,"Buisseret, Louis",1888-1956,person,http://id.loc.gov/authorities/names/nr91000691,http://viaf.org/viaf/56884066,http://vocab.getty.edu/ulan/500012669,data,http://www.wikidata.org/entity/Q2205928,https://d-nb.info/gnd/114621667X
3,"Miller, George",active approximately 1800-1820,person,,,,,,
3,"Marussig, Piero",1879-1937,person,http://id.loc.gov/authorities/names/n86095204,http://viaf.org/viaf/69835464,http://vocab.getty.edu/ulan/500001598,data,http://www.wikidata.org/entity/Q1680724,https://d-nb.info/gnd/123441153
3,"Donnelly, Thomas H",1893-1971,person,,,,,,
3,"Rowley, Reuben",active 1826-1836,person,,,,,,
3,"Cazes, Pierre Jacques",1676-1754,person,,,,,,
3,"Tamarocci, Cesare",active 15th century,person,,,,,,
3,Pietro di Nicola da Orvieto,active 1436-1483,person,,,,,,
3,"Wagner, Johann Georg",1744-1767,person,,,,,,
3,"Flémal, Bertholet",1614-1675,person,http://id.loc.gov/authorities/names/nr2003022522,http://viaf.org/viaf/59356045,http://vocab.getty.edu/ulan/500006019,data,http://www.wikidata.org/entity/Q323581,https://d-nb.info/gnd/1011439999
3,"Djeneeff, Ivan Alexeyevich",1868-1955,person,http://id.loc.gov/authorities/names/no2002107663,http://viaf.org/viaf/36595141,,data,http://www.wikidata.org/entity/Q97582662,
3,"Salzmann, Alexander von",1870-,person,,,,,,
3,"Morillo, José",active1890,person,,,,,,
3,"Bettes, John",approximately 1530-,person,,,,,,
3,"Albrier, Joseph",1791-1863,person,http://id.loc.gov/authorities/names/nr89016546,http://viaf.org/viaf/29796794,http://vocab.getty.edu/ulan/500006920,data,http://www.wikidata.org/entity/Q3184472,
3,"Penniman, John Ritto",1782 or 1783-1841,person,http://id.loc.gov/authorities/names/n85198598,http://viaf.org/viaf/95796791,http://vocab.getty.edu/ulan/500018826,data,http://www.wikidata.org/entity/Q3488972,https://d-nb.info/gnd/1015244904
3,"Vicaji, Dorothy E",active 1916,person,,,,,,
3,"McFall, David",1919-1988,person,,,,,,
3,"La Cave, P",,person,http://id.loc.gov/authorities/names/nr97021357,http://viaf.org/viaf/39283722,,data,http://www.wikidata.org/entity/Q43132922,
3,"Duynen, Isaac van",approximately 1630-1677 or 1678,person,,,,,,
3,"Cruikshank, Frederick",1800-1868,person,,,,,,
3,"Bellows, A. F",1829-1883,person,http://id.loc.gov/authorities/names/n86825123,http://viaf.org/viaf/50722121,http://vocab.getty.edu/ulan/500016334,data,http://www.wikidata.org/entity/Q4710206,https://d-nb.info/gnd/1178486184
3,"Sawyer, Wells",1863-1960,person,http://id.loc.gov/authorities/names/n87801549,http://viaf.org/viaf/96052788,http://vocab.getty.edu/ulan/500055582,data,http://www.wikidata.org/entity/Q60024327,
3,"Whipple, Seth Arca",1855-1901,person,http://id.loc.gov/authorities/names/nr98013598,http://viaf.org/viaf/2380507,http://vocab.getty.edu/ulan/500072166,data,http://www.wikidata.org/entity/Q52150225,
3,"Desjardins, Martin",1637-1694,person,,,,,,
3,"Greiner, Otto",1869-1916,person,http://id.loc.gov/authorities/names/nr96023795,http://viaf.org/viaf/76589374,http://vocab.getty.edu/ulan/500019150,data,http://www.wikidata.org/entity/Q315401,https://d-nb.info/gnd/118718762
3,"Kramer, Peter",1823-1907,person,http://id.loc.gov/authorities/names/n88111001,http://viaf.org/viaf/8137222,http://vocab.getty.edu/ulan/500076067,data,http://www.wikidata.org/entity/Q30304503,https://d-nb.info/gnd/116355174
3,"Johnston, Alexander",1815-1891,person,http://id.loc.gov/authorities/names/nr2004022954,http://viaf.org/viaf/19953303,http://vocab.getty.edu/ulan/500031720,data,http://www.wikidata.org/entity/Q13580276,https://d-nb.info/gnd/114085397X
3,"Gavasio, Giovanni Giacomo",active 1512,person,,,,,,
3,"Mattern, Karl",1892-1969,person,,,,,,
3,"Meng, John",1734-1754,person,,,,,,
3,"Lagrenée, Jean-Jacques",1739-1821,person,http://id.loc.gov/authorities/names/n86016946,http://viaf.org/viaf/7400711,http://vocab.getty.edu/ulan/500005569,data,http://www.wikidata.org/entity/Q2330652,https://d-nb.info/gnd/174235224
3,"Buvelot, Louis",1814-1888,person,http://id.loc.gov/authorities/names/n83166116,http://viaf.org/viaf/42115150,http://vocab.getty.edu/ulan/500026912,data,http://www.wikidata.org/entity/Q3030006,https://d-nb.info/gnd/1017967008
3,"Mosman, G",active 1741-1747,person,,,,,,
3,"Danckerts, Johannes",approximately 1615-approximately 1683,person,,,,,,
3,"Brown, Mannevillette Elihu Dearing",1810-1896,person,http://id.loc.gov/authorities/names/nr95042933,http://viaf.org/viaf/36812364,http://vocab.getty.edu/ulan/500008324,data,http://www.wikidata.org/entity/Q41426504,
3,"Kirk, Eve",1900-1969,person,,,,,,
3,"Hoguet, Charles",1821-1870,person,http://id.loc.gov/authorities/names/no89017652,http://viaf.org/viaf/24870185,http://vocab.getty.edu/ulan/500001462,data,http://www.wikidata.org/entity/Q1064862,https://d-nb.info/gnd/117526894
3,"Galloche, Louis",1670-1761,person,http://id.loc.gov/authorities/names/nb2007020401,http://viaf.org/viaf/61817786,http://vocab.getty.edu/ulan/500014787,data,http://www.wikidata.org/entity/Q1871693,https://d-nb.info/gnd/133044564
3,"Upham, John William",1772-1828,person,http://id.loc.gov/authorities/names/no2009178182,http://viaf.org/viaf/295731330,http://vocab.getty.edu/ulan/500081581,data,http://www.wikidata.org/entity/Q38264521,
3,"Wąsowicz, Wacław",1891-1942,person,http://id.loc.gov/authorities/names/nr2001038870,http://viaf.org/viaf/51961350,http://vocab.getty.edu/ulan/500079657,data,http://www.wikidata.org/entity/Q3237641,https://d-nb.info/gnd/1033473510
3,"Ozenfant, Amédée",1886-1966,person,http://id.loc.gov/authorities/names/n81103587,http://viaf.org/viaf/44307485,http://vocab.getty.edu/ulan/500009733,data,http://www.wikidata.org/entity/Q381937,https://d-nb.info/gnd/118789155
3,"Bogaert, Hans",-approximately 1658,person,,,,,,
3,"Gilbert, Arthur",1819-1895,person,,,,,,
3,"Bicknell, Albion Harris",1837-1915,person,http://id.loc.gov/authorities/names/n93027060,http://viaf.org/viaf/16435652,http://vocab.getty.edu/ulan/500106147,data,http://www.wikidata.org/entity/Q21538579,
3,"Brize, Cornelis",approximately 1622-approximately 1670,person,,,,,,
3,"Vagnetti, Gianni",1898-1956,person,http://id.loc.gov/authorities/names/nr92003947,http://viaf.org/viaf/64805860,http://vocab.getty.edu/ulan/500018360,data,http://www.wikidata.org/entity/Q16559221,https://d-nb.info/gnd/118899929
3,"Mathewson, George Bowen",1804-1877,person,,,,,,
3,"Cleveley, John",1747-1786,person,http://id.loc.gov/authorities/names/nr91041109,http://viaf.org/viaf/41699461,http://vocab.getty.edu/ulan/500010662,data,http://www.wikidata.org/entity/Q6226371,https://d-nb.info/gnd/1048498131
3,"Bradley, Susan H",1851-1929,person,http://id.loc.gov/authorities/names/nr2002020154,http://viaf.org/viaf/36854218,,data,http://www.wikidata.org/entity/Q56070662,
3,"Zacchia da Lucca, Lorenzo",active 1558,person,,,,,,
3,"Wyntrack, Dirk",-1678,person,,,,,,
3,Scott,1784-1857,person,http://id.loc.gov/authorities/names/nr89007127,http://viaf.org/viaf/17401160,http://vocab.getty.edu/ulan/500126029,data,http://www.wikidata.org/entity/Q16210361,https://d-nb.info/gnd/124103227
3,"Angelucci da Mevale, Camillo di Gaspare",active 1540-1585,person,,,,,,
3,"Fraser, John Arthur",1838-1898,person,http://id.loc.gov/authorities/names/n86818441,http://viaf.org/viaf/33492124,http://vocab.getty.edu/ulan/500006673,data,http://www.wikidata.org/entity/Q3180935,https://d-nb.info/gnd/174387512
3,"Dubreuil, Victor",active approximately 1880-1910,person,,,,,,
3,"Dubufe, Guillaume",1853-1909,person,http://id.loc.gov/authorities/names/nr90013117,http://viaf.org/viaf/64139793,http://vocab.getty.edu/ulan/500030836,data,http://www.wikidata.org/entity/Q3119817,https://d-nb.info/gnd/119334852
3,"Franchi, Alessandro",1838-1914,person,http://id.loc.gov/authorities/names/n2017185987,http://viaf.org/viaf/1150170593200012641,,data,http://www.wikidata.org/entity/Q57078918,https://d-nb.info/gnd/1203139438
3,Poli family,active approximately 1700,person,,,,,,
3,"Cobb, Darius",1834-1919,person,http://id.loc.gov/authorities/names/no89005615,http://viaf.org/viaf/51244422,http://vocab.getty.edu/ulan/500109786,data,http://www.wikidata.org/entity/Q5222916,
3,"Lathrop, Gertrude Katherine",1896-1986,person,http://id.loc.gov/authorities/names/n2005029717,http://viaf.org/viaf/265548833,,data,http://www.wikidata.org/entity/Q40256835,
3,"Foldsone, John",-approximately 1784,person,,,,,,
3,"Briscoe, Franklin D",1844-1903,person,,,,,,
3,"Shepherd, George Sidney",1784-1862,person,http://id.loc.gov/authorities/names/nr93001520,http://viaf.org/viaf/95691446,http://vocab.getty.edu/ulan/500001804,data,http://www.wikidata.org/entity/Q5544505,
3,"Lisse, Dirk van der",-1669,person,,,,,,
3,"Schongauer, Ludwig",approximately 1450-1494,person,http://id.loc.gov/authorities/names/nr97004123,http://viaf.org/viaf/305551850,http://vocab.getty.edu/ulan/500057452,data,http://www.wikidata.org/entity/Q1874985,https://d-nb.info/gnd/123426804
3,"Atsyll, Richard",active approximately 1501-1550,person,,,,,,
3,"Porter, John S",active 1822-1833,person,,,,,,
3,"Hayward, Joshua Henshaw",1797-1856,person,,,,,,
3,"Spurling, J",1871-1933,person,http://id.loc.gov/authorities/names/n2010044266,http://viaf.org/viaf/92642033,http://vocab.getty.edu/ulan/500027132,data,http://www.wikidata.org/entity/Q29441094,
3,"Hart, Joel T",1810-1877,person,http://id.loc.gov/authorities/names/nr2001026345,http://viaf.org/viaf/9773475,http://vocab.getty.edu/ulan/500022090,data,http://www.wikidata.org/entity/Q6214025,
3,"Ahlefeldt, Ingegerd",active 1936,person,,,,,,
3,"O'Conor, Roderic",1860-1940,person,,,,,,
3,"Hulley, H",active1783-1790,person,,,,,,
3,"Shubin, Fedot Ivanovich",1740-1805,person,http://id.loc.gov/authorities/names/n85229699,http://viaf.org/viaf/23585067,http://vocab.getty.edu/ulan/500120660,data,http://www.wikidata.org/entity/Q761089,https://d-nb.info/gnd/12366876X
3,"Parker, Neave",,person,http://id.loc.gov/authorities/names/no95023039,http://viaf.org/viaf/91617660,,data,http://www.wikidata.org/entity/Q52157214,
3,Giambologna,1529-1608,person,http://id.loc.gov/authorities/names/n85252671,http://viaf.org/viaf/34725916,http://vocab.getty.edu/ulan/500016387,data,http://www.wikidata.org/entity/Q220136,https://d-nb.info/gnd/118678477
3,"Marie, Adrien-Emmanuel",1848-1891,person,http://id.loc.gov/authorities/names/nr95020710,http://viaf.org/viaf/95317369,http://vocab.getty.edu/ulan/500003769,data,http://www.wikidata.org/entity/Q18507698,https://d-nb.info/gnd/1099094860
3,"Mantegna, Francesco",-1517?,person,,,,,,
3,"Ternouth, John",1795-1849,person,,,,,,
3,"Huysum, Justus van",1659-1716,person,,,,,,
3,"Korovin, Konstantin Alekseevich",1861-1939,person,http://id.loc.gov/authorities/names/n85264878,http://viaf.org/viaf/2562969,http://vocab.getty.edu/ulan/500026648,data,http://www.wikidata.org/entity/Q437792,https://d-nb.info/gnd/120936313
3,"Russo, Nicola",-1702,person,,,,,,
3,Jacopo,active 1485-1509,person,http://id.loc.gov/authorities/names/nr2003014557,http://viaf.org/viaf/55087582,http://vocab.getty.edu/ulan/500023493,data,http://www.wikidata.org/entity/Q3157655,https://d-nb.info/gnd/124697801
3,"Dynes, J",active 1883,person,,,,,,
3,"Lea, Frances Trumbull",,person,,,,,,
3,"Kay, John",1742-1826,person,http://id.loc.gov/authorities/names/nr93031894,http://viaf.org/viaf/54247002,http://vocab.getty.edu/ulan/500004452,data,http://www.wikidata.org/entity/Q1556464,https://d-nb.info/gnd/132681838
3,"Potter, Edward C",1800-1826,person,,,,,,
3,"Ménorval, E. de",1829-1897,person,http://id.loc.gov/authorities/names/no2003012342,http://viaf.org/viaf/21824888,,data,http://www.wikidata.org/entity/Q14208422,
3,"Maganza, Alessandro",1556-approximately 1630,person,http://id.loc.gov/authorities/names/n85801159,http://viaf.org/viaf/62635921,http://vocab.getty.edu/ulan/500015224,data,http://www.wikidata.org/entity/Q2623038,https://d-nb.info/gnd/129726036
3,"Kaus, Max",1891-1977,person,http://id.loc.gov/authorities/names/n83211250,http://viaf.org/viaf/42113635,http://vocab.getty.edu/ulan/500115768,data,http://www.wikidata.org/entity/Q1912820,https://d-nb.info/gnd/118560794
3,"Payne, William",active 1776-1809,person,http://id.loc.gov/authorities/names/n88104720,http://viaf.org/viaf/53238924,http://vocab.getty.edu/ulan/500000443,data,http://www.wikidata.org/entity/Q8016701,
3,"McCubbin, Frederick",1855-1917,person,http://id.loc.gov/authorities/names/n80106573,http://viaf.org/viaf/10648319,http://vocab.getty.edu/ulan/500020799,data,http://www.wikidata.org/entity/Q965809,https://d-nb.info/gnd/119109166
3,"Hoyland, Henry",1894-1948,person,,,,,,
3,"Heiss, Johann",1640-1704,person,http://id.loc.gov/authorities/names/nr2002001896,http://viaf.org/viaf/8284393,http://vocab.getty.edu/ulan/500014458,data,http://www.wikidata.org/entity/Q1170454,https://d-nb.info/gnd/123033101
3,"Le Bas, Jacques-Philippe",1707-1783,person,http://id.loc.gov/authorities/names/nr91029754,http://viaf.org/viaf/66555885,http://vocab.getty.edu/ulan/500016455,data,http://www.wikidata.org/entity/Q280936,https://d-nb.info/gnd/124042627
3,"Stomme, Jan Jansz de",active 1643-1657,person,,,,,,
3,"Daret, Jacques",approximately 1403-approximately 1468,person,,,,,,
3,"Guardabassi, Guerrino",1841-,person,,,,,,
3,"Nuvolone, Giuseppe",1619-1703,person,http://id.loc.gov/authorities/names/nr2003006058,http://viaf.org/viaf/25672560,http://vocab.getty.edu/ulan/500030697,data,http://www.wikidata.org/entity/Q3108113,https://d-nb.info/gnd/129069299
3,"Luykx, Christian",1623-,person,,,,,,
