count,city,name,wikidata_uri
9466,Florenz,Gabinetto Disegni e Stampe degli Uffizi,http://www.wikidata.org/entity/Q3756440
7209,Marburg,Museum für Kunst und Kulturgeschichte der Philipps-Universität Marburg,http://www.wikidata.org/entity/Q50978681
6946,München,Neumeister Kunstauktionen,
6207,München,Bayerisches Nationalmuseum,http://www.wikidata.org/entity/Q631056
5877,Paris,Musée du Louvre,http://www.wikidata.org/entity/Q19675
5782,Marburg,Bildarchiv Foto Marburg,http://www.wikidata.org/entity/Q860570
5217,Düsseldorf,Museum Kunstpalast,
4604,Rom,Istituto Nazionale per la Grafica,http://www.wikidata.org/entity/Q3803778
4563,Paris,Musée National du Louvre,http://www.wikidata.org/entity/Q19675
4232,London,British Museum,http://www.wikidata.org/entity/Q6373
4159,Marburg,Central Collecting Point Marburg,
4159,Wiesbaden,Central Collecting Point Wiesbaden,
3835,Rom,Bibliotheca Hertziana,http://www.wikidata.org/entity/Q339759
3572,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Kupferstichkabinett - Sammlung der Zeichnungen und Druckgraphik",
3316,Florenz,Galleria degli Uffizi,http://www.wikidata.org/entity/Q51252
2901,Venedig,Fondazione Giorgio Cini,http://www.wikidata.org/entity/Q1435690
2868,Bremen,Kunsthalle Bremen,http://www.wikidata.org/entity/Q693591
2825,Darmstadt,Hessisches Landesmuseum Darmstadt,http://www.wikidata.org/entity/Q452362
2816,Windsor,Windsor Castle,http://www.wikidata.org/entity/Q42646
2693,München,Bayerische Staatsbibliothek,http://www.wikidata.org/entity/Q256507
2527,London,Sotheby's,http://www.wikidata.org/entity/Q654762
2510,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz,
2488,Kopenhagen,Statens Museum for Kunst,http://www.wikidata.org/entity/Q671384
2483,Wien,Graphische Sammlung Albertina,
2460,Würzburg,Martin von Wagner Museum der Universität,
2442,Marburg,Hessisches Staatsarchiv Marburg,
2358,Stuttgart,Staatsgalerie,
2351,Nürnberg,Germanisches Nationalmuseum,http://www.wikidata.org/entity/Q478695
2256,Chatsworth House,Trustees of the Chatsworth Settlement,
2245,Rom,Gabinetto Nazionale delle Stampe,
2162,Hamburg,Hamburger Kunsthalle,http://www.wikidata.org/entity/Q169542
2154,Leipzig,Museum der bildenden Künste,http://www.wikidata.org/entity/Q566661
2055,Edinburgh,National Gallery of Scotland,http://www.wikidata.org/entity/Q942713
1938,Berlin,"Antikensammlung, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
1922,Frankfurt (Main),Städel Museum,
1917,Florenz,Kunsthistorisches Institut in Florenz – Max-Planck-Institut,
1833,München,Staatliche Graphische Sammlung,
1787,Rom,Galleria Nazionale d'Arte Antica,http://www.wikidata.org/entity/Q1136614
1784,Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
1762,Mailand,Biblioteca Ambrosiana,http://www.wikidata.org/entity/Q815611
1695,Madrid,Museo del Prado,http://www.wikidata.org/entity/Q160112
1686,Urbania,Biblioteca Comunale,
1642,Turin,Biblioteca Reale,
1572,Venedig,Museo Correr e Quadreria Correr,
1463,New York,Metropolitan Museum of Art,http://www.wikidata.org/entity/Q160236
1425,Palermo,Galleria Regionale della Sicilia,http://www.wikidata.org/entity/Q15111157
1388,Köln,Wallraf-Richartz-Museum,http://www.wikidata.org/entity/Q700959
1375,Rom,Casa di Goethe,
1367,Karlsruhe,Staatliche Kunsthalle,
1366,Braunschweig,Herzog Anton Ulrich-Museum,http://www.wikidata.org/entity/Q678082
1338,Lille,Musée des Beaux-Arts,
1304,Berlin,"Kunstgewerbemuseum, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
1273,Frankfurt (Main),Liebieghaus Skulpturensammlung,
1258,Vatikan,Musei Vaticani,http://www.wikidata.org/entity/Q182955
1257,Neapel,Museo e Gallerie Nazionali di Capodimonte,http://www.wikidata.org/entity/Q290549
1247,Frankfurt (Main),Deutsches Architekturmuseum,http://www.wikidata.org/entity/Q885179
1189,Florenz,Museo Nazionale del Bargello,http://www.wikidata.org/entity/Q388448
1168,Oxford,Ashmolean Museum of Art and Archaeology,
1148,Berlin,"Nationalgalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
1131,Marburg,Sammlung Magdalene Kaminski,
1123,Rotterdam,Museum Boymans-van Beuningen,
1108,Wien,Kunsthistorisches Museum,http://www.wikidata.org/entity/Q95569
1101,Rom,Christie's,
1094,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,http://www.wikidata.org/entity/Q163804
1087,Hildesheim,Dommuseum Hildesheim,
1074,Bremerhaven,Deutsches Schiffahrtsmuseum,
1073,London,Christie's,
1057,Mailand,Pinacoteca di Brera,http://www.wikidata.org/entity/Q150066
1051,Berlin,"Kupferstichkabinett, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
1040,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Kunstbibliothek",
1034,Berlin,"Galerie Fritz Gurlitt, Berlin",
1030,Madrid,Biblioteca Nacional,
1002,Köln,Wallraf-Richartz-Museum + Fondation Corboud,
955,Athen,Archäologisches Nationalmuseum Athen,
933,Vatikan,"Monumenti, Musei e Gallerie Pontificie",http://www.wikidata.org/entity/Q774940
920,Dresden,Staatliche Kunstsammlungen Dresden,http://www.wikidata.org/entity/Q653002
901,Weimar,Klassik Stiftung Weimar,http://www.wikidata.org/entity/Q315452
897,Stockholm,Nationalmuseum,
895,Stuttgart,Württembergische Landesbibliothek,http://www.wikidata.org/entity/Q317950
881,Essen,Museum Folkwang Essen,
877,Eton,Eton College,
861,Mainz,Landesmuseum Mainz,http://www.wikidata.org/entity/Q834183
859,London,National Gallery,
850,Venedig,Gallerie dell'Accademia,http://www.wikidata.org/entity/Q338330
808,Paris,Bibliothèque Nationale de France,http://www.wikidata.org/entity/Q193563
798,Ascoli Piceno,Pinacoteca Civica,
788,Ravenna,Biblioteca Classense,http://www.wikidata.org/entity/Q3639574
775,Venedig,Galleria dell'Accademia,http://www.wikidata.org/entity/Q338330
754,Berlin,"Skulpturensammlung und Museum für Byzantinische Kunst, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
719,New York,Sotheby's,
708,Brüssel,Bibliothèque Royale de Belgique,
708,Rom,Accademia di San Luca,http://www.wikidata.org/entity/Q338523
690,London,Victoria and Albert Museum,http://www.wikidata.org/entity/Q213322
689,Hannover,Niedersächsisches Landesmuseum,http://www.wikidata.org/entity/Q314082
675,Köln,Römisch-Germanisches Museum,http://www.wikidata.org/entity/Q707955
675,Perugia,Galleria Nazionale dell'Umbria,http://www.wikidata.org/entity/Q2739127
655,Haarlem,Teylers Museum,http://www.wikidata.org/entity/Q474563
651,Trier,Domschatz Trier,
636,Florenz,Galleria d'Arte Moderna,
632,Rom,Galleria Nazionale d'Arte Moderna,
618,Sankt Petersburg,Eremitage Sankt Petersburg,
614,Florenz,Museo di San Marco,http://www.wikidata.org/entity/Q13453137
604,Rom,Galleria dell'Accademia Nazionale di San Luca,http://www.wikidata.org/entity/Q338523
586,München,Alte Pinakothek München,
581,Rom,Musei Capitolini,http://www.wikidata.org/entity/Q333906
573,Münster (Westfalen),LWL-Museum für Kunst und Kultur,
572,Paris,Bibliothèque Nationale,
568,Florenz,Biblioteca Riccardiana,http://www.wikidata.org/entity/Q856409
563,Triest,Museo Civico Sartorio,
559,Kassel,"Schloss Wilhelmshöhe, Gemäldegalerie Alte Meister",
557,Budapest,Szépmüvészeti Múzeum,
554,Frankfurt (Main),Historisches Museum Frankfurt,
554,Rom,Museo di Roma e Galleria Comunale d'Arte Moderna,
552,Florenz,Casa Buonarroti,http://www.wikidata.org/entity/Q2418618
550,Mailand,Galleria d'Arte Moderna,
541,Florenz,"Galleria Palatina, Palazzo Pitti",http://www.wikidata.org/entity/Q866498
536,Halberstadt,Dom und Domschatz Halberstadt,http://www.wikidata.org/entity/Q76638361
535,Amsterdam,Rijksmuseum Amsterdam,
527,Köln,Metropolitankapitel Köln,
526,Kairo,Ägyptisches Museum Kairo,
522,Berlin,Staatliche Museen,
522,Dresden,Gemäldegalerie Alte Meister Dresden,http://www.wikidata.org/entity/Q4890
519,Neapel,Museo Archeologico Nazionale di Napoli,
518,Düsseldorf,Kunstmuseum,
517,München,Antikensammlungen und Glyptothek München,
512,Arolsen,Stiftung des Fürstlichen Hauses zu Waldeck und Pyrmont,
511,Prag,Knihovna Národního muzea (Bibliothek des Nationalmuseums),
503,Rom,Galleria Colonna,http://www.wikidata.org/entity/Q1971299
480,Vaduz,Stiftung Ratjen,
470,Pesaro,Museo Civico,http://www.wikidata.org/entity/Q3867515
466,Darmstadt,Universitäts- und Landesbibliothek Darmstadt,
466,Kassel,"Schloss Wilhelmshöhe, Graphische Sammlung",
457,Rom,Galleria Sangiorgi,
456,Versailles,Musée des Châteaux de Versailles et de Trianon,
452,Florenz,Galleria dell'Accademia,http://www.wikidata.org/entity/Q10855544
451,Florenz,Reale Galleria degli Uffizi,
450,Bassano del Grappa,Museo Civico,
449,London,National Gallery London,
439,Windsor,"Windsor Castle, Royal Art Collection",
432,Marburg,Verein für hessische Geschichte und Landeskunde,
423,Köln,Museum Schnütgen,
417,Siena,Pinacoteca Nazionale di Siena,http://www.wikidata.org/entity/Q2095405
416,Aachen,Suermondt-Ludwig-Museum,http://www.wikidata.org/entity/Q468169
414,Urbino,Galleria Nazionale delle Marche,http://www.wikidata.org/entity/Q1080108
413,Florenz,Biblioteca Marucelliana,http://www.wikidata.org/entity/Q741371
409,Bayonne (Pyrénées-Atlantiques),Musée Bonnat-Helleu,http://www.wikidata.org/entity/Q2620702
409,Rom,Galleria Borghese,http://www.wikidata.org/entity/Q841506
406,Florenz,Museo dell'Opera di Santa Maria del Fiore,
404,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Gemäldegalerie",http://www.wikidata.org/entity/Q165631
396,Iraklion,Archäologisches Museum Iraklion,
395,London,British Library,http://www.wikidata.org/entity/Q23308
394,Laubach (Landkreis Gießen),Schlossmuseum Laubach,
393,Florenz,Sotheby's,
392,Aschaffenburg,Staatsgalerie im Schloss Johannisburg,
383,Berlin,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,
379,London,"Phillips, Son and Neale",
377,Cambridge (Massachusetts),Fogg Art Museum,http://www.wikidata.org/entity/Q809600
376,Rom,MAXXI - Museo nazionale delle arti del XXI secolo,
372,Worms,Stiftung Kunsthaus Heylshof,
366,Paris,Musée National du Luxembourg,
365,Braunfels,Fürstliches Schlossmuseum und Familienmuseum,
363,Chicago,Art Institute of Chicago,http://www.wikidata.org/entity/Q239303
363,New York,Christie's,
362,Paris,Musée d'Orsay,http://www.wikidata.org/entity/Q23402
360,Marburg,Sammlung Justi (Erbengemeinschaft),
359,Neapel,Museo Nazionale di San Martino,
353,Neapel,Museo Archeologico Nazionale,
351,Altenburg (Thüringen),Lindenau-Museum,http://www.wikidata.org/entity/Q878678
348,Palermo,Museo Nazionale,
347,Berlin,"Ägyptisches Museum und Papyrussammlung, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
346,Florenz,Palazzo Pitti e Giardino di Boboli,
345,München,Bayerische Staatsgemäldesammlungen,http://www.wikidata.org/entity/Q812285
344,München,Staatliche Graphische Sammlung München,
342,Brüssel,Musées Royaux des Beaux-Arts de Belgique,http://www.wikidata.org/entity/Q377500
339,Rom,Palazzo del Quirinale,
332,Bari,Pinacoteca Provinciale,
332,Orléans,Musée des Beaux-Arts d'Orléans,http://www.wikidata.org/entity/Q3330194
332,Vatikan,Biblioteca Apostolica Vaticana,http://www.wikidata.org/entity/Q213678
330,Mailand,Civico Gabinetto dei Disegni,
329,Basel,Kunstmuseum Basel,
327,Lübeck,Sankt Annen-Museum,
326,Paris,Fondation Custodia (Collection Frits Lugt),
314,Bonn,LVR-Landesmuseum Bonn,
313,Berlin,"Ethnologisches Museum, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
311,Verona,Museo di Castelvecchio,http://www.wikidata.org/entity/Q2518724
310,Marburg,Sammlung unbekannt,
309,Brescia,Pinacoteca Civica Tosio Martinengo,
309,London,Royal Institute of British Architects,http://www.wikidata.org/entity/Q1067943
309,Stuttgart,Staatsgalerie Stuttgart,
304,Karlsruhe,Staatliche Kunsthalle Karlsruhe,
304,Köln,"Sammlung Ferdinand Franz Wallraf, Köln",
302,Asciano,Museo Cassioli,
300,Rom,Museo Nazionale Romano,http://www.wikidata.org/entity/Q1135392
295,Antwerpen,Koninklijk Museum voor Schone Kunsten,http://www.wikidata.org/entity/Q1471477
295,Rom,Pinacoteca Capitolina,http://www.wikidata.org/entity/Q333906
294,Damaskus,Nationalmuseum Damaskus,http://www.wikidata.org/entity/Q617254
292,Bologna,Pinacoteca Nazionale,http://www.wikidata.org/entity/Q1103550
291,,unbekannt,
289,Eichenzell,Kulturstiftung des Hauses Hessen,
283,Kassel,Hessisches Landesmuseum Kassel,
280,Malibu,J. Paul Getty Museum,http://www.wikidata.org/entity/Q731126
279,Modena,Galleria e Museo Estense,http://www.wikidata.org/entity/Q774128
279,Sankt Petersburg,Staatliche Eremitage,
269,Würzburg,Martin von Wagner Museum,
268,Mailand,Museo Teatrale alla Scala,http://www.wikidata.org/entity/Q51099
268,Turin,Galleria Sabauda,http://www.wikidata.org/entity/Q2245152
266,Moskau,Staatliche Rüstkammer des Moskauer Kreml,
266,Rom,Galleria Doria Pamphilj,http://www.wikidata.org/entity/Q1203458
265,Düsseldorf,Museum Kunstpalast Düsseldorf,
260,München,Sammlung unbekannt,
258,Aachen,Domschatzkammer Aachen,
258,Rom,Museo Napoleonico,
256,München,Münchner Stadtmuseum,http://www.wikidata.org/entity/Q452685
255,Reval,Estländische Literärische Gesellschaft Reval,
254,Madrid,Museo de la Real Academia de Bellas Artes de San Fernando,
254,Stuttgart,Landesmuseum Württemberg,
252,Marburg,Religionskundliche Sammlung der Philipps-Universität Marburg,
251,Marburg,Philipps-Universität Marburg,http://www.wikidata.org/entity/Q155354
251,Riga,Dommuseum Riga,
250,Berlin,Märkisches Museum Berlin,
250,Dessau,Anhaltische Gemäldegalerie,
248,Lissabon,Museu Nacional de Arte Antiga,
248,Washington,National Gallery of Art,
248,Würzburg,Museum für Franken,
247,Kopenhagen,Thorvaldsens Museum,
244,Benevent,Biblioteca Capitolare di Benevento,
242,Antwerpen,Sammlung Peter Stevens,
241,Florenz,Museo Bardini e Galleria Corsi,
240,Rom,Museo Nazionale di Villa Giulia,
236,Boston,Boston Museum of Fine Arts,
236,Schwerin,Staatliches Museum Schwerin,http://www.wikidata.org/entity/Q2324618
235,Rom,Museo Francescano dei Frati Minori Cappuccini,
232,Freiburg im Breisgau,Augustinermuseum,
232,Mannheim,Kunsthalle Mannheim,
231,Berlin,Schlossmuseum Berlin,
231,Istanbul,Istanbul Arkeoloji Müzesi,
230,Leipzig,Museum der bildenden Künste Leipzig,
229,Berlin,"Staatliche Schlösser und Gärten, Verwaltung",
228,Augsburg,Diözesanmuseum Sankt Afra,
226,Trier,Rheinisches Landesmuseum Trier,
226,Venedig,Gallerie dell'Accademia di Venezia,
225,Altena (Kreis Altena),Sammlung Fritz Thomée,
224,Frankfurt (Main),Museum Angewandte Kunst Frankfurt,
222,Frankfurt (Main),Weltkulturen Museum Frankfurt,
221,Wien,Akademie der bildenden Künste,
218,Florenz,Museo dell'Opera del Duomo,http://www.wikidata.org/entity/Q1200696
217,Coburg,Kunstsammlungen der Veste Coburg,
216,Fulda,Dommuseum Fulda,
216,Maidstone (Kent),Kent Master Collection (Kent County Council),
216,Palermo,Abbazia di San Martino delle Scale,
215,Köln,Sammlung unbekannt,
214,Warszawa,Muzeum Narodowe,
211,La Spezia,Museo Civico Amedeo Lia,http://www.wikidata.org/entity/Q3867771
210,Rudolstadt,Stiftung Thüringer Schlösser und Gärten,
209,Florenz,Biblioteca Nazionale Centrale,
208,Dresden,Kupferstich-Kabinett Dresden,http://www.wikidata.org/entity/Q570620
207,Berlin,"Museum für Vor- und Frühgeschichte, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
207,Ottawa (Ontario),National Gallery of Canada,http://www.wikidata.org/entity/Q1068063
207,Syrakus,Museo Archeologico Regionale Paolo Orsi,
206,New York,Cooper-Hewitt National Design Museum,
205,Amsterdam,Rijksmuseum,http://www.wikidata.org/entity/Q190804
205,Paris,Musée des Monuments Français,
203,Bern,Kunstmuseum,
202,München,Architekturmuseum der TU München,
199,Dijon,Musée des Beaux-Arts de Dijon,
198,Berlin,"Kunstbibliothek, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
198,Brüssel,Musée de la Ville de Bruxelles,
197,Gubbio,Palazzo Ducale,
197,Leipzig,Kunsthandlung C. G. Boerner,
197,Marburg,Universitätsbibliothek Marburg,
196,Bremen,Übersee-Museum,
195,Rom,Istituto Nazionale per la Grafica - Calcografia,
195,Venedig,Galleria Giorgio Franchetti alla Ca' d'Oro,http://www.wikidata.org/entity/Q25247762
194,Arezzo,Casa Sandrelli,
194,Siena,Palazzo Chigi Saracini,
193,Athen,Akropolis-Museum,http://www.wikidata.org/entity/Q421084
193,Danzig,Muzeum Gdanska,
193,Fulda,Hessische Landesbibliothek Fulda,
193,Karlsruhe,Badisches Landesmuseum,http://www.wikidata.org/entity/Q799168
193,Lindenthal (Köln),Sammlung Agnes Waldhausen,
192,Berlin,Sammlung Darmstaedter,
192,Fritzlar,Domschatz und Museum des Sankt-Petri-Domes,
192,Krefeld,Kaiser Wilhelm Museum,http://www.wikidata.org/entity/Q1721563
192,Nantes,Musée des Beaux-Arts,
191,Hanau,Historisches Museum Schloss Philippsruhe,
190,Mainz,Bischöfliches Dom- und Diözesanmuseum Mainz,
189,Basel,Öffentliche Kunstsammlung,
188,Kassel,Neue Galerie Kassel,
182,Berlin,Galerie Bassenge,
181,Berlin,Landesdenkmalamt Berlin,
181,Grenoble,Bibliothèque Muncipale de Grenoble,
181,Rom,Sammlung unbekannt,
180,Berlin,"Vorderasiatisches Museum, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
180,Marburg,Sammlung H. Gerhard Schwick,
180,Marburg,Sammlung Ruth Schwick,
179,Marburg,Hessisches Staatsbauamt Marburg,
177,Bern,Kunsthandel Max Howalds Erben,
176,Fano,Biblioteca Comunale Federiciana,
176,Weimar,Kunstsammlungen zu Weimar,
175,Mailand,Pinacoteca Ambrosiana,http://www.wikidata.org/entity/Q1085811
174,Wien,Kunsthistorisches Museum Wien,
173,München,Neue Pinakothek München,
173,Siena,Biblioteca Comunale,
172,Florenz,Reale Galleria Pitti,
172,Stourhead (Wiltshire),National Trust,http://www.wikidata.org/entity/Q333515
171,Danzig,Muzeum Archeologiczne w Gdansku,
169,Herrenchiemsee,König Ludwig II-Archiv Herrenchiemsee,
168,Mailand,Museo Poldi Pezzoli,http://www.wikidata.org/entity/Q1190657
165,Pisa,Museo Nazionale di San Matteo,http://www.wikidata.org/entity/Q1081881
164,Bologna,Accademia di Belle Arti,
164,Den Haag,Gemeentemuseum Den Haag,
164,Trier,Museum am Dom Trier,
162,Montauban (Tarn-et-Garonne),Musée Ingres,http://www.wikidata.org/entity/Q2843748
162,Udine,Civici Musei e Gallerie di Storia ed Arte,
161,Leiden,Museum Volkenkunde,
160,Florenz,Biblioteca Medicea Laurenziana,http://www.wikidata.org/entity/Q856419
160,Florenz,Gallerie degli Uffizi,
159,Berlin,"Museum für Islamische Kunst, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
159,Messina,Museo Regionale di Messina,http://www.wikidata.org/entity/Q1526140
159,Philadelphia (Pennsylvania),Philadelphia Museum of Art,http://www.wikidata.org/entity/Q510324
158,Barcelona,Museu Nacional d'Art de Catalunya,
158,Florenz,"Museo topografico storico ""Firenze com'era""",
158,Heidelberg,Kurpfälzisches Museum,
158,Wien,Sammlung unbekannt,
156,Montepulciano,Museo Civico,
155,Berlin,Berlinische Galerie,
154,Lissabon,Museo Nacional,
153,Ankara,Anadolu Medeniyetleri Müzesi,
152,Kopenhagen,Königliche Gemäldesammlung Kopenhagen,
151,Aleppo,Nationalmuseum Aleppo,http://www.wikidata.org/entity/Q1164599
151,Donaueschingen,Fürstlich Fürstenbergische Hofbibliothek,
149,Bergamo,Galleria dell'Accademia Carrara,http://www.wikidata.org/entity/Q338367
148,Montpellier,Musée Fabre,http://www.wikidata.org/entity/Q1519002
148,Olympia,Archäologisches Museum Olympia,
147,Rom,Collezione P.,
146,Gent,Museum voor Schone Kunsten Gent,
145,Lyon,Musée des Beaux-Arts de Lyon,
145,München,Auktionshaus Weinmüller,
144,Detroit,Detroit Institute of Arts,http://www.wikidata.org/entity/Q1201549
144,Mailand,Finarte,
144,Siena,Monte dei Paschi di Siena,
144,Siena,Museo dell'Opera del Duomo,http://www.wikidata.org/entity/Q282554
142,Capua,Museo Provinciale Campano,
142,London,Royal Collection,
141,Cleveland (Ohio),Cleveland Museum of Art,http://www.wikidata.org/entity/Q657415
140,Hamburg,Museum für Kunst und Gewerbe Hamburg,http://www.wikidata.org/entity/Q896052
140,Hartford (Connecticut),Wadsworth Atheneum,http://www.wikidata.org/entity/Q403080
140,Zürich,Landesmuseum Zürich,
139,Besançon,Musée des Beaux-Arts et d'Archéologie,
139,Fano,Pinacoteca Civica e Museo Malatestiano,
139,Los Angeles,Los Angeles County Museum of Art,http://www.wikidata.org/entity/Q1641836
138,München,Karl und Faber,
136,Amsterdam,Van Gogh Museum,
136,Paris,Musée Jacquemart-André,http://www.wikidata.org/entity/Q1165526
135,München,Residenzmuseum München,
135,Sesto Fiorentino,Museo Richard Ginori della Manifattura di Doccia,http://www.wikidata.org/entity/Q3867637
134,Venedig,"Museo del Settecento Veneziano, Palazzo Rezzonico",
133,Amiens,Musée de Picardie,http://www.wikidata.org/entity/Q3107709
133,Berlin & London,Sammlung Edward Solly,
133,Padua,Museo Civico di Padova,
132,Avignon,Musée Calvet,
131,Saloniki,Archäologisches Museum Saloniki,
131,Syrakus,Galleria Regionale di Palazzo Bellomo,
130,Den Haag,Mauritshuis,
130,Köln,Erzbischöfliches Diözesanmuseum Köln,
130,Köln,Museum für Angewandte Kunst Köln,
130,Paris,Sammlung unbekannt,
129,"Escorial, El",Colecciones del Real Monasterio,
128,London,Heim Gallery,
128,Toronto (Ontario),Art Gallery of Ontario,http://www.wikidata.org/entity/Q670250
127,Florenz,Museo Archeologico Nazionale di Firenze,
127,Köln,Kölnisches Stadtmuseum,http://www.wikidata.org/entity/Q881214
127,O&#347;wi&#281;cim,Panstwowe Muzeum w Oswiecimiu-Brzezince,
126,Dijon,Musée des Beaux-Arts,http://www.wikidata.org/entity/Q1955739
125,Kassel,"Museumslandschaft Hessen Kassel, Schloss Wilhelmshöhe",
125,Straßburg,Musée de l'uvre Notre-Dame,
124,Monte San Giusto,Centro Alessandro Maggiori,
124,Rom?,Galleria Sangiorgi,
123,Brüssel,Musées Royaux d'Art et d'Histoire,http://www.wikidata.org/entity/Q945059
123,New York,Pierpont Morgan Library,http://www.wikidata.org/entity/Q1478423
123,Schwäbisch Gmünd,Museum im Prediger,
122,Bologna,Opera Pia dei Poveri Vergognosi,
122,Caserta,Palazzo Reale di Caserta,
122,Palermo,Collezione del Principe di Belmonte,
122,Palermo,Pinacoteca della Regia Università,
122,Piacenza,"Musei Civici, Palazzo Farnese",
121,Erbach Odenwaldkreis,Gräfliche Sammlungen im Schloss Erbach,
121,Prag,Národní galerie v Praze,
120,Marino,Collezione Palpacelli-Riccio,
119,Montalcino,Museo Civico e Diocesano d'Arte Sacra,http://www.wikidata.org/entity/Q16336161
119,Rom,Archivio Generalizio di San Pantaleo,
118,Mailand,Museo d'Arte Antica,http://www.wikidata.org/entity/Q604908
118,Pisa,Museo dell'Opera del Duomo,
118,Rotterdam,Wereldmuseum,
118,Speyer,Historisches Museum der Pfalz,
117,Freising (Kreis Freising),Diözesanmuseum Freising,
117,Köln,Schnütgen-Museum,http://www.wikidata.org/entity/Q950
117,Wiesbaden,Stadtmuseum Wiesbaden,
116,Porto,Escola Superior de Belas-Artes,
116,Stourton (Wiltshire),National Trust,http://www.wikidata.org/entity/Q333515
115,Florenz,Museo dell'Opera di Santa Croce,http://www.wikidata.org/entity/Q3329881
115,Palermo,"Museo Archeologico Regionale ""Antonino Salinas""",
115,Rom,Museo del Palazzo Venezia,
115,Würzburg,Universitätsbibliothek Würzburg,
113,Augsburg,Maximilianmuseum,
113,Florenz,"Museo degli Argenti, Palazzo Pitti",
112,Antwerpen,Museum Plantin-Moretus,http://www.wikidata.org/entity/Q595802
112,Köln & Heidelberg,"Sammlung Melchior und Sulpiz Boisserée, Köln",
112,London,Daniel Katz Ltd.,
112,Marburg,Marburger Altertümer- und Kunstverein,
111,Delphi,Archäologisches Museum Delphi,
111,Frankenberg (Eder),Museum im Kloster,
111,Parma,Galleria Nazionale,http://www.wikidata.org/entity/Q772890
111,Turin,Museo Civico,
110,Catania,Marionettistica Fratelli Napoli,
110,Innsbruck,Tiroler Landesmuseum Ferdinandeum,http://www.wikidata.org/entity/Q109658974
110,Kassel,Kurhessische Hausstiftung,
110,Reval,Eesti Kunstimuuseum,
110,Tbilisi,Shalva Amiranashvili Museum of Fine Arts,
109,Bayeux,Tapisserie de Bayeux,
109,Berlin,"Museum für Asiatische Kunst, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
109,London,Wallace Collection,http://www.wikidata.org/entity/Q1327919
109,Marseille,Musée des Beaux-Arts de Marseille,
109,Pistoia,Centro Michelucci,
108,Aix-en-Provence,Musée Granet,
107,Köln,Galerie Eike Moog,
107,Raleigh (North Carolina),North Carolina Museum of Art,http://www.wikidata.org/entity/Q1459878
107,Wuppertal,Von der Heydt-Museum,http://www.wikidata.org/entity/Q819504
105,Assisi,Pinacoteca Comunale,
105,Köln,Domschatzkammer im Dom,
105,Mailand,Museo Diocesano Carlo Maria Martini,
105,München,Neumeister,
105,Wien,Albertina,http://www.wikidata.org/entity/Q371908
105,Wien,Weltmuseum Wien,
104,Berlin,Universität der Künste,
104,Florenz,Galleria Carnielo,
104,Kassel,Sammlung Martin Scheffler,
104,Wien,Naturhistorisches Museum Wien,
102,Calvi dell'Umbria,Museo del Monastero delle Orsoline,
102,Klagenfurt,Landesmuseum Kärnten,
102,München,Bayerisches Hauptstaatsarchiv München,
102,München,Schatzkammer der Residenz München,
102,Saloniki,Museum für Kunst und Kultur Thessaloníkis im Weißen Turm,
102,Venedig,Accademia di Belle Arti di Venezia,http://www.wikidata.org/entity/Q338505
102,Vienne (Isère),Musée Lapidaire Saint-Pierre,
102,Wien,Kaiserliche Sammlung,
101,Como,Christie's,
101,Gubbio,Museo Civico Palazzo dei Consoli,
101,Melbourne,National Gallery of Victoria,http://www.wikidata.org/entity/Q1464509
101,Selçuk,Ephesus Archaeological Museum,http://www.wikidata.org/entity/Q1346784
101,Volterra,Museo Diocesano d'Arte Sacra,
100,Cefalù,Museo Mandralisca,
100,Marburg,Stadt Marburg,
100,Possagno,Gipsoteca Canoviana,http://www.wikidata.org/entity/Q3768553
100,Rom,Biblioteca Casanatense,http://www.wikidata.org/entity/Q2901274
100,Siena,Istituto d'Arte,
99,Danzig,Narodowe Muzeum Morskie w Gdansku,
98,Paris,Ecole Nationale Supérieure des Beaux Arts,
97,Bagdad,Irakisches Nationalmuseum,
97,Cremona,Museo Ala Ponzone,
97,Forlì,Pinacoteca Civica,
97,Rennes,Musée des Beaux-Arts,
96,Köln,Franziskanerinnenkonvent Sankt Klara,
95,Augsburg,Staatsgalerie Augsburg,
94,Bregenz,Vorarlberg Museum,
94,Dessau,Schloss Mosigkau,
94,Eisenach,Wartburg-Stiftung,
