count,city,name,wikidata_uri
6,Breslau,Sammlung unbekannt,
6,Brixen,Diözesanmuseum Brixen,
6,Budapest,Magyar Nemzeti Múzeum,
6,Burgos,Archidiócesis de Burgos,
6,Cagliari,Pinacoteca Nazionale di Cagliari,
6,Cambrai,Sammlung unbekannt,
6,Caorle,Museo Sacro,
6,Carcassonne,Sammlung unbekannt,
6,Carpentras,Musée Duplessis,
6,Chatsworth House,Duke of Devonshire Collection,
6,Chicago,Loyola University Museum of Art,
6,Chicago,Sammlung Martin A. Ryerson,
6,Chicago,"The Martin D'Arcy Museum of Art, Loyola University Chicago",
6,Châtel-Montagne,Sammlung unbekannt,
6,Città di Castello,Pinacoteca Comunale di Città di Castello,
6,Columbia (South Carolina),Columbia Museum of Art,http://www.wikidata.org/entity/Q2383136
6,Conques (Aveyron),Sammlung unbekannt,
6,Cremona,"Museo Civico ""Ala Ponzone""",
6,Darmstadt,Schlossmuseum Darmstadt,http://www.wikidata.org/entity/Q1232004
6,Delft,Museum Het Prinsenhof,
6,Den Haag,Museum Bredius,
6,Dorpat,Universitätsbibliothek Dorpat,
6,Dresden,Porzellansammlung Dresden,
6,Empoli,Museo Diocesano,
6,Empoli,Museo della Collegiata,
6,Enns (Oberösterreich),Museum Lauriacum,
6,Este,Museo Nazionale Atestino,
6,Faenza,Galleria Comunale e Museo Civico,
6,Ferrara,Università degli Studi di Ferrara,
6,Fiesole,Museo Civico Archeologico,
6,Florenz,Cenacolo di Fuligno,http://www.wikidata.org/entity/Q2944202
6,Florenz,Museo degli Innocenti,http://www.wikidata.org/entity/Q55373729
6,Frankfurt (Main),Galerie und Kunstantiquariat Joseph Fach,
6,Genua,Sammlung unbekannt,
6,Gera,Kunstsammlung Gera,
6,Grünberg Lahn-Dill-Kreis,Sammlung unbekannt,
6,Guben,Städtisches Museum Sprucker Mühle,
6,Göttingen,Kunstsammlung der Universität,
6,Haina (Kloster),Psychiatriemuseum Haina,
6,Hamburg,Panoptikum Hamburg,
6,Heilbronn,Städtische Museen Heilbronn,
6,Helsinki,Paul ja Fanny Sinebrychoffin Taidekokoelmat,
6,Homberg Bezirk Kassel,Sammlung unbekannt,
6,Ingelheim am Rhein,Museum bei der Kaiserpfalz,
6,Istanbul,Mosaikenmuseum an Grabungsstätte,
6,Karlsruhe,Städtische Galerie Karlsruhe,
6,Kassel,Schloss Wilhelmshöhe,
6,Köln,Auktionshaus Lempertz,
6,Köln,Auktionshaus Venator & Hanstein,
6,Köln,Domgalerie,
6,Köln,Historisches Archiv der Stadt Köln,http://www.wikidata.org/entity/Q664138
6,Köln,Lempertz,
6,Köln,Sammlung Anton Joseph Essingh,
6,Köln,"Sammlung Oppenheim, Köln",
6,Köln,Stadt Köln,
6,L'Aquila,Museo d'Arte Nazionale d'Abruzzo?,
6,Leipzig,Galerie C. G. Boerner,
6,London,Chaucer Fine Arts,
6,London,Leger Galleries,
6,London,Matthiesen Fine Art Ltd.,
6,London,National Portrait Gallery,http://www.wikidata.org/entity/Q238587
6,London,Parsons and Sons,
6,London,Royal Society of British Artists,
6,London?,unbekannt,
6,Luzern,Sammlung Alfred Ganz,
6,Lüttich,Sammlung unbekannt,
6,Maaseik,"Sint Catharinakerk, Kerkmuseum",
6,Mailand,Civiche Raccolte d'Arte Applicata del Castello Sforzesco,
6,Mailand,Galleria Alberto Grubicy,
6,Mailand,Museo Nazionale del Risorgimento Italiano,http://www.wikidata.org/entity/Q1062079
6,Mailand,Museo del Novecento,
6,Mailand,Quadreria Arcivescovile,
6,Mailand,unbekannt,
6,Marbach am Neckar,Sammlung unbekannt,
6,Marburg,Galerie Senta Kahl,
6,Marburg,Sammlung Günther Blau,
6,Marburg,Sammlung Hermann Bauer,
6,Marburg,Sammlung L. Müller,
6,Memphis (Tennessee),Brooks Memorial Art Gallery,
6,Minden Kreis Minden-Lübbecke,"Sammlung Krüger, Minden",
6,Monreale,Museo Diocesano (Palazzo Arcivescovile),
6,Monza,Museo e Tesoro del Duomo di Monza,
6,Moskau,Staatliches A.-A.-Bachruschin-Museum für Theaterkunst,
6,München,Galerie Heinemann,
6,München,"Galerie Heinrich Thannhauser, München",
6,München,Sammlung Moderne Kunst München,
6,Neapel,Museo Civico in Castel Nuovo,
6,Neuchâtel,Musée d'Art et d'Histoire de Neuchâtel,
6,Neumorschen,Sammlung unbekannt,
6,Newbury,Gathorne-Hardy Collection,
6,Nicosia,Cyprus Museum,
6,Notre-Dame-de-Tronoën,Sammlung unbekannt,
6,Novellara,Museo Civico Gonzaga,
6,Olmütz,Oblastní Galerie,
6,Ort unbekannt,Sammlung Frankenberg,
6,Ort unbekannt,Sammlung Karl V. Kaiser des Heiligen Römischen Reiches,
6,Oslo,Freilichtmuseum Bygdøy,
6,Oslo,Sammlung Ragnar Moltzau,
6,Osnabrück,Sammlung unbekannt,
6,Oxford,Civic Collection,
6,Oxford,Corpus Christi College,
6,Paderborn,Sammlung Christoph Graf von Kesselstatt,
6,Padua,Musei Civici agli Eremitani,
6,Palermo,Galleria Nazionale,
6,Palermo,Museo Etnografico Giuseppe Pitrè,
6,Panker,Hessische Hausstiftung auf Gut Panker,
6,Paris,Archives Nationales,
6,Paris,Cité de l'Architecture et du Patrimoine,
6,Paris,Ministère de la Guerre,
6,Paris,Musée Carnavalet,http://www.wikidata.org/entity/Q640447
6,Paris,Sammlung Louis La Caze,
6,Parma,Biblioteca Palatina,
6,Parma,Palazzo del Giardino,
6,Parma,Pinacoteca Giuseppe Stuard,
6,Pau,Musée des Beaux-Arts de Pau,
6,Pavia,Musei Civici di Pavia,
6,Peleas de Arriba,Monasterio de Nuestra Señora de Valparaíso,
6,Perugia,Archivio di San Pietro,
6,Pforzheim,Sammlung unbekannt,
6,Pienza,Azienda Agricola,
6,Ponce (Puerto Rico),Museo de Arte de Ponce,
6,Pordenone,Museo Civico,
6,Poreč (Istrien),Poreč Museum,
6,Poughkeepsie (New York),Vassar College Art Gallery,
6,Prag,Kunsthandlung Andrè,
6,Raigern,Sammlung Arnold Skutezky,
6,Ratzeburg,Kreismuseum Herzogtum Lauenburg,
6,Ravello,Museo dell'Opera del Duomo,
6,Rechberg (Schwäbisch Gmünd),Katholische Pfarr- und Wallfahrtskirche Zur Schönen Madonna,
6,Regensburg,Kunstforum Ostdeutsche Galerie,
6,Rohrau,Graf Harrach'sche Familiensammlung,
6,Rom,Archivio Capitolino,
6,Rom,"Canessa, A. e C.",
6,Rom,Galleria Nazionale d'arte Antica di Palazzo Berberini,
6,Rom,Kunsthandel Antonio Pettini,
6,Rom,Museo Artistico Industriale,
6,Rom,Museo Canonica,
6,Rom,Museo Nazionale del Palazzo di Venezia,http://www.wikidata.org/entity/Q1954305
6,Rom,Pinacoteca della Basilica di San Paolo fuori le mura,
6,Rom,Sammlung Albani,
6,Rom,Sammlung Marchese Vincenzo Giustiniani,
6,Rom,Villa Albani Torlonia,
6,Rom,Villa Altieri,
6,Rom,Villa Medici,
6,Saint-Bertrand-de-Comminges,Musée Archéologique Départemental de Saint-Bertrand-de-Comminges,
6,Salerno,Museo Archeologico Provinciale,
6,San Gimignano,Musei Civici di San Gimignano,
6,Sankt Gallen,Stiftsbibliothek Sankt Gallen,
6,Sankt Pölten,Bischöfliche Alumnatsbibliothek Sankt Pölten,
6,Savona,Pinacoteca Civica,
6,Seebüll,Nolde-Museum - Stiftung Seebüll Ada und Emil Nolde,
6,Sevilla,Sammlung König von Spanien,
6,Siena,Palazzo Pubblico,
6,Siena,Spedale Santa Maria della Scala,
6,Solingen,Bergisches Museum Schloss Burg,
6,Spedaletto di Pienza,Il Castello di Spedaletto,
6,Sterzing (Bozen),Stadt- und Multschermuseum,
6,Straßburg,Sammlung unbekannt,
6,Stuttgart,Hauptstaatsarchiv,
6,São Paulo,Museu de Arte,
6,Tarbes (Hautes-Pyrénées),Musée Massey,
6,Teramo,Museo e Pinacoteca Civici,
6,Tours,Musee de l'Historial de la Touraine,
6,Tours,Musée du Compagnonnage,
6,Turin,Biblioteca Nazionale Centrale,
6,Valencia,Museu de Belles Arts de València,
6,Verona,Musei Civici di Verona,
6,Vitré,Musée du Château de Vitré,
6,Weimar,Sammlung Harry Graf von Kessler,
6,Wien,Wien Museum,
6,Williamstown (Massachusetts),Williams College Museum of Art,http://www.wikidata.org/entity/Q12072937
6,Zürich,Galerie Koller,
6,Zürich,Museum für Gestaltung Zürich,
6,Zürich,unbekannter Kunsthändler,
6,unbekannt,unbekannt,
5,,Baron Rotschilds Collection,
5,,Bildarchiv Foto Marburg,
5,,Facoltà di Economia e Commercio,
5,,Galleria Colonna,
5,,Joseph Fach,
5,,Sammlung Blaauw,
5,,Sammlung Farnese,
5,,Sammlung Lindner,
5,,Sammlung Randall,
5,,Sammlung Sir Charles Fellows,
5,Aarau,Stadtmuseum Aarau,http://www.wikidata.org/entity/Q27478171
5,Aichach (Kreis Aichach-Friedberg),Stadtmuseum Aichach,
5,Amiens,Bibliothèque Municipale d'Amiens,
5,Amiens,Musée d'Art Local et d'Histoire Régionale,
5,Amsterdam,Auktionshaus Muller,
5,Amsterdam,Collectie Six,
5,Amsterdam,"Muller, F. und Cie",
5,Amsterdam,Museum Fodor,
5,Ancona,Civica Pinacoteca,
5,Ansbach,Residenz Ansbach mit Keramiksammlung und Gemäldegalerie,
5,Antwerpen,Rubenshuis,http://www.wikidata.org/entity/Q775644
5,Ariccia,Palazzo Chigi,
5,Auckland,Auckland City Art Gallery,
5,Augsburg,Staats- und Stadtbibliothek Augsburg,
5,Bad Breisig,Sammlung F. Heinrich Roth,
5,Bad Homburg vor der Höhe,Schloss Bad Homburg,
5,Bad Wildungen,Sammlung Waldschmidt,
5,Baltimore,Johns Hopkins Archaeological Collection,
5,Barcelona,Museu d'História de Barcelona,
5,Bayreuth,Stadtgemeinde Bayreuth,
5,Berlin,Bildarchiv Preußischer Kulturbesitz,
5,Berlin,Galerie Dr. Burg,
5,Berlin,Galerie Nagel,
5,Berlin,Humboldt-Universität,
5,Berlin,Königliche Akademie der Künste,
5,Berlin,Lepke (Firma),
5,Berlin,Museum für Kommunikation Berlin,
5,Berlin,Sammlung Marcus Kappel,
5,Berlin,"Sammlung Richard von Kaufmann, Berlin",
5,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz Skulpturensammlung und Museum für Byzantinische Kunst,
5,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz,  Museum für Spätantik   und Byzantinische Kunst",
5,Bilbao,Art District,
5,Bilbao,Museo Guggenheim Bilbao,
5,Bologna,Museo Civico d'Arte Industriale e Galleria Davia Bargellini,
5,Braunau am Inn,Sammlung unbekannt,
5,Brescia,Banca San Paolo,
5,Brescia,Sammlung unbekannt,
5,Breslau,Oberbergamt,
5,Brindisi,Museo Archeologico Provinciale Francesco Ribezzo,
5,Bristol,City Art Gallery,
5,Brügge,Stedelijke Musea,
5,Brünn,Moravská Galerie v Brně,http://www.wikidata.org/entity/Q1348579
5,Budapest,Budapesti Történeti Múzeum,
5,Cambridge (Massachusetts),Busch-Reisinger Museum,
5,Castres (Tarn),Musée Goya-Jaurès,
5,Chartres,Dombauhütte Chartres,
5,Chauvigny,Sammlung unbekannt,
5,Chemnitz,Städtische Museen,
5,Chenonceaux,Sammlung unbekannt,
5,Chur,Bündner Kunstmuseum,http://www.wikidata.org/entity/Q1020806
5,Città di Castello,Museo Capitolare,
5,Coburg,Sammlung unbekannt,
5,Coral Gables (Florida),Lowe Art Museum,http://www.wikidata.org/entity/Q3837886
5,Corvey,Museum Schloss Corvey,
5,Cosenza,Museo Diocesano di Cosenza,
5,Cosenza,Soprintendenza per i Beni A.A.A.S. della Calabria,
5,Cottbus,Stadtmuseum Cottbus,http://www.wikidata.org/entity/Q91602740
5,Detmold,Lippische Landesbibliothek,
5,Donauwörth,Städtische Sammlungen Heimatmuseum,
5,Dresden,Sammlung Gasch,
5,Düsseldorf,Düsseldorfer Auktionshaus,
5,Eisenerz (Steiermark),Stadtmuseum im Kammerhof,
5,El Paso (Texas),El Paso Museum of Art,http://www.wikidata.org/entity/Q5351782
5,England,unbekannte Privatsammlung,
5,Essen,Museum Folkwang,http://www.wikidata.org/entity/Q125634
5,Faenza,Banca del Monte,
5,Florenz,Antiquariat Salvadori,
5,Florenz,Arcispedale Santa Maria Nuova,
5,Florenz,Cenacolo di Santo Spirito e Fondazione Romano,
5,Florenz,Collezione Marco Guastalla,
5,Florenz,Galleria La Stanzina,
5,Florenz,Galleria dell'Accademia?,
5,Florenz,Galleria dell'Ospedale degli Innocenti,
5,Florenz,Istituto Geografico Militare,http://www.wikidata.org/entity/Q178954
5,Florenz,"Manelli, Dario",
5,Florenz,"Museo Zoologico ""La Specola"" dell'Università",
5,Florenz,"Museo degli Argenti, Palazzo Pitti?",
5,Florenz,Reale Istituto della Santissima Annunziata,
5,Florenz,Società Dantesca Italiana,http://www.wikidata.org/entity/Q3963318
5,Florenz,Soprintendenza ai Beni Ambientali e Architettonici per le Provincie di Firenze e Pistoia,
5,Florenz,Sotheby Parke-Bernet,
5,Forlì,"Biblioteca Comunale ""A. Saffi""",
5,Forlì,Pinacoteca Civica di Forlì,http://www.wikidata.org/entity/Q3905110
5,Frankenthal (Pfalz),Sammlung Ilse Bonitz,
5,Frankfurt (Main),Kunsthandlung Louis Ricard Nachfolger,
5,Frankfurt (Main),Museum für Vor- und Frühgeschichte Frankfurt,
5,Frederikssund,J. F. Willumsens Museum,
5,Furth bei Göttweig,Benediktinerstift,
5,Gengenbach,Kunst- und Paramentenmuseum Gengenbach,
5,Gent,Museum voor Schone Kunsten,
5,Genua,Galleria di Palazzo Bianco,
5,Gerona,"Museu d'Arqueologia de Catalunya, Girona",
5,Gießen,Universitätsbibliothek Gießen,
5,Gualdo Tadino,Pinacoteca Comunale,
5,Gudensberg,Sammlung unbekannt,
5,Göteborg,Sammlung Wertholm,
5,Haarlem,Museum Haarlem,
5,Hagen,Sammlung Karl Ernst Osthaus,
5,"Havre, Le",Musée des Beaux-Arts André Malraux,
5,Heiligenkreuz (Niederösterreich),Sammlung unbekannt,
5,Hildesheim,Bistumsarchiv Hildesheim,
5,Husum Kreis Nordfriesland,Freilichtmuseum Ostenfelder Bauernhaus,
5,Ibiza,Museo Arqueológico de Ibiza y Formentera,http://www.wikidata.org/entity/Q16609863
5,Indianapolis (Indiana),Indianapolis Museum of Art,http://www.wikidata.org/entity/Q1117704
5,Ingolstadt,Stadtmuseum Ingolstadt,
5,Istanbul,Topkapi Sarayi Müzesi,
5,Karlsruhe,Staatliche Akademie der Bildenden Künste Karlsruhe,
5,Kassel,Löwenburg,
5,Kiel,Sammlung unbekannt,
5,Kischinew,Akademie der Wissenschaften der Moldauischen SSR,
5,Korbach,Stadt Korbach,
5,Köln,Augustiner-Eremiten-Konvent Sankt Antonius,
5,Köln,Kolumba - Kunstmuseum des Erzbistums Köln,
5,Köln,Kunsthandlung Grattum,
5,Köln,Sammlung Boisserée,
5,Königsberg,Museum für Geschichte und Kunst,
5,Langenau Alb-Donau-Kreis,Heimatmuseum Langenau,
5,Lausanne,Galerie Vallotton,
5,Lehnin,Sammlung unbekannt,
5,Leiden,Museum De Lakenhal,
5,Leiden,Universiteitsbibliotheek Leiden,
5,Lemgo,Sammlung unbekannt,
5,Locarno,Museo Civico e Archeologico di Locarno,
5,London,Koetser Gallery,
5,London,Kunsthandlung Mellaart,
5,London,National Maritime Museum,
5,London,Sammlung Charles Butler,
5,London,Sammlung E. Goeritz,
5,London,Sammlung Earl of Northbrook G. C. S. J.,
5,London,"Sammlung Joseph Graf von Rechenberg, London",
5,Lübeck,Sammlung unbekannt,
5,Macerata,Musei Civici di Palazzo Buonaccorsi,
5,Magdeburg,"Museen, Gedenkstätten und Sammlungen der Stadt",
5,Mailand,Galleria Dedalo,
5,Mailand,Geri,
5,Mailand,Intendenza di Finanza,
5,Mailand,Palazzo Reale,
5,Manchester,Manchester Art Gallery,
5,Mannheim,Sammlung Jean Wurz,
5,Mannheim,Schloss Mannheim,http://www.wikidata.org/entity/Q574723
5,Mantua,Banca Agricola Mantovana,
5,Marburg,Sammlung Friedrich Lange,
5,Megalopolis,Museum Megalopolis,
5,Melk,Sammlung unbekannt,
5,Metz,Dombauhütte Metz,
5,Monreale,Museo Diocesano,
5,Montacute,National Trust,http://www.wikidata.org/entity/Q333515
5,Montalcino,Museo Civico e Diocesano d'Arte Sacra di Montalcino,
5,Montepulciano,Conservatorio di San Girolamo,
5,Moskau,Staatliches Historisches Museum Moskau,
5,Mytilene,Byzantinisches Museum Mytilene,
5,Mönchengladbach,Städtisches Museum Schloss Rheydt,http://www.wikidata.org/entity/Q26879052
5,Mühlhausen in Thüringen,Sammlung unbekannt,
5,Mülheim an der Ruhr,Sammlung unbekannt,
5,München,Galerie Telkamp,
5,München,"Sammlung Schuster, München",
5,München,Staatliche Münzsammlung München,
5,Münster,"LWL-Denkmalpflege, Landschafts- und Baukultur in Westfalen",
5,Münster (Westfalen),"LWL-Denkmalpflege, Landschafts- und Baukultur in Westfalen",
5,Neapel,Galleria dell'Accademia di Belle Arti e Liceo Artistico,
5,Neapel,Museo Diocesano,
5,Neapel,Museo Nazionale di Capodimonte,http://www.wikidata.org/entity/Q290549
5,Neapel,Museo dell'Opera di San Lorenzo Maggiore,
5,Neapel,Pio Monte della Misericordia,http://www.wikidata.org/entity/Q3737242
5,Neu-Zandel (Spreewald),Sammlung unbekannt,
5,New York,Parke-Bernet,
5,New York,"Wildenstein Gallery, New York",
5,Nienburg (Weser),Museum Nienburg,
5,Nürnberg,"Sammlung von Holzschuher, Nürnberg",
5,Ort unbekannt,Neumeister Kunstauktionen,
5,Ort unbekannt,Sammlung Antonio Boncompagni Ludovisi,
5,Ort unbekannt,Sammlung Bernardo Rucellai,
5,Ort unbekannt,Sammlung Bianca Cappello,
5,Ort unbekannt,Sammlung Ferdinando Ridolfi,
5,Ort unbekannt,Sammlung Giovan Carlo de' Medici,
5,Ort unbekannt,Sammlung Giuseppe Stiozzi-Ridolfi,
5,Ort unbekannt,Sammlung Olga Orloff,
5,Osnabrück,Bibliothek des Gymnasiums Carolinum,
5,Osterburg (Altmark),Sammlung unbekannt,
5,Padua,Musei Civici di Padova,http://www.wikidata.org/entity/Q3867519
5,Padua,Museo Antoniano,
5,Palermo,Conservatorio Vincenzo Bellini,
5,Parma,Accademia di Belle Arti,
5,Parma,Giardino Ducale,
5,Parma,Museo Glauco Lombardi,http://www.wikidata.org/entity/Q3867609
5,Parma,Pinacoteca Nazionale,
5,Philadelphia (Pennsylvania),John G. Johnson Art Collection,
5,Piacenza,Museo Civico,
5,Pienza,Sammlung unbekannt,
5,Pisa,Museo Nazionale di San Matteo?,http://www.wikidata.org/entity/Q1081881
5,Pistoia,Biblioteca Forteguerriana,http://www.wikidata.org/entity/Q30324127
5,Pontoise,Musée Tavat-Delacour,
5,Portland (Oregon),Portland Art Museum,http://www.wikidata.org/entity/Q279049
5,Rennes,Musée des Beaux-Arts de Rennes,
5,Rinteln,Sammlung unbekannt,
5,Rom,Cassa Depositi e Prestiti,
5,Rom,Farnesina,
5,Rom,Gabinetto Comunale delle Stampe,
5,Rom,Galleria Marcello Aldega,
5,Rom,Istituto Nazionale per la Grafica (Gabinetto Nazionale delle Stampe),
5,Rom,Ministero della Pubblica Istruzione,
5,Rom,Museo Lateranense,
5,Rom,Pio Istituto Catel,
5,Rom,Sammlung Livio Odescalchi,
5,Ruvo di Puglia,Palazzo Jatta,
5,Saint-Quentin (Aisne),Musée Antoine Lécuyer,http://www.wikidata.org/entity/Q2854179
5,San Diego (Kalifornien),Fine Arts Gallery of San Diego,
5,Sankt Gallen,Kunstmuseum Sankt Gallen,
5,Sankt Goarshausen,Sammlung unbekannt,
5,Schmalkalden,Museum Schloss Wilhelmsburg,
5,Segovia,Museo Catedralicio de Segovia,
5,Sheffield (Yorkshire),Ruskin Gallery,
5,Siegen,Siegerlandmuseum im Oberen Schloss,
5,Siena,Museo Archeologico Nazionale,
5,Siena,Museo Civico,http://www.wikidata.org/entity/Q3328378
5,Siena,Palazzo della Prefettura e dell'Amministrazione Provinciale & Palazzo Reale,
5,Sonthofen (Kreis Oberallgäu),Heimathaus Sonthofen,
5,Speyer,Dom- und Diözesanmuseum,
5,Stadthagen,Sammlung unbekannt,
5,Stuttgart,Kunsthandel Werner Maas,
5,Subiaco,Monastero di Santa Scolastica,
5,Teheran,Kakh-e Golestan,
5,Toledo,Casa de San Vicente Toledo,
5,Torella dei Lombardi,Collezione Principe Ruspoli,
5,Toulouse,Musée Saint-Raymond,
5,Tournai,Sammlung Vasseur,
5,Trogir,Muzej grada,
5,Tulsa (Oklahoma),Philbrook Art Center,
5,Turin,Galleria Civica d'Arte Moderna e Contemporanea,http://www.wikidata.org/entity/Q3757708
5,Turin,Galleria Narciso,
5,Turin,Museo Nazionale del Risorgimento Italiano,http://www.wikidata.org/entity/Q1062079
5,Udine,Civici Musei di Udine,
5,Vaduz,Kunstmuseum Liechtenstein,
5,Valletta,National Museum of Fine Arts,
5,Venedig,Gallerie dell'Accademia?,
5,Venedig,Sammlung Grimani (Venedig),
5,Vercelli,Tesoro della Cattedrale di Sant'Eusebio,
5,Veroli,Museo di Veroli,
5,Viterbo,Museo Civico di Viterbo,
5,Volterra,Museo Diocesano d'Arte Sacra di Volterra,
5,Walldürn,Elfenbein-Museum,
5,Washington,Dumbarton Oaks Research Library and Collections,
5,Weilburg,Schloss Weilburg,
5,Weimar,Großherzogliches Museum,
5,Wien,Artaria und Cie.,
5,Wien,Sammlung Oskar Bondy,
5,Wien,Österreichisches Museum für angewandte Kunst,
5,Wiesbaden,Sammlung Ludwig Heinemann,
5,Winterthur,Sammlung Oskar Reinhart,
5,Würzburg,Universitätsbibliothek,
5,Zürich,Kreditanstalt Zürich,
5,Zürich,Universitätsspital Zürich,
5,Épernay,Musée Municipal d'Épernay,
4,,Augustinerkloster,
4,,British Library,
4,,Christie's,
4,,Dresdner Bank,
4,,GFN,
4,,Galleria Sangiorgi?,
4,,Georgetown University,
4,,Sammlung Eckert,
4,Aachen,Museen der Stadt Aachen,
4,Aarhus,Freilichtmuseum Den Gamle By,
4,Adelaide (Südaustralien),Art Gallery of South Australia,http://www.wikidata.org/entity/Q705557
4,Agrigent,Museo Civico,
4,Agrigent,Museo Diocesano Agrigento,
4,Alcamo,Museo d'Arte Sacra,
4,Altena (Kreis Altena),Museum der Grafschaft Mark,
4,Altenburg,Staatliches Lindenau-Museum,
4,Amorbach (Kreis Miltenberg),Fürstlich Leiningensches Archiv,
4,Amsterdam,Geschiedkundig Medisch-Farmaceutisch Museum,
4,Amsterdam,Sammlung Jacques Goudstikker,
4,Augsburg,Diözesanarchiv des Bistums Augsburg,
4,Avellino,Museo Irpino,
4,Bad Hersfeld,"Sammlung Fenner, Bad Hersfeld",
4,Bad Hersfeld,Staatshochbauamt Hersfeld,
4,Bad Kreuznach,Museum Römerhalle,
4,Baden-Baden,Galerie Elfriede Wirnitzer,
4,Bamberg,Diözesanmuseum,
4,Barcelona,Archivo de la Corona de Aragón,
4,Barcelona,Museu Diocesà de Barcelona,
4,Bari,Museo Diocesano di Bari,
4,Bayeux,Musée Lapidaire de Bayeux,
4,Bayreuth,"Eremitage, Altes und Neues Schloss",
4,Bayreuth,Sammlung unbekannt,
4,Belluno,Museo Civico di Belluno,
4,Bergamo,Sammlung unbekannt,
4,Berlin,Borsigwerke,
4,Berlin,Deutsche Kinemathek - Museum für Film und Fernsehen,
4,Berlin,Galerie Matthiessen,
4,Berlin,"Goldschmidt-Wallerstein, Galerie",
4,Berlin,Jan A. van Dam,
4,Berlin,Kunsthandlung Graupe,
4,Berlin,Leo Spik KG,
4,Berlin,Loge Royal York Berlin,
4,Berlin,Reichsministerium Propaganda,
4,Berlin,"Sammlung Friedrich II., König von Preußen, Berlin",
4,Berlin,"Sammlung Friedrich Wilhelm III., König von Preußen",
4,Berlin,Sammlung Gerda Hübschmann,
4,Berlin,Sammlung Jan A. van Dam,
4,Berlin,Staatliche Museen - Preußischer Kulturbesitz,
4,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz,  Skulpturensammlung",
4,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Münzkabinett",
4,Berlin,Theatermuseum Berlin,
4,Bern,Kornfeld und Klipstein,
4,Biberach an der Riß,Braith-Mali-Museum,
4,Bielefeld,Historisches Museum Bielefeld,
4,Bilbao,Museo de Bellas Artes de Bilbao,http://www.wikidata.org/entity/Q127064
4,Bochum,Galerie Inge Baecker,
4,Bologna,Archivio di Stato,
4,Bologna,Biblioteca Universitaria,
4,Bologna,Collegio artistico Venturoli,
4,Bologna,Museo Civico,
4,Bologna,Museo di Santo Stefano,
4,Bonn,Akademisches Kunstmuseum und Archäologisches Institut der Universität,
4,Braine,Sammlung unbekannt,
4,Brandenburg (Havel),Museum im Frey-Haus,
4,Breslau,Staatsarchiv Breslau,
4,Burgos,Sammlung unbekannt,
4,Cagliari,Museo Archeologico Nazionale,
4,Cambridge (Massachusetts),Harvard University Art Museums,
4,Castiglion Fiorentino,Museo della Pieve di San Giuliano,http://www.wikidata.org/entity/Q55674347
4,Castiglione a Casauria,Museo dell'Abbazia di San Clemente a Casauria,
4,Cesena,Pinacoteca Comunale,
4,Chaironeia,Archäologisches Museum Chaironeia,
4,Chur,Domschatzmuseum Chur,
4,Civray (Vienne),Sammlung unbekannt,
4,Cochem (Mosel),Heimatmuseum Cochem,
4,Coldirodi di San Remo,Museo di Villa Luca - Pinacoteca Rambaldi,
4,Colmar,Musée d'Unterlinden,http://www.wikidata.org/entity/Q1851283
4,Cottbus,Sammlung unbekannt,
4,Cádiz,Museo Provincial de Cádiz,
4,Damaskus,Nationalmuseum,
4,Darmstadt,Sammlung Polizeisergeant Meissner,
4,Den Haag,Koninklijke Bibliotheek,
4,Deruta,Municipio di Deruta,
4,Dortmund,Museum Ostwall im Dortmunder U,
4,Dreieichenhain,Sammlung Gernot Schmidt,
4,Dreieichenhain,Sammlung unbekannt,
4,Dresden,Haus Wettin,
4,Dresden,Museum für Sächsische Volkskunst,
4,Dresden,Sammlung Arnholt,
4,Dzierzgo&#324;,Sammlung unbekannt,
4,Düsseldorf,Galerie Alfred Flechtheim,
4,Düsseldorf,Galerie Paffrath,
4,England,unbekannt,
4,Erlangen,Sammlung K. Zitzmann,
4,Eschwege,Sammlung unbekannt,
4,Faenza,Museo Internazionale delle Ceramiche,http://www.wikidata.org/entity/Q3330620
4,Ferrara,Casa Romei,
4,Florenz,Christie's,
4,Florenz,Collezioni Reali,
4,Florenz,Corte d'Appello,
4,Florenz,Esposizione italiana a Firenze,
4,Florenz,Galleria Ciardiello,
4,Florenz,Galleria Il Ponte,
4,Florenz,Galleria Pananti,
4,Florenz,Gallerie dell'Accademia,
4,Florenz,Kunsthistorisches Institut in Florenz Max-Planck-Institut,
4,Florenz,Museo Archeologico Nazionale,
4,Florenz,Museo Diocesano di Santo Stefano al Ponte,http://www.wikidata.org/entity/Q3330318
4,Florenz,Palazzo Ghezzi,
4,Florenz,Scuole Pie degli Scolopi,
4,Florenz,Venerabile Arciconfraternità della Misericordia,
4,Florenz?,Villa di Castello,
4,Forlì,Cassa di Risparmio,
4,Forlì,Pinacoteca Comunale,
4,Frankfurt (Main),Sammlung Ullmann,
4,Frankfurt (Main),Sammlung Volker Benninghoff,
4,Frankfurt (Main),Senckenbergsche Familienstiftung,
4,Gehrden Kreis Warburg,Sammlung unbekannt,
4,Genua,Museo del Tesoro della Cattedrale di San Lorenzo,http://www.wikidata.org/entity/Q3867980
4,Gerace,Museo Diocesano e del Tesoro della Cattedrale,
4,Germerode,Sammlung unbekannt,
4,Gorizia,Musei provinciali di Gorizia,
